No,제목,학과,과정,년도,href,BERT_SCORE
26,행복한 한 학기를 만들어준 Brock,영어영문학과,학부,2016,/partner/expReport.asp?id=13659&page=1&bgbn=R,0
25,"인생에 다시 없을, 행복했던 캐나다에서의 1년",영어영문학과,학부,2015-2016,/partner/expReport.asp?id=13342&page=1&bgbn=R,1
24,Brock University에서 보낸 소중한 한 학기,행정학과,학부,2015,/partner/expReport.asp?id=12272&page=1&bgbn=R,1
23,삶에 여유를 더하면 행복하다.,스포츠레저학과,학부,2014,/partner/expReport.asp?id=8661&page=1&bgbn=R,1
22,잊을 수 없는 추억을 만들어준 Brock에서의 한 학기,스포츠레저학과,학부,2014,/partner/expReport.asp?id=8603&page=1&bgbn=R,1
21,"평화로운 St.Catharines, 그리고 Brock university",경제학과/신문방송학과,학부,2013,/partner/expReport.asp?id=6816&page=1&bgbn=R,1
20,소중한 추억을 만들어 준 Brock대학교,국어국문학과/영어영문학과,학부,2012-2013,/partner/expReport.asp?id=6456&page=1&bgbn=R,1
19,꿈을 꾸고 도전하며 많은 사랑을 느꼈던 Brock,수학과,학부,2012-2013,/partner/expReport.asp?id=6387&page=1&bgbn=R,1
18,한 한기 동안의 성공적인 교환학생 생활,응용통계학과,학부,2013,/partner/expReport.asp?id=6374&page=1&bgbn=R,1
17,4개월 간의 교환학생 생활을 마치며,수학과,학부,2013,/partner/expReport.asp?id=6358&page=1&bgbn=R,0
16,인생에서 잊지 못할 소중한 4개월..,의류환경학과,학부,2011,/partner/expReport.asp?id=4967&page=2&bgbn=R,1
15,"치열하고도 행복했던, 4개월 그곳 캐나다",정치외교학과,학부,2008,/partner/expReport.asp?id=3692&page=2&bgbn=R,1
14,캐나다 Brock University 에서의 뜨거웠던 한 학기,경영대학 경영학과,학부,2008,/partner/expReport.asp?id=3648&page=2&bgbn=R,1
13,Brock 에서의 한학기~,영어영문/ 경영,학부,2008,/partner/expReport.asp?id=3439&page=2&bgbn=R,1
12,Brock Univ. 를 다녀와서~,사회학과,학부,2007-2008,/partner/expReport.asp?id=3185&page=2&bgbn=R,1
11,교환학생을 다녀와서,경영학과,학부,2006-2007,/partner/expReport.asp?id=2739&page=2&bgbn=R,0
10,아직도 어른거리는 그 곳 ...,경영학과,학부,2006,/partner/expReport.asp?id=2478&page=2&bgbn=R,1
9,교환학생보고서,감호학과,학부,2005-2006,/partner/expReport.asp?id=2164&page=2&bgbn=R,0
8,교환학생보고서,경영학과,학부,2004-2005,/partner/expReport.asp?id=1792&page=2&bgbn=R,0
7,I love brock-김지연,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1216&page=2&bgbn=R,1
6,교환학생을 다녀와서.,경영학전공,학부,2002,/partner/expReport.asp?id=791&page=3&bgbn=R,0
5,Brock Univ. - 조원상,경영학전공,학부,2001-2002,/partner/expReport.asp?id=582&page=3&bgbn=R,1
4,Brock Univ.-조성미,상경계열,학부,2000-2001,/partner/expReport.asp?id=307&page=3&bgbn=R,1
3,Brock Univ.-이가영,교육학과,학부,2000,/partner/expReport.asp?id=244&page=3&bgbn=R,0
2,Brock Univ.-김동전,사회학전공,학부,1999-2000,/partner/expReport.asp?id=175&page=3&bgbn=R,1
1,Brock Univ.-김주영,경영학전공,학부,1998,/partner/expReport.asp?id=75&page=3&bgbn=R,0
