No,제목,학과,과정,년도,href,BERT_SCORE
42,코로나사태에서 교환학생,기계공학부,학부,2020,/partner/expReport.asp?id=16691&page=1&bgbn=R,0
41,1 year in Monash,경영학과,학부,2019,/partner/expReport.asp?id=16088&page=1&bgbn=R,1
40,monash에서의 1년,의류환경학과,학부,2018,/partner/expReport.asp?id=15501&page=1&bgbn=R,0
39,멜버른은 정말 살기 좋은 도시입니다. Monash University에서의 경험은 제 삶의 질을 높여주었습니다.,실내건축,학부,2018,/partner/expReport.asp?id=14891&page=1&bgbn=R,1
38,Exchange experience in Monash University,Underwood International College,학부,2017,/partner/expReport.asp?id=14635&page=1&bgbn=R,1
37,Monash에서의 한학기,의류환경학과,학부,2016,/partner/expReport.asp?id=13729&page=1&bgbn=R,1
36,Monash에서의 1년,컴퓨터과학,학부,2016,/partner/expReport.asp?id=13493&page=1&bgbn=R,0
35,Monash University 경험보고서(2016-2),전기전자공학부,학부,2016,/partner/expReport.asp?id=13477&page=1&bgbn=R,1
34,Monash University,교육학과,학부,2016,/partner/expReport.asp?id=13322&page=1&bgbn=R,0
33,멜번에서의 생활,의류환경학과,학부,2016,/partner/expReport.asp?id=13232&page=1&bgbn=R,1
32,Monash University,경영학과,학부,2014,/partner/expReport.asp?id=12037&page=2&bgbn=R,0
31,모나쉬에서의 한 학기,문헌정보학과,학부,2014,/partner/expReport.asp?id=10764&page=2&bgbn=R,1
30,Monash에서의 1년,경영학과,학부,2013,/partner/expReport.asp?id=10732&page=2&bgbn=R,0
29,Monash 에서의 한 학기,응용통계학과,학부,2014,/partner/expReport.asp?id=10659&page=2&bgbn=R,1
28,My life in Monash,Underwood International College,학부,2014,/partner/expReport.asp?id=7405&page=2&bgbn=R,1
27,이번이 마지막은 아닐 것이다,독어독문학,학부,2014,/partner/expReport.asp?id=7291&page=2&bgbn=R,1
26,"단언컨대, Monash 는 최고의 선택이었다",사회학과,학부,2013,/partner/expReport.asp?id=6852&page=2&bgbn=R,1
25,Monash 경험보고서,교육학과,학부,2013,/partner/expReport.asp?id=6520&page=2&bgbn=R,0
24,내 생애 최고의 1년,불어불문학과,학부,2012,/partner/expReport.asp?id=6157&page=2&bgbn=R,1
23,평화롭고 아름다운 MONASH,경제학과,학부,2012,/partner/expReport.asp?id=5910&page=2&bgbn=R,1
22,모나쉬에서의 1년.,의공학부,학부,2010,/partner/expReport.asp?id=4598&page=3&bgbn=R,1
21,Monash University 경험보고서,문화인류학과,학부,2010,/partner/expReport.asp?id=4597&page=3&bgbn=R,0
20,Melbourne! 다시 돌아가고 싶은 곳,경영학과,학부,2009-2010,/partner/expReport.asp?id=4350&page=3&bgbn=R,1
19,"Aussie, 꿈 같은 시간",경영학과,학부,2008,/partner/expReport.asp?id=3905&page=3&bgbn=R,0
18,꿈처럼 느껴지는 학기,화공학과,학부,2009,/partner/expReport.asp?id=3760&page=3&bgbn=R,1
17,Monash 2008,경영학과,학부,2008,/partner/expReport.asp?id=3524&page=3&bgbn=R,0
16,아름다운 하늘이 그리운 교환학생 경험,경영학과,학부,2008,/partner/expReport.asp?id=3477&page=3&bgbn=R,1
15,Monash 에서의 즐거운 추억,식품영양,학부,2008,/partner/expReport.asp?id=3474&page=3&bgbn=R,1
14,Monash는 좋은 곳이에요,영어영문학,학부,2007,/partner/expReport.asp?id=3247&page=3&bgbn=R,1
13,Monash에서의 소중했던 경험들,전기전자공학,학부,2007,/partner/expReport.asp?id=3133&page=3&bgbn=R,1
12,행복했던 Monash에서의 일년,심리학과,학부,2006-2007,/partner/expReport.asp?id=2769&page=4&bgbn=R,1
11,제 2의 나의 학교 Monash,심리학과,학부,2006,/partner/expReport.asp?id=2306&page=4&bgbn=R,1
10,Monash의 추억,"불어불문학, 영어영문학",학부,2005,/partner/expReport.asp?id=2292&page=4&bgbn=R,1
9,모나쉬 대학을 다녀와서-백진규,신문방송학과,학부,2004,/partner/expReport.asp?id=1374&page=4&bgbn=R,1
8,Monash 대학 파견 경험보고서,문헌정보학전공,학부,2003,/partner/expReport.asp?id=1101&page=4&bgbn=R,1
7,교환학생을 다녀와서,인문학부,학부,2002,/partner/expReport.asp?id=1005&page=4&bgbn=R,0
6,내가 호주와 Monash를 사랑하게 된 이야기,영어영문학전공,학부,2002,/partner/expReport.asp?id=982&page=4&bgbn=R,1
5,Monash Uni 교환학생 경험 보고서,의류환경전공,학부,2003,/partner/expReport.asp?id=928&page=4&bgbn=R,0
4,Monash Monash Monash,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=913&page=4&bgbn=R,0
3,Monash Univ. - 김지영,사회과학대학,학부,2001-2002,/partner/expReport.asp?id=662&page=4&bgbn=R,0
2,Monash Univ. - 송승호,전기전자공학전공,학부,2002,/partner/expReport.asp?id=648&page=5&bgbn=R,1
1,Monash Univ. - 노경민,영어영문학전공,학부,2001,/partner/expReport.asp?id=490&page=5&bgbn=R,0
