No,제목,학과,과정,년도,href,BERT_SCORE
167,유덥에서의 교환 생활,언더우드학부 국제학과,학부,2020,/partner/expReport.asp?id=16652&page=1&bgbn=R,0
166,UofW에서의 두 쿼터,영어영문학,학부,2019,/partner/expReport.asp?id=16548&page=1&bgbn=R,0
165,One-year Exchange at the University of Washington,Underwood International College,학부,2019,/partner/expReport.asp?id=16189&page=1&bgbn=R,0
164,인생의 지경을 넓힐 수 있었던 1년동안의 교환학생 생활,불어불문학과,학부,2017-2018,/partner/expReport.asp?id=14900&page=1&bgbn=R,1
163,UW 교환학생 경험보고서,UIC 경제학과,학부,2017-2018,/partner/expReport.asp?id=14886&page=1&bgbn=R,0
162,유덥,중어중문학과,학부,2017-2018,/partner/expReport.asp?id=14843&page=1&bgbn=R,0
161,UW,수학과,학부,2017-2018,/partner/expReport.asp?id=14788&page=1&bgbn=R,1
160,워싱턴대학교,사학과,학부,2016-2017,/partner/expReport.asp?id=14700&page=1&bgbn=R,1
159,university of washington,아동가족학과,학부,2016-2017,/partner/expReport.asp?id=14514&page=1&bgbn=R,0
158,University of Washington,국어국문학/언론홍보영상학,학부,2016-2017,/partner/expReport.asp?id=14220&page=1&bgbn=R,1
157,그리운 시애틀과 UW,정치외교학과,학부,2016-2017,/partner/expReport.asp?id=14201&page=2&bgbn=R,1
156,행복했던 유덥에서의 생활,응용통계학과,학부,2016-2017,/partner/expReport.asp?id=14182&page=2&bgbn=R,1
155,내 인생의 황금기,교육학과,학부,2015-2016,/partner/expReport.asp?id=13154&page=2&bgbn=R,1
154,즐거웠던 시애틀에서의 시간,경영학과,학부,2015-2016,/partner/expReport.asp?id=13142&page=2&bgbn=R,1
153,UW에서의 교환 생활,정치외교학과,학부,2015-2016,/partner/expReport.asp?id=13099&page=2&bgbn=R,1
152,정보,경영학과,학부,2015-2016,/partner/expReport.asp?id=12976&page=2&bgbn=R,0
151,UW 교환생활,응용통계학과,학부,2015-2016,/partner/expReport.asp?id=12969&page=2&bgbn=R,0
150,힘들기도 했지만 즐거웠던 1년간의 UW 생활,경영학과,학부,2015-2016,/partner/expReport.asp?id=12945&page=2&bgbn=R,1
149,"그리운 시애틀, UW에서의 교환학생",경영학과,학부,2014-2015,/partner/expReport.asp?id=12251&page=2&bgbn=R,1
148,UW - Seattle에서의 교환생활,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=12152&page=2&bgbn=R,1
147,알찬 유덥생활,응용통계학과,학부,2014-2015,/partner/expReport.asp?id=12052&page=3&bgbn=R,1
146,"시애틀, 280일간의 기억",정치외교학과,학부,2014-2015,/partner/expReport.asp?id=12051&page=3&bgbn=R,1
145,UW에서의 소중한 일년,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7499&page=3&bgbn=R,1
144,아름다운 시애틀에서의 일년,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7487&page=3&bgbn=R,1
143,나를 한 발짝 성장하게 해 준 UW에서의 1년,영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7459&page=3&bgbn=R,1
142,"내 인생의 터닝포인트, UW",경영학과,학부,2013-2014,/partner/expReport.asp?id=7443&page=3&bgbn=R,1
141,선택과 집중,독어독문 & 언론홍보,학부,2013-2014,/partner/expReport.asp?id=7360&page=3&bgbn=R,0
140,I ♥ SEATTLE I ♥ UW,심리학과,학부,2013-2014,/partner/expReport.asp?id=7244&page=3&bgbn=R,1
139,시애틀 유덥,영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7200&page=3&bgbn=R,1
138,UW에서의 1년,경영학과,학부,2013-2014,/partner/expReport.asp?id=7188&page=3&bgbn=R,0
137,Reflection on My Life in Seattle,Economics,학부,2012-2013,/partner/expReport.asp?id=6704&page=4&bgbn=R,1
136,시애틀에서의 잠 못 이루던 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6551&page=4&bgbn=R,0
135,유덥에 다녀왔습니다,경영학과,학부,2012-2013,/partner/expReport.asp?id=6515&page=4&bgbn=R,1
134,유덥 좋아요x1000000,경영학과,학부,2012-2013,/partner/expReport.asp?id=6463&page=4&bgbn=R,1
133,건강과 자연의 시애틀,경제학과,학부,2012-2013,/partner/expReport.asp?id=6442&page=4&bgbn=R,1
132,University of Washington,영어영문학과,학부,2012-2013,/partner/expReport.asp?id=6431&page=4&bgbn=R,1
131,그리운 시애틀 그리고 유덥,정치외교학과,학부,2012-2013,/partner/expReport.asp?id=6421&page=4&bgbn=R,1
130,연세UW 12-13,문화인류학과,학부,2012-2013,/partner/expReport.asp?id=6416&page=4&bgbn=R,0
129,연덥,경영,학부,2012-2013,/partner/expReport.asp?id=6404&page=4&bgbn=R,0
128,I ♥ SEATTLE I ♥ SEATTLE I ♥ SEATTLE,전기전자공학과,학부,2012-2013,/partner/expReport.asp?id=6402&page=4&bgbn=R,1
127,다사다난했던 유덥에서의 일년.,국어국문학과/심리학과,학부,2012-2013,/partner/expReport.asp?id=6400&page=5&bgbn=R,1
126,시애틀에서의 일년,경영학과,학부,2011-2012,/partner/expReport.asp?id=5928&page=5&bgbn=R,1
125,기억에 남는 1년간의 교환학생 생활,경영학과,학부,2011-2012,/partner/expReport.asp?id=5865&page=5&bgbn=R,0
124,"내 인생에 아름다운 색을 입혀준 시애틀, 그리고 UW",불어불문학과,학부,2011-2012,/partner/expReport.asp?id=5852&page=5&bgbn=R,1
123,University of Washington에서의 1년,UIC-국제학,학부,2011-2012,/partner/expReport.asp?id=5817&page=5&bgbn=R,0
122,유덥에서의 9개월,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5802&page=5&bgbn=R,1
121,UW파견보고서,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5785&page=5&bgbn=R,1
120,UW,경영학과,학부,2011-2012,/partner/expReport.asp?id=5781&page=5&bgbn=R,1
119,University of Washington 교환생활,경제학과,학부,2011-2012,/partner/expReport.asp?id=5749&page=5&bgbn=R,0
118,UW~,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5685&page=5&bgbn=R,1
117,유덥에서의 9개월,경제학과,학부,2011-2012,/partner/expReport.asp?id=5673&page=6&bgbn=R,1
116,시애틀에서 - Sunny in Seattle,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5242&page=6&bgbn=R,1
115,"워싱턴 주, 시애틀, UW에서 보고 느낀 시시콜콜한 모든 것 :).",신문방송/심리학,학부,2010-2011,/partner/expReport.asp?id=5188&page=6&bgbn=R,1
114,Biology,UIC LSBT,학부,2008,/partner/expReport.asp?id=5149&page=6&bgbn=R,0
113,"여유있는 아름다운 도시, 시애틀",경제학과,학부,2010-2011,/partner/expReport.asp?id=5134&page=6&bgbn=R,1
112,Exchange experience at UW,UIC-LSBT,학부,2010-2011,/partner/expReport.asp?id=5121&page=6&bgbn=R,1
111,"벌써 그리운 시애틀, UW에서의 일년",경영학과,학부,2010-2011,/partner/expReport.asp?id=5071&page=6&bgbn=R,0
110,내 인생 가장 기억에 남을 9개월,경제학과,학부,2010-2011,/partner/expReport.asp?id=5003&page=6&bgbn=R,1
109,"햇빛 보슬비 하늘 잔디 여유 활기- UW, Seattle",주거환경/경영,학부,2010-2011,/partner/expReport.asp?id=4996&page=6&bgbn=R,1
108,여유와 친절의 도시 시애틀,심리/언홍영,학부,2010-2011,/partner/expReport.asp?id=4973&page=6&bgbn=R,1
107,아름다운 자연과 도시의 편리함이 공존하는 곳,심리학과,학부,2009-2010,/partner/expReport.asp?id=4969&page=7&bgbn=R,1
106,제 2의 고향으로 삼고 싶은 시애틀:),경영학과,학부,2010-2011,/partner/expReport.asp?id=4958&page=7&bgbn=R,1
105,Univ. of Washington,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4829&page=7&bgbn=R,1
104,"행복했던 기억의 한 조각, 시애틀",영어영문학과/경영학과,학부,2009-2010,/partner/expReport.asp?id=4570&page=7&bgbn=R,1
103,아름다운 것이 많이 숨겨진 시애틀,독어독문학과,학부,2009-2010,/partner/expReport.asp?id=4566&page=7&bgbn=R,1
102,"시애틀, 너는 나의 힘!",사회복지학과,학부,2009-2010,/partner/expReport.asp?id=4534&page=7&bgbn=R,1
101,Udub,경영학과,학부,2009-2010,/partner/expReport.asp?id=4532&page=7&bgbn=R,1
100,University of Washington 경험보고서,경영학과,학부,2009-2010,/partner/expReport.asp?id=4492&page=7&bgbn=R,0
99,"UW, Seattle, 잊지 못할 추억들.",응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4465&page=7&bgbn=R,1
98,내인생의 최고로 행복했던 추억! UW,"교육학과, 불어불문학과",학부,2009-2010,/partner/expReport.asp?id=4447&page=7&bgbn=R,1
97,가장 행복했던 시간들,경영학과,학부,2009-2010,/partner/expReport.asp?id=4446&page=8&bgbn=R,1
96,"UW, 그토록 아름다운 곳",영어영문학/정치외교학,학부,2009-2010,/partner/expReport.asp?id=4396&page=8&bgbn=R,1
95,University of Washington,수학과/응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4361&page=8&bgbn=R,1
94,University of Washington '-',행정/경영,학부,2009-2010,/partner/expReport.asp?id=4349&page=8&bgbn=R,1
93,유덥,경영학과,학부,2009~2010,/partner/expReport.asp?id=4314&page=8&bgbn=R,0
