No,제목,학과,과정,년도,href,BERT_SCORE
66,행복했던 교환생활,아동가족학과,학부,2019,/partner/expReport.asp?id=16095&page=1&bgbn=R,1
65,stony brook에서의 한학기,문화인류학과,학부,2019-1,/partner/expReport.asp?id=16065&page=1&bgbn=R,1
64,스토니브룩에서의 한학기,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=15487&page=1&bgbn=R,1
63,스토니브룩에 교환학생을 가게 될 여러분들이 진심으로 부럽습니다!,건축공학과,학부,2018,/partner/expReport.asp?id=15329&page=1&bgbn=R,1
62,평화로운 스토니브룩에서의 한 학기,사회복지학과,학부,2018,/partner/expReport.asp?id=15258&page=1&bgbn=R,1
61,미국의 심장 맨해튼과 가까운 SBU에서의 한 학기,UD Econ,학부,2018-2,/partner/expReport.asp?id=15247&page=1&bgbn=R,1
60,SUNY Stony brook에서의 한 학기,국어국문학과,학부,2018,/partner/expReport.asp?id=15140&page=1&bgbn=R,1
59,스토니브룩에서의 즐거운 한 학기,의류환경학과,학부,2018-1,/partner/expReport.asp?id=15080&page=1&bgbn=R,1
58,Stony Brook 대학에서의 한학기,정보인터렉션디자인,학부,2017,/partner/expReport.asp?id=14586&page=1&bgbn=R,1
57,후회하지 않는 선택,심리학과,학부,2017,/partner/expReport.asp?id=14538&page=1&bgbn=R,0
56,Stony Brook에서의 잊지 못할 한학기,경제학부,학부,2017-1,/partner/expReport.asp?id=14248&page=2&bgbn=R,1
55,스토니브룩에서 즐기기,의류환경학과,학부,2017-1,/partner/expReport.asp?id=14033&page=2&bgbn=R,1
54,"잊을 수 없는, 잊지못할 추억을 만들어준 스토니브룩",경영학부,학부,2016-2017,/partner/expReport.asp?id=13968&page=2&bgbn=R,1
53,긴 듯 짧았던 스토니에서의 한 학기,심리학과,학부,2017,/partner/expReport.asp?id=13913&page=2&bgbn=R,1
52,잊지못할 한 학기,언론홍보영상학부,학부,2016-2,/partner/expReport.asp?id=13769&page=2&bgbn=R,1
51,모든 날이 좋았던 스토니브룩,신학과,학부,2016-2,/partner/expReport.asp?id=13644&page=2&bgbn=R,1
50,뉴욕인듯 뉴욕아닌 스토니에서의 학기,경영학과,학부,2016,/partner/expReport.asp?id=13637&page=2&bgbn=R,1
49,스토니브룩에서의 한 학기,경영학과,학부,2016-2,/partner/expReport.asp?id=13490&page=2&bgbn=R,1
48,SBU에서 보낸 잊지 못할 특별한 한학기 !!,정치외교학과,학부,2016,/partner/expReport.asp?id=13324&page=2&bgbn=R,1
47,Stony Brook 에서 보낸 행복한 한 학기,경제학과,학부,2016,/partner/expReport.asp?id=12956&page=2&bgbn=R,1
46,StonyBrook에서의 한학기,경영학과,학부,2015-2,/partner/expReport.asp?id=12746&page=3&bgbn=R,1
45,스토니브룩에서의 한학기,사회복지학과,학부,2015,/partner/expReport.asp?id=12633&page=3&bgbn=R,1
44,Stony Brook 에서의 한 학기,국문학과,학부,2015,/partner/expReport.asp?id=12589&page=3&bgbn=R,1
43,Stony Brook에서 경험한 미국 대학생활,경영학과,학부,2015,/partner/expReport.asp?id=12559&page=3&bgbn=R,0
