No,제목,학과,과정,년도,href,BERT_SCORE
22,일본의 작은 대학교 APU,신문방송학과,학부,2015,/partner/expReport.asp?id=12336&page=1&bgbn=R,1
21,새로운 경험의 APU,문헌정보학과,학부,2010,/partner/expReport.asp?id=4764&page=1&bgbn=R,1
20,"제2의 모교, APU",경제학부,학부,2009-2010,/partner/expReport.asp?id=4520&page=1&bgbn=R,0
19,천공(天空)의 APU!!,문과대학 영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3883&page=1&bgbn=R,1
18,파란만장했던 APU에서의 1년,정경대학 국제관계학,학부,2007-2008,/partner/expReport.asp?id=3274&page=1&bgbn=R,0
17,잊을 수 없는 경험 APU,역사문화학과,학부,2007,/partner/expReport.asp?id=2963&page=1&bgbn=R,0
16,가장 아름다웠던 교환학생시간.,교육학과,학부,2006,/partner/expReport.asp?id=2815&page=1&bgbn=R,1
15,"교환학생의 의미를 아는, 용감한 사람들에게만 추천.",국어국문학과,학부,2006-2007,/partner/expReport.asp?id=2760&page=1&bgbn=R,0
14,특별한 경험,생활디자인과,학부,2006-2007,/partner/expReport.asp?id=2595&page=1&bgbn=R,1
13,"누려라, 당신의 기회.",신문방송학과,학부,2006,/partner/expReport.asp?id=2547&page=1&bgbn=R,1
12,APU 리츠메이칸 늦은 경험 보고서,사회체육학과,학부,2005-2006,/partner/expReport.asp?id=2531&page=2&bgbn=R,1
11,APU 최고!! 후회없는 선택,영어영문학과,학부,2006,/partner/expReport.asp?id=2220&page=2&bgbn=R,1
10,다양한 문화를 경험하고 싶다면! APU로!,기계전자공학부,학부,2006,/partner/expReport.asp?id=2179&page=2&bgbn=R,0
9,APU 경험보고서,신문방송학과,학부,2005,/partner/expReport.asp?id=2014&page=2&bgbn=R,0
8,Ritsumeikan Asia Pacific University의 꿈 같은 추억,보건행정학과,학부,2005-2006,/partner/expReport.asp?id=1974&page=2&bgbn=R,1
7,진정 세계를 가슴에 품고 싶다면...,사회과학계열 행정학과,학부,2005,/partner/expReport.asp?id=1867&page=2&bgbn=R,1
6,잊을 수 없는,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1788&page=2&bgbn=R,1
5,즐거웠던 2005년의 봄 in APU,도시공학과,학부,2005,/partner/expReport.asp?id=1744&page=2&bgbn=R,1
4,"적극적인 그대라면, 과감하게 결정하라!",정치외교학과,학부,2004-2005,/partner/expReport.asp?id=1740&page=2&bgbn=R,1
3,일본속의 다른 문화,상경계열,학부,2005,/partner/expReport.asp?id=1671&page=2&bgbn=R,1
2,"망설이지 말고, 꼭 가세요! ^^",생활디자인전공,학부,2004,/partner/expReport.asp?id=1328&page=3&bgbn=R,1
1,내가 경험한 APU,신문방송학과,학부,2004,/partner/expReport.asp?id=1280&page=3&bgbn=R,0
