No,제목,학과,과정,년도,href,BERT_SCORE
13,유럽과 미주의 만남,상경대학 경제학과,학부,2016,/partner/expReport.asp?id=13599&page=1&bgbn=R,0
12,몬트리올. 봄학기가 아니라 겨울학기,국제협력,대학원,2007,/partner/expReport.asp?id=2753&page=1&bgbn=R,1
11,몽헤알,불어불문학과,학부,2006-2007,/partner/expReport.asp?id=2588&page=1&bgbn=R,1
10,캐나다 속의 작은 유럽.,불어불문학과,학부,2006,/partner/expReport.asp?id=2147&page=1&bgbn=R,1
9,"캐나다 속의 퀘벡인가, 프랑스 속의 퀘벡인가",불어불문학과,학부,2005,/partner/expReport.asp?id=1997&page=1&bgbn=R,1
8,너무나 매력적인 도시 몬트리얼에서의 6개월,유럽어문학부,학부,2005,/partner/expReport.asp?id=1748&page=1&bgbn=R,1
7,"몬트리얼, 아메리카와 유럽이 만나는 곳",불어불문학전공,학부,2004,/partner/expReport.asp?id=1448&page=1&bgbn=R,1
6,Universite de Montreal. 꿈만 같았던 경험,불어불문학전공,학부,2004,/partner/expReport.asp?id=1447&page=1&bgbn=R,1
5,"매력적인 도시, 몬트리올",건축공학전공,학부,2004,/partner/expReport.asp?id=1446&page=1&bgbn=R,1
4,몬트리얼 대학교,불어불문학전공,학부,2002,/partner/expReport.asp?id=1253&page=1&bgbn=R,0
3,북미 안의 유럽,불어불문학전공,학부,2003-2004,/partner/expReport.asp?id=1245&page=2&bgbn=R,1
2,다양한 문화가 공존하는 Montreal,유럽어문학부,학부,2002,/partner/expReport.asp?id=792&page=2&bgbn=R,1
1,프랑스러 배우기 좋은 도시 Montreal,유럽어문학부,학부,2002,/partner/expReport.asp?id=771&page=2&bgbn=R,1
