No,제목,학과,과정,년도,href,BERT_SCORE
31,잊지못할 경험 MSU,지구시스템과학과,학부,2016,/partner/expReport.asp?id=13004&page=1&bgbn=R,0
30,2016 montana state university spring semester,화공생명공학과,학부,2016,/partner/expReport.asp?id=12908&page=1&bgbn=R,0
29,보즈먼 생활 꿀팁.,실내건축학과,학부,2016,/partner/expReport.asp?id=12887&page=1&bgbn=R,1
28,눈물나도록 그리운! 나만 알고싶은!! MSU,도시공학과,학부,2015,/partner/expReport.asp?id=12408&page=1&bgbn=R,1
27,잊지 못할 소중한 추억을 쌓을 수 있었던 Bozeman에서의 1년,응용통계학과,학부,2015,/partner/expReport.asp?id=12379&page=1&bgbn=R,0
26,좋은 추억을 남겨준 MSU,영어영문학과,학부,2014,/partner/expReport.asp?id=8578&page=1&bgbn=R,1
25,montana state university,교육학과,학부,2014,/partner/expReport.asp?id=7504&page=1&bgbn=R,0
24,평온한 자연속의 MSU,수학과,학부,2012,/partner/expReport.asp?id=6172&page=1&bgbn=R,1
23,"한적하고 편안한 마을, 몬타나",경제학부,학부,2012,/partner/expReport.asp?id=6031&page=1&bgbn=R,1
22,다양한 경험이 가능한 MSU,응용통계학과,학부,2012,/partner/expReport.asp?id=6005&page=1&bgbn=R,0
21,더 없이 소중한 추억을 선물해 준 MSU,보건행정학과,학부,2011-2012,/partner/expReport.asp?id=5574&page=2&bgbn=R,0
20,아름다운 자연환경과 아름다운 사람들을 만날 수 있는 곳.,정치외교학과,학부,2011,/partner/expReport.asp?id=5466&page=2&bgbn=R,1
19,"영어 공부, 그 이상의 경험 감동.",경영학과,학부,2011,/partner/expReport.asp?id=5314&page=2&bgbn=R,1
18,한국에서는 절대 경험 못할 추억,행정,학부,2011,/partner/expReport.asp?id=5252&page=2&bgbn=R,1
17,잊지못할추억MSU,경영학과,학부,2009,/partner/expReport.asp?id=3993&page=2&bgbn=R,0
16,자연의 아름다움 그리고 순수한 사람들,응용통계학과,학부,2009,/partner/expReport.asp?id=3749&page=2&bgbn=R,1
15,한학기? 너무 부족한 시간.,화학공학과,학부,2008,/partner/expReport.asp?id=3674&page=2&bgbn=R,0
14,"그리움이 된 시간들, MSU에서의 1년",영어영문학과,학부,2008,/partner/expReport.asp?id=3400&page=2&bgbn=R,1
13,좋은 사람들과의 잊을 수 없는 추억..,영어영문학과,학부,2008,/partner/expReport.asp?id=3391&page=2&bgbn=R,1
12,잊지못할 최고의 시간들,화학공학,학부,2007-2008,/partner/expReport.asp?id=3078&page=2&bgbn=R,1
11,몬타나에서의 일년,생화학과,학부,2006-2007,/partner/expReport.asp?id=2573&page=3&bgbn=R,1
10,즐거웠던 MSU에서의 한 학기,교육학과,학부,2006,/partner/expReport.asp?id=2030&page=3&bgbn=R,1
9,MSU에서의 일년,경영학과,학부,2005,/partner/expReport.asp?id=1950&page=3&bgbn=R,1
8,MSU 경험보고서,생명과학,학부,2004-2005,/partner/expReport.asp?id=1539&page=3&bgbn=R,0
7,경험보고서,컴퓨터·산업공학전공,학부,2003-2004,/partner/expReport.asp?id=1182&page=3&bgbn=R,0
6,탁월한 선택~ MSU,건축공학전공,학부,2004,/partner/expReport.asp?id=1165&page=3&bgbn=R,1
5,MSU를 다녀와서..,컴퓨터·산업공학전공,학부,2003,/partner/expReport.asp?id=1054&page=3&bgbn=R,1
4,경험보고서...,건축공학전공,학부,2003,/partner/expReport.asp?id=1047&page=3&bgbn=R,0
3,MSU,인문학부,학부,2002-2003,/partner/expReport.asp?id=841&page=3&bgbn=R,0
2,경험보고서,전기전자공학전공,학부,2002-2003,/partner/expReport.asp?id=839&page=3&bgbn=R,0
1,Montana State Univ. - 이승희,주거환경전공,학부,2001,/partner/expReport.asp?id=583&page=4&bgbn=R,1
