No,제목,학과,과정,년도,href,BERT_SCORE
31,한 해의 시작을 릿쿄에서 짧고 굵은 추억으로,철학 / 일본학,학부,2020,/partner/expReport.asp?id=16409&page=1&bgbn=R,1
30,릿쿄대학,정치학과,대학원,2019,/partner/expReport.asp?id=16351&page=1&bgbn=R,1
29,릿쿄대학교에서의 생활,정치외교학과,학부,2019,/partner/expReport.asp?id=15858&page=1&bgbn=R,1
28,릿쿄대학교 교환 생활,사학과,학부,2019,/partner/expReport.asp?id=15846&page=1&bgbn=R,0
27,릿쿄대학교에서의 한 학기,철학/연계전공 일본학,학부,2019,/partner/expReport.asp?id=15844&page=1&bgbn=R,1
26,릿쿄대학과 한 달. 잊지 못할 추억. (여름 계절학기),스포츠레저학과,학부,2018,/partner/expReport.asp?id=14942&page=1&bgbn=R,1
25,일본 릭쿄대학교에서의 1학기동안 생활,경영학과,학부,2013,/partner/expReport.asp?id=6708&page=1&bgbn=R,1
24,릿쿄대학에서의 1년,신문방송학과,학부,2012-2013,/partner/expReport.asp?id=6510&page=1&bgbn=R,0
23,꿈같았던 릿쿄에서의 1년,원주캠퍼스 경영학과,학부,2011-2012,/partner/expReport.asp?id=5829&page=1&bgbn=R,0
22,릿쿄에서의 한 학기,교육학과,학부,2010,/partner/expReport.asp?id=4806&page=1&bgbn=R,1
21,릿교대학에서의 교환학생 생활,사학과 대학원,대학원,2009-2010,/partner/expReport.asp?id=4552&page=2&bgbn=R,0
20,1년동안의 릿쿄생활,경영학과,학부,2009-2010,/partner/expReport.asp?id=4426&page=2&bgbn=R,1
19,릿쿄대학에서의 1년,사학과,학부,2009,/partner/expReport.asp?id=4172&page=2&bgbn=R,0
18,시인 윤동주를 좇아,경영정보학과&신문방송학과,학부,2008,/partner/expReport.asp?id=3519&page=2&bgbn=R,0
17,Rikkyo University,영어영문학,학부,2008,/partner/expReport.asp?id=3506&page=2&bgbn=R,1
16,릿교대학에서의 1년,사회학과,학부,2007-2008,/partner/expReport.asp?id=3035&page=2&bgbn=R,0
15,릿교대에서의 교환유학,사회학,학부,2007,/partner/expReport.asp?id=2805&page=2&bgbn=R,1
14,릿쿄대학,경영학과,학부,2006,/partner/expReport.asp?id=2532&page=2&bgbn=R,1
13,立敎,의류환경학과,학부,2006,/partner/expReport.asp?id=2365&page=2&bgbn=R,1
12,귀국보고서,사학과,학부,2005,/partner/expReport.asp?id=1928&page=2&bgbn=R,0
11,릿쿄 대학교,영어영문학과,학부,2004,/partner/expReport.asp?id=1764&page=3&bgbn=R,1
10,Rikkyo University,경영학과,학부,2004,/partner/expReport.asp?id=1756&page=3&bgbn=R,1
9,Rikkyo univ,경영학과,학부,2004-2005,/partner/expReport.asp?id=1731&page=3&bgbn=R,1
8,경험보고서,문헌정보학전공,학부,2003-2004,/partner/expReport.asp?id=1343&page=3&bgbn=R,0
7,Rikkyo Univ. in 2003,생화학전공,학부,2003,/partner/expReport.asp?id=1092&page=3&bgbn=R,1
6,Rikkyo University - 박중규,생화학전공,학부,2002,/partner/expReport.asp?id=801&page=3&bgbn=R,1
5,Rikkyo Univ. - 신진수,사회체육과,학부,2002,/partner/expReport.asp?id=655&page=3&bgbn=R,1
4,이은령,인문학부,학부,2001-2002,/partner/expReport.asp?id=654&page=3&bgbn=R,1
3,Rikkyo Univ. - 최창원,국어국문학전공,학부,2001-2002,/partner/expReport.asp?id=645&page=3&bgbn=R,1
2,Rikkyo Univ. - 백 병욱,신문방송학과,학부,2000 -2001,/partner/expReport.asp?id=389&page=3&bgbn=R,1
1,Rikkyo Univ.-노기혁,철학전공,학부,2000,/partner/expReport.asp?id=233&page=4&bgbn=R,1
