No,제목,학과,과정,년도,href,BERT_SCORE
20,아쉬움은 남지만 후회하지는 않는 2020-1학기 스페인 교환,경영학과,학부,2020,/partner/expReport.asp?id=16643&page=1&bgbn=R,1
19,행복 모먼츠 가득했던 마드리드 교환생활!,실내건축학과,학부,2019,/partner/expReport.asp?id=15702&page=1&bgbn=R,1
18,"다시 돌아가고픈 순간, 마드리드 교환학생 후기",문화인류학과,학부,2018-2019,/partner/expReport.asp?id=15393&page=1&bgbn=R,1
17,더할 나위 없이 좋았던 스페인에서의 한 학기,불어불문학과,학부,2018,/partner/expReport.asp?id=15346&page=1&bgbn=R,1
16,마드리드 UC3M에서의 한 학기 교환생활,정치외교학과,학부,2018-2019,/partner/expReport.asp?id=15343&page=1&bgbn=R,1
15,마드리드에서 완벽한 한 학기,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15317&page=1&bgbn=R,1
14,마드리드 교환학생 후기,UIC IS,학부,2013,/partner/expReport.asp?id=14420&page=1&bgbn=R,1
13,UC3M 교환학생 파견보고서,언더우드국제대학 사회정의러더십,학부,2017,/partner/expReport.asp?id=14017&page=1&bgbn=R,0
12,UC3M 교환학생 파견보고서,응용통계,학부,2017,/partner/expReport.asp?id=14008&page=1&bgbn=R,0
11,UC3M에서의 한 학기,실내건축학과,학부,2016,/partner/expReport.asp?id=13686&page=1&bgbn=R,1
10,UC3M 교환학생 파견보고서,경영학과,학부,2016,/partner/expReport.asp?id=13607&page=2&bgbn=R,0
9,"사랑스러운 도시, 마드리드♥",화학과,학부,2016,/partner/expReport.asp?id=13401&page=2&bgbn=R,1
8,마드리드에서의 6개월,문화인류학과,학부,2015,/partner/expReport.asp?id=13373&page=2&bgbn=R,1
7,A Semester Abroad at UC3M,UIC,학부,2016,/partner/expReport.asp?id=13216&page=2&bgbn=R,0
6,"제 2의 고향, 마드리드에서의 한 학기",경영학과,학부,2015,/partner/expReport.asp?id=12125&page=2&bgbn=R,1
5,마드리드 까를로스 3세 대학 교환학생,언더우드 국제학부,학부,2014,/partner/expReport.asp?id=7394&page=2&bgbn=R,1
4,Universidad Carlos III de Madrid 파견보고서,사학과,학부,2013,/partner/expReport.asp?id=6692&page=2&bgbn=R,1
3,2013-1 마드리드 카를로스 3세 대학 파견보고서,신문방송학과,학부,2013,/partner/expReport.asp?id=6609&page=2&bgbn=R,1
2,Real 마드리드,경제학과,학부,2012-2013,/partner/expReport.asp?id=6195&page=2&bgbn=R,1
1,마드리드에서의 가을학기,신문방송학과,학부,2012,/partner/expReport.asp?id=6188&page=2&bgbn=R,1
