No,제목,학과,과정,년도,href,BERT_SCORE
77,짧지만 굵었던 밴쿠버에서의 한 학기,정보인터랙션디자인,학부,2020,/partner/expReport.asp?id=16619&page=1&bgbn=R,1
76,짧다면 짧았고 길다면 길었던 버나비 마운틴에서의 한 학기,국어국문학,학부,2019,/partner/expReport.asp?id=16240&page=1&bgbn=R,1
75,캐나다를 느끼러간 SFU에서의 1년,간호학과,학부,2019,/partner/expReport.asp?id=16238&page=1&bgbn=R,1
74,"2018년 봄학기, 그리울 나의 교환학기",경제학과,학부,2018,/partner/expReport.asp?id=14794&page=1&bgbn=R,1
73,SFU에서의 한 학기,교육학부,학부,2017,/partner/expReport.asp?id=14213&page=1&bgbn=R,1
72,잊을 수 없는 한 학기,경영학과,학부,2017,/partner/expReport.asp?id=13991&page=1&bgbn=R,1
71,SFU 경험보고서,경영학과,학부,2017,/partner/expReport.asp?id=13990&page=1&bgbn=R,0
70,SFU에서의 즐거웠던 한 학기,경영학과,학부,2017,/partner/expReport.asp?id=13970&page=1&bgbn=R,1
69,SFU에서의 행복했던 한 학기,불어불문학과,학부,2015,/partner/expReport.asp?id=13207&page=1&bgbn=R,1
68,SFU에서의 한학기,의공학부,학부,2015,/partner/expReport.asp?id=13125&page=1&bgbn=R,1
67,언제나 그리울 SFU에서의 한학기,경영학과,학부,2016-1,/partner/expReport.asp?id=12911&page=2&bgbn=R,0
66,힘든만큼 유익했던 시원섭섭한 교환생활,경영학과,학부,2016 1~4,/partner/expReport.asp?id=12870&page=2&bgbn=R,1
65,Engage the world!,경제학과,학부,2015,/partner/expReport.asp?id=12584&page=2&bgbn=R,1
64,즐거웠던 SFU에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=11881&page=2&bgbn=R,1
63,평화롭고 아름다운 SFU,경영학과,학부,2014,/partner/expReport.asp?id=11783&page=2&bgbn=R,1
62,SFU 경험보고서,EIC,학부,2014,/partner/expReport.asp?id=10759&page=2&bgbn=R,0
61,"행복했어요 벤쿠버, 사랑해요 SFU",정치외교학과,학부,2014,/partner/expReport.asp?id=8646&page=2&bgbn=R,1
60,SFU 교환학생 경험보고서,화공생명공학과,학부,2014,/partner/expReport.asp?id=8641&page=2&bgbn=R,0
59,평화로웠던 SFU에서의 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=8602&page=2&bgbn=R,1
58,SFU에서의 한 학기,아동가족,학부,2014,/partner/expReport.asp?id=8598&page=2&bgbn=R,1
57,미래에 대한 계획을 송두리째 바꾼 두 학기.,경영학과,학부,2013-2014,/partner/expReport.asp?id=7070&page=3&bgbn=R,1
56,SFU 학생으로서의 4개월,영어영문학과,학부,2013,/partner/expReport.asp?id=6937&page=3&bgbn=R,0
55,자유로워 질 수 있었던 SFU에서의 생활,교육학과,학부,2013,/partner/expReport.asp?id=6886&page=3&bgbn=R,1
54,I'm SFU!,경제학과,학부,2013,/partner/expReport.asp?id=6850&page=3&bgbn=R,1
53,소중한 추억을 만들고 온 SFU,영어영문학과,학부,2013,/partner/expReport.asp?id=6830&page=3&bgbn=R,1
52,밴쿠버에서 지낸 소중했던 교환학생 기간~,경영대학,학부,2012-2013,/partner/expReport.asp?id=6571&page=3&bgbn=R,1
51,교환학생은 SFU,경영학과,학부,2012-2013,/partner/expReport.asp?id=6314&page=3&bgbn=R,0
50,SFU에서의 한 학기,국어국문학과,학부,2012,/partner/expReport.asp?id=6228&page=3&bgbn=R,1
49,SFU에서의 한 학기,국어국문,학부,2012,/partner/expReport.asp?id=6136&page=3&bgbn=R,1
48,잊지못할 SFU에서 한학기♥,수학과,학부,2012,/partner/expReport.asp?id=6081&page=3&bgbn=R,1
47,여유롭고 행복했던 버나비에서의 한학기,화학과,학부,2012,/partner/expReport.asp?id=6033&page=4&bgbn=R,1
46,돌아가고 싶은 과거가 된 SFU에서의 1년,사학,학부,2011-2012,/partner/expReport.asp?id=5922&page=4&bgbn=R,0
45,SFU에서의 한 학기,사회학과,학부,2011,/partner/expReport.asp?id=5783&page=4&bgbn=R,1
44,그리운 밴쿠버와 SFU,경영학과,학부,2012,/partner/expReport.asp?id=5761&page=4&bgbn=R,1
43,버나비 마운틴에서의 한학기,신문방송학과,학부,2011,/partner/expReport.asp?id=5690&page=4&bgbn=R,1
42,SFU에서의 한학기,영어영문학과,학부,2011,/partner/expReport.asp?id=5531&page=4&bgbn=R,1
41,SFU에서의 추억들을 되새기며,영어영문학과,학부,2010,/partner/expReport.asp?id=5195&page=4&bgbn=R,1
40,비오는 버나비산에서 청춘을 공부하다,법학과,학부,2010-2011,/partner/expReport.asp?id=5164&page=4&bgbn=R,1
39,세상을 보는 새로운 눈을 갖게된 1년,교육학과,학부,2010,/partner/expReport.asp?id=5141&page=4&bgbn=R,1
38,기억에 남을 SFU에서의 한 학기,사학과,학부,2010,/partner/expReport.asp?id=4796&page=4&bgbn=R,1
37,"자연, 여유와 함께했던 1년",경영학과,학부,2010,/partner/expReport.asp?id=4789&page=5&bgbn=R,1
36,자연 친화적이고 행복했던 SFU,물리치료학과,학부,2010,/partner/expReport.asp?id=4611&page=5&bgbn=R,1
35,SFU에서의 짧았던 봄학기,경영학과,학부,2010,/partner/expReport.asp?id=4373&page=5&bgbn=R,1
34,SFU - 교환학생 경험보고서,경영학과,학부,2009,/partner/expReport.asp?id=4051&page=5&bgbn=R,0
33,소중한 2009 SFU 교환학생 생활기,경제학과,학부,2009,/partner/expReport.asp?id=3987&page=5&bgbn=R,1
32,뜻깊었던 나의 생활 in SFU,불어불문학과/경영학과,학부,2009,/partner/expReport.asp?id=3651&page=5&bgbn=R,1
31,잊지못할 SFU,화학과,학부,2008-2009,/partner/expReport.asp?id=3642&page=5&bgbn=R,0
30,Wonderful days in SFU!!,언론홍보영상학부,학부,2009,/partner/expReport.asp?id=3574&page=5&bgbn=R,1
29,"많은 생각, 여유를 허락한 SFU in Vancouver",영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3569&page=5&bgbn=R,0
28,SFU 경험보고서,법학과,학부,2006,/partner/expReport.asp?id=3520&page=5&bgbn=R,0
27,SFU에서의 1년,경영학과,학부,2008,/partner/expReport.asp?id=3465&page=6&bgbn=R,0
26,꿈만 같았던 SFU :),경영학과,학부,2008,/partner/expReport.asp?id=3150&page=6&bgbn=R,0
25,잊지못할 SFU♡,경영학과,학부,2007-2008,/partner/expReport.asp?id=3130&page=6&bgbn=R,1
24,SFU에서의 1년!,경제학,학부,2007-2008,/partner/expReport.asp?id=3128&page=6&bgbn=R,1
23,Simon Fraser University,심리학과,학부,2007,/partner/expReport.asp?id=2984&page=6&bgbn=R,0
22,SFU 경험 보고서,생화학과,학부,2007,/partner/expReport.asp?id=2979&page=6&bgbn=R,0
21,SFU 경험 보고서,경영학과,학부,2007,/partner/expReport.asp?id=2938&page=6&bgbn=R,0
20,SFU에서의 한 학기 :D,사회학과,학부,2007,/partner/expReport.asp?id=2861&page=6&bgbn=R,1
19,SFU 경험보고서,신문방송학과,학부,2007,/partner/expReport.asp?id=2559&page=6&bgbn=R,0
18,I ♡ SFU,경영학과,학부,2006-2007,/partner/expReport.asp?id=2543&page=6&bgbn=R,1
17,SFU in Vancouver,경제학과,학부,2006-2007,/partner/expReport.asp?id=2530&page=7&bgbn=R,1
16,SFU 경험 보고서,경영학과,학부,2006,/partner/expReport.asp?id=2473&page=7&bgbn=R,0
15,SFU 경험보고서,행정학과,학부,2006,/partner/expReport.asp?id=2423&page=7&bgbn=R,0
14,잊지 못할 달콤함..'Sweet time For U',사학/신문방송학,학부,2006,/partner/expReport.asp?id=2393&page=7&bgbn=R,1
13,SFU 경험 보고서,경영학과,학부,2006,/partner/expReport.asp?id=2305&page=7&bgbn=R,0
12,SFU 경험보고서,영어영문학과,학부,2006,/partner/expReport.asp?id=2256&page=7&bgbn=R,0
11,SFU에서의 즐거운 추억,신문방송학과,학부,2005,/partner/expReport.asp?id=1870&page=7&bgbn=R,1
10,"다시는 못할 경험, SFU",불어불문학과,학부,2005,/partner/expReport.asp?id=1790&page=7&bgbn=R,0
