No,제목,학과,과정,년도,href,BERT_SCORE
14,마음이 활짝 열리게 해준 미네소타,국어국문학과,학부,2018,/partner/expReport.asp?id=15834&page=1&bgbn=R,1
13,성장의 발판이 되어준 교환학생 경험,경영,학부,2015,/partner/expReport.asp?id=11893&page=1&bgbn=R,0
12,새로운 세계를 꿈꾸며,국어국문학과,학부,2009-2010,/partner/expReport.asp?id=4287&page=1&bgbn=R,1
11,짧지만 좋았던 한 학기 생활,기계공학부,학부,2009,/partner/expReport.asp?id=4203&page=1&bgbn=R,1
10,눈폭풍도 그리운 미네소타,국어국문,학부,2008,/partner/expReport.asp?id=3830&page=1&bgbn=R,1
9,"아름다웠던 추억,,,Univ. of Minnesota 생활을 마치고",..,학부,2009,/partner/expReport.asp?id=3809&page=1&bgbn=R,1
8,춥지만 그만큼 따스했던 미네소타에서의 한 학기,경영학과,학부,2009,/partner/expReport.asp?id=3741&page=1&bgbn=R,1
7,"내겐 가장 즐거운 도시, 미네소타",영어영문,학부,2009,/partner/expReport.asp?id=3740&page=1&bgbn=R,1
6,"미네소타, 제2의 고향♡",도시공학과,학부,2008,/partner/expReport.asp?id=3716&page=1&bgbn=R,1
5,귀중한 추억을 만들어준 U of M,세라믹공학과,학부,2008-2009,/partner/expReport.asp?id=3544&page=1&bgbn=R,1
4,춥지만 따뜻한 곳,경영학과,학부,2008,/partner/expReport.asp?id=3299&page=2&bgbn=R,1
3,"University of Minnesota, twin cities",인문학부,학부,2002,/partner/expReport.asp?id=724&page=2&bgbn=R,1
2,"U of Minnesota, Twin Cities - 김동언",의공학전공,학부,2002,/partner/expReport.asp?id=675&page=2&bgbn=R,1
1,"U of Minnesota, Twin Cities - 서장혁",심리학전공,대학원,2000,/partner/expReport.asp?id=368&page=2&bgbn=R,1
