No,제목,학과,과정,년도,href,BERT_SCORE
39,도쿄에서의 소중한 한 학기,불어불문학과,학부,2019-2020,/partner/expReport.asp?id=16595&page=1&bgbn=R,1
38,와세다 대학교에서의 한 학기를 마치며,영어영문학과,학부,2019,/partner/expReport.asp?id=16497&page=1&bgbn=R,1
37,와세다 대학교에서의 1학기,물리학과,학부,2019,/partner/expReport.asp?id=16304&page=1&bgbn=R,1
36,Exchange Studentship at Waseda,Underwood PSIR,학부,2018,/partner/expReport.asp?id=15447&page=1&bgbn=R,1
35,길고도 짧았던 와세다 1년,언더우드 정보인터렉션디자인학과,학부,2018-2019,/partner/expReport.asp?id=15372&page=1&bgbn=R,1
34,waseda,식품영양학과,학부,2018-2019,/partner/expReport.asp?id=15362&page=1&bgbn=R,0
33,도쿄 와세다대학에서의 한학기,사회학과,학부,2018,/partner/expReport.asp?id=14975&page=1&bgbn=R,1
32,와세다 그리고 도쿄에서의 한 학기,사회학과,학부,2017,/partner/expReport.asp?id=14343&page=1&bgbn=R,1
31,와세다를 다니며 보낸 꿈같았던 봄과 여름,언더우드국제학부 비교문학과 문화,학부,2017,/partner/expReport.asp?id=14179&page=1&bgbn=R,1
30,Study Abroad at Waseda,UIC - 경제,학부,2016-2017,/partner/expReport.asp?id=13782&page=1&bgbn=R,1
29,"와세다에서의 한 학기,모든 날이 좋았다",경영학과,학부,2016,/partner/expReport.asp?id=13604&page=2&bgbn=R,1
28,알찼던 와세다에서의 1년,사회학과,학부,2015,/partner/expReport.asp?id=13378&page=2&bgbn=R,1
27,행복하고 알찼던 와세다대학교에서의 1년,국제학과,학부,2015-2016,/partner/expReport.asp?id=13369&page=2&bgbn=R,1
26,Exchange Semester at Waseda University,GSIS,대학원,2014-2015,/partner/expReport.asp?id=11846&page=2&bgbn=R,1
25,다시 돌아가고 싶은 니시와세다 2초메,UIC-경제,학부,2013,/partner/expReport.asp?id=6722&page=2&bgbn=R,1
24,와세다 SILS 교환학생 후기,UIC 경제,학부,2013,/partner/expReport.asp?id=6562&page=2&bgbn=R,0
23,와세다 대학 가을 학기 프로그램,UIC,학부,2012,/partner/expReport.asp?id=6288&page=2&bgbn=R,0
22,와세다에서 보낸 최고의 1년,정치외교학과,학부,2011-2012,/partner/expReport.asp?id=5844&page=2&bgbn=R,1
21,와세다의 추억,경영학과,학부,2010-2011,/partner/expReport.asp?id=5154&page=2&bgbn=R,1
20,와세다에서의 추억을 돌아보며.,철학,학부,2010-2011,/partner/expReport.asp?id=4839&page=2&bgbn=R,1
19,와세다대학 SILS에서 잊지 못할 1년,UIC,학부,2009-2010,/partner/expReport.asp?id=4540&page=3&bgbn=R,1
18,Waseda Univ.- 신민성,작업치료학과,학부,2009,/partner/expReport.asp?id=4232&page=3&bgbn=R,1
17,Waseda Univ. - 이병욱,의공학부,학부,2008-2009,/partner/expReport.asp?id=3909&page=3&bgbn=R,1
16,와세다대학을 다녀와서,경제학과,학부,2008-2009,/partner/expReport.asp?id=3841&page=3&bgbn=R,1
15,Waseda Uni - 박선영,경영학과,학부,2007-2008,/partner/expReport.asp?id=3306&page=3&bgbn=R,1
14,몓덋밹묈둾,신문방송학/철학,학부,2007,/partner/expReport.asp?id=3021&page=3&bgbn=R,0
13,Waseda Univ. - 원현주,경영학과,학부,2006-2007,/partner/expReport.asp?id=2744&page=3&bgbn=R,1
12,WASEDA SILS,경영/경제학과,학부,2006-2007,/partner/expReport.asp?id=2546&page=3&bgbn=R,0
11,잊지 못할 와세다에서의 1년.,국어국문학과,학부,2006,/partner/expReport.asp?id=2529&page=3&bgbn=R,1
10,생애 가장 특별한 1년을 보낸 곳,사회복지학과,학부,2006-2007,/partner/expReport.asp?id=2528&page=3&bgbn=R,0
9,와세다..다시 돌아가고 싶은 그 곳..,경영학과,학부,2005-2006,/partner/expReport.asp?id=2508&page=4&bgbn=R,1
8,그리운 와세다에서의 1년,사회복지학,학부,2006,/partner/expReport.asp?id=2413&page=4&bgbn=R,1
7,와세다에서의 값진 1년.,경영학과,학부,2005,/partner/expReport.asp?id=2274&page=4&bgbn=R,1
6,Waseda Univ. - 배주영,신문방송,학부,2004,/partner/expReport.asp?id=1680&page=4&bgbn=R,1
5,Waseda Univ. - 정선화,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1209&page=4&bgbn=R,0
4,Waseda Univ. - 서유경,건축공학전공,학부,2001-2002,/partner/expReport.asp?id=573&page=4&bgbn=R,1
3,Waseda Univ. - 오영민,인문학부,학부,2001,/partner/expReport.asp?id=555&page=4&bgbn=R,1
2,Waseda Univ. - Jason Park,국제학대학원,대학원,2000,/partner/expReport.asp?id=383&page=4&bgbn=R,1
1,Waseda Univ. - 조영선,주거환경전공,대학원,2000,/partner/expReport.asp?id=369&page=4&bgbn=R,1
