No,제목,학과,과정,년도,href,BERT_SCORE
62,조지아텍에서의 교환학기,생명공학과,학부,2019-2020,/partner/expReport.asp?id=16616&page=1&bgbn=R,1
61,한 학기 더 연장할 정도로 좋았던 조지아텍 생활,"창의기술경영, 경제학",학부,2019-2020,/partner/expReport.asp?id=16517&page=1&bgbn=R,1
60,조지아텍 교환일기,정보산업공학과,학부,2018-2019,/partner/expReport.asp?id=16136&page=1&bgbn=R,1
59,조지아텍 가을학기,기계공학과,학부,2019,/partner/expReport.asp?id=16071&page=1&bgbn=R,1
58,즐겁게 잘 다녀왔습니다,창의기술경영,학부,2018,/partner/expReport.asp?id=16012&page=1&bgbn=R,1
57,Georgia tech에서의 한학기,경영학과,학부,2018,/partner/expReport.asp?id=15423&page=1&bgbn=R,1
56,내 인생의 전환점이 된 조지아텍에서의 소중한 1년,산업공학과,학부,2018,/partner/expReport.asp?id=15421&page=1&bgbn=R,1
55,짧아서 아쉬웠던 조지아텍에서의 한 학기,경제학과,학부,2018,/partner/expReport.asp?id=15320&page=1&bgbn=R,1
54,Go Jackets !,기계공학과,학부,2018,/partner/expReport.asp?id=15018&page=1&bgbn=R,1
53,늦은 나이에 다녀온 조지아텍 교환수기,산업공학과,학부,2018,/partner/expReport.asp?id=15005&page=1&bgbn=R,1
52,공부의 메카 조지아텍,전기전자공학부,학부,2017,/partner/expReport.asp?id=14457&page=2&bgbn=R,1
51,꿈같았던 조지아텍에서의 1년,언더우드국제대학,학부,2017,/partner/expReport.asp?id=14409&page=2&bgbn=R,0
50,다시 교환을 갈 수 있다면 또 조지아텍으로,문헌정보학과,학부,2017,/partner/expReport.asp?id=14340&page=2&bgbn=R,1
49,조지아 텍에서의 짧아서 아쉬웠던 한 학기,경영학과,학부,2017,/partner/expReport.asp?id=14067&page=2&bgbn=R,1
48,조지아 텍에서의 한학기,생명공학과,학부,2017,/partner/expReport.asp?id=13928&page=2&bgbn=R,1
47,조지아텍에서의 가을학기!,경영학과,학부,2016,/partner/expReport.asp?id=13703&page=2&bgbn=R,1
46,조지아텍에서 잊지못할 한 학기~,경영학과,학부,2016,/partner/expReport.asp?id=13173&page=2&bgbn=R,1
45,조지아 공대에서의 한학기!,경영학과,학부,2016,/partner/expReport.asp?id=12936&page=2&bgbn=R,1
44,Georgia Tech!!!,경영학과,학부,2016,/partner/expReport.asp?id=12920&page=2&bgbn=R,0
43,다양한 경험을 해본 즐거웠던 한학기~,경영학과,학부,2016,/partner/expReport.asp?id=12876&page=2&bgbn=R,1
42,꼭 미국으로 가고싶은 공대 교환학생이라면 조지아텍으로,컴퓨터과학과,학부,2015,/partner/expReport.asp?id=12572&page=3&bgbn=R,1
41,명문 공대 조지아텍에서 한학기,정보산업공학과,학부,2015,/partner/expReport.asp?id=11909&page=3&bgbn=R,0
40,미국에서의 한학기,신소재공학과,학부,2015,/partner/expReport.asp?id=11880&page=3&bgbn=R,1
39,조지아텍에서 1년,경영학과,학부,2014,/partner/expReport.asp?id=8616&page=3&bgbn=R,0
38,아틀란타에서의 잊지 못할 1년,행정/경제학과,학부,2014,/partner/expReport.asp?id=8586&page=3&bgbn=R,1
37,조지아텍에서 1년,경영학과,학부,2014,/partner/expReport.asp?id=7510&page=3&bgbn=R,0
36,흑인과 동성애자와 똘레랑스가 있는 조지아,의예과,학부,2013-2,/partner/expReport.asp?id=7469&page=3&bgbn=R,0
35,교환학생 희망자를 위한 조지아 공대 심층 분석.,경영학과,학부,2014,/partner/expReport.asp?id=7099&page=3&bgbn=R,1
34,1학기 동안의 값진 경험,의예과,학부,2014,/partner/expReport.asp?id=7042&page=3&bgbn=R,1
33,2013년 가을 조지아 공대,경영학과,학부,2013,/partner/expReport.asp?id=6910&page=3&bgbn=R,0
32,잊지 못할 추억을 만든 조지아텍에서의 한학기,신소재 공학,학부,2012,/partner/expReport.asp?id=5688&page=4&bgbn=R,1
31,조지아텍에서의 한 학기,UIC 경제학과,학부,2012,/partner/expReport.asp?id=5641&page=4&bgbn=R,1
30,죠지아텍에서의 한 학기!,정치외교학과,학부,2012,/partner/expReport.asp?id=5612&page=4&bgbn=R,1
29,세계 7위에 빛나는 공대! 조지아텍에서의 한 학기!,경영학과,학부,2011,/partner/expReport.asp?id=5253&page=4&bgbn=R,1
28,대학생활의 황금기 : 조지아텍에서의 한학기,전기전자공학과,학부,2011,/partner/expReport.asp?id=5137&page=4&bgbn=R,1
27,행복했던 조지아텍에서의 한 학기,의예과,학부,2011,/partner/expReport.asp?id=4907&page=4&bgbn=R,1
26,나를 한 단계 더 성장시켜 준 Georgia Tech에서의 한 학기!,전기전자공학부,학부,2011,/partner/expReport.asp?id=4893&page=4&bgbn=R,1
25,조지아텍에서의 나름대로의 추억,경영대학,학부,2010-2011,/partner/expReport.asp?id=4868&page=4&bgbn=R,1
24,Georgia Tech 에서의 교환학생 생활,경영대학,학부,2010,/partner/expReport.asp?id=4833&page=4&bgbn=R,0
23,"행복했던 추억, 조지아텍에서의 1년",경영학과,학부,2010,/partner/expReport.asp?id=4679&page=4&bgbn=R,1
22,따뜻했던 GT에서의 한학기,의류환경학과,학부,2010,/partner/expReport.asp?id=4656&page=5&bgbn=R,1
21,GT에서의 즐거운 1년 :),언더우드국제대학,학부,2009-2010,/partner/expReport.asp?id=4466&page=5&bgbn=R,1
20,조지아텍에서의 한학기,경제학과,학부,2010,/partner/expReport.asp?id=4230&page=5&bgbn=R,1
19,"내 인생의 또다른 전환점, GT에서의 두 학기",정보산업공학과,학부,2009-2010,/partner/expReport.asp?id=4220&page=5&bgbn=R,1
18,조지아텍에서의 한학기,경제학과,학부,2010,/partner/expReport.asp?id=4215&page=5&bgbn=R,1
17,An Unforgettable Experience at GT,언더우드국제대학,학부,2009,/partner/expReport.asp?id=4136&page=5&bgbn=R,1
16,"내가 꿈꿔왔던 교환학생 생활, 조지아텍.",경영학과,학부,2008-2009,/partner/expReport.asp?id=3561&page=5&bgbn=R,1
15,GT에서의 즐거웠던 1년 :-),경영학과,학부,2008-2009,/partner/expReport.asp?id=3545&page=5&bgbn=R,1
14,소중한 추억속에 남아 있는 조지아텍,경영학과,학부,2007-2008,/partner/expReport.asp?id=3504&page=5&bgbn=R,1
13,조지아텍에서의 한학기,정보산업공학과,학부,2008,/partner/expReport.asp?id=3463&page=5&bgbn=R,1
12,GT에서의 봄,화학과,학부,2008,/partner/expReport.asp?id=3191&page=6&bgbn=R,1
11,죠지아텍에서의 4개월,생명공학과,학부,2008,/partner/expReport.asp?id=3170&page=6&bgbn=R,1
10,꿈 같았던 1년,경영/경제,학부,2007,/partner/expReport.asp?id=2833&page=6&bgbn=R,0
9,남부의 MIT,생화학과,학부,2006,/partner/expReport.asp?id=2287&page=6&bgbn=R,0
8,Georgia Tech 에서의 잊을 수 없는 추억,경영학과,학부,2005,/partner/expReport.asp?id=2016&page=6&bgbn=R,1
7,GeorgiaTech -,상경계열 경영학과,학부,2005,/partner/expReport.asp?id=1634&page=6&bgbn=R,0
6,"Georgia Tech, 엄청난 행복",주거환경학과,학부,2005,/partner/expReport.asp?id=1583&page=6&bgbn=R,1
5,Georgia Tech-내겐 너무나 소중했던 시간들..,의용공학과,학부,2004-2005,/partner/expReport.asp?id=1569&page=6&bgbn=R,0
4,Georgia Tech- 백민지,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1176&page=6&bgbn=R,0
3,Georgia Institute of Technology,기계전자공학부,학부,2002-2003,/partner/expReport.asp?id=821&page=6&bgbn=R,0
2,Georgia Institute of Technology - 이지은,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=635&page=7&bgbn=R,1
1,Georgia Inst. of Tech. - 정효영,인문학부,학부,2001,/partner/expReport.asp?id=433&page=7&bgbn=R,1
