No,제목,학과,과정,년도,href,BERT_SCORE
14,On My Year at Dartmouth,국제학부 비교문학과문화과,학부,2018-2019,/partner/expReport.asp?id=15575&page=1&bgbn=R,1
13,Thoughts about Dartmouth,UIC CLC,학부,2016-2017,/partner/expReport.asp?id=14334&page=1&bgbn=R,0
12,An Honest Experience,"UIC-정치외교학, 경제학",학부,2016-2017,/partner/expReport.asp?id=14103&page=1&bgbn=R,0
11,Dear Old Dartmouth,UIC Economics,학부,2015-2016,/partner/expReport.asp?id=12889&page=1&bgbn=R,1
10,One-Year Experience at Dear Old Dartmouth,비교문학과 문화과,학부,2014-2015,/partner/expReport.asp?id=12020&page=1&bgbn=R,1
9,나를 성장시켜준 10개월,창의기술경영,학부,2013-2014,/partner/expReport.asp?id=7481&page=1&bgbn=R,1
8,다트머스에서의 소중한 1년,UIC 정치외교학,학부,2013-2014,/partner/expReport.asp?id=7415&page=1&bgbn=R,0
7,An Unforgettable Year at Dartmouth,"UIC-정치외교학, 비교문학과문화학",학부,2012-2013,/partner/expReport.asp?id=6636&page=1&bgbn=R,1
6,No Regrets,UIC-CLC,학부,2012-2013,/partner/expReport.asp?id=6534&page=1&bgbn=R,1
5,This is what you call college life!,언더우드 국제대학 국제학과,학부,2011-2012,/partner/expReport.asp?id=5851&page=1&bgbn=R,1
4,Moments Unforgettable,Underwood International College,학부,2010-2011,/partner/expReport.asp?id=5163&page=2&bgbn=R,1
3,Dartmouth: The College on the Hill,Underwood International College (UIC),학부,2010-2011,/partner/expReport.asp?id=5151&page=2&bgbn=R,1
2,Dartmouth 경험보고서,언더우드 국제대학 경제학과,학부,2009-2010,/partner/expReport.asp?id=4828&page=2&bgbn=R,0
1,Lest the Old Traditions Fail!,Underwood International College,학부,2009-2010,/partner/expReport.asp?id=4517&page=2&bgbn=R,0
