No,제목,학과,과정,년도,href,BERT_SCORE
10,한 학기동안 도쿄대학교 학생,보건과학대학 보건행정학과,학부,2019,/partner/expReport.asp?id=16483&page=1&bgbn=R,1
9,1년간의 도쿄대학에서의 생활,문과대학 사학과,학부,2019,/partner/expReport.asp?id=16446&page=1&bgbn=R,1
8,도쿄대학에서의 한학기,정치외교학과,학부,2019,/partner/expReport.asp?id=16421&page=1&bgbn=R,1
7,도쿄대학 1년,문과대 사학과,학부,2015-2016,/partner/expReport.asp?id=15477&page=1&bgbn=R,1
6,도쿄대학에서의 1년,경제학과,학부,2018,/partner/expReport.asp?id=15475&page=1&bgbn=R,1
5,일본에서의 1년,경제학부,학부,2017,/partner/expReport.asp?id=14713&page=1&bgbn=R,0
4,"「아쉬움이 남는, 최상의 대학생활 ~~ 많이 배우고 제일 즐거운 일기」",정치외교학과,학부,2017,/partner/expReport.asp?id=14618&page=1&bgbn=R,1
3,듣고 싶은 수업을 들을 수 없어서 아쉬웠던 유학생활,사회학과,학부,2016-2017,/partner/expReport.asp?id=14229&page=1&bgbn=R,1
2,"인생에서 가장 많이 배우고, 동시에 가장 고통스러웠던 한 해",정치외교학과,학부,2016,/partner/expReport.asp?id=14130&page=1&bgbn=R,1
1,우리나라와 비슷한 거 같지만 또 매우 다른 일본,경영학과,학부,2015,/partner/expReport.asp?id=12925&page=1&bgbn=R,1
