No,제목,학과,과정,년도,href,BERT_SCORE
13,"""Green State""의 UVM에서 년을 보낼 수 있어 행운이었다",문화인류학과,학부,2019,/partner/expReport.asp?id=16155&page=1&bgbn=R,1
12,university of vermont,경영학과,학부,2016,/partner/expReport.asp?id=12990&page=1&bgbn=R,1
11,잊지 못할 추억을 선사해준 UVM을 다녀와서,대기과학과,학부,2016,/partner/expReport.asp?id=12937&page=1&bgbn=R,0
10,아름다운 자연환경과 이색적인 문화,경제학과,학부,2013,/partner/expReport.asp?id=7374&page=1&bgbn=R,1
9,2014봄학기 UVM에서의 특별한 경험^^*,응용통계학과,학부,2014,/partner/expReport.asp?id=7302&page=1&bgbn=R,1
8,너무나도 짧았던 UVM에서의 한학기,"식품영양학과,경제학과",학부,2013,/partner/expReport.asp?id=6393&page=1&bgbn=R,1
7,그리운 UVM!,행정학과,학부,2012-2013,/partner/expReport.asp?id=6388&page=1&bgbn=R,1
6,University of Vermont,경제학과,학부,2012,/partner/expReport.asp?id=5622&page=1&bgbn=R,1
5,Becoming a Vermonter,경제학과,학부,2011,/partner/expReport.asp?id=5522&page=1&bgbn=R,0
4,"Maple, Green, and UVM",행정학과,학부,2008-2009,/partner/expReport.asp?id=3517&page=1&bgbn=R,1
3,UVM,정보산업공학과,학부,2006,/partner/expReport.asp?id=2461&page=2&bgbn=R,0
2,University of Vermont에서의 한 학기.,심리학과,학부,2006,/partner/expReport.asp?id=2367&page=2&bgbn=R,1
1,University of Vermont(UVM)을 다녀와서...,경영정보학,학부,2006,/partner/expReport.asp?id=2046&page=2&bgbn=R,1
