No,제목,학과,과정,년도,href,BERT_SCORE
47,소중했던 뮌헨에서의 교환생활,생명공학과,학부,2019-2020,/partner/expReport.asp?id=16426&page=1&bgbn=R,0
46,힐링하고 온 뮌헨공대에서의 경험,건축공학과,학부,2019,/partner/expReport.asp?id=16209&page=1&bgbn=R,1
45,또 있을까 싶은 행복이었던 한 학기,신소재공학과,학부,2019,/partner/expReport.asp?id=16126&page=1&bgbn=R,1
44,교환학생 경험보고서,나노과학공학과,학부,2019,/partner/expReport.asp?id=16061&page=1&bgbn=R,0
43,대학에 와서 한 번쯤은 꼭 해볼 경험,에너지환경융합학과,학부,2018,/partner/expReport.asp?id=15601&page=1&bgbn=R,1
42,후회없는 교환이었습니다,나노과학공학과,학부,2018-2019,/partner/expReport.asp?id=15533&page=1&bgbn=R,1
41,여유로웠던 뮌헨에서의 행복했던 6개월,전기전자공학부,학부,2018,/partner/expReport.asp?id=15493&page=1&bgbn=R,1
40,뮌헨에서의 잊지 못할 한 학기,전기전자공학과,학부,2018-2019,/partner/expReport.asp?id=15457&page=1&bgbn=R,1
39,뮌헨에서의 소중했던 한 학기- 뮌헨공대를 추천합니다.,경영학과,학부,2018-2019,/partner/expReport.asp?id=15433&page=1&bgbn=R,1
38,뮌헨공대로 교환학생을 와야되는 이유!!!! 고민중이라면 필독!!!!!,수학과,학부,2018,/partner/expReport.asp?id=15425&page=1&bgbn=R,1
37,뮌헨에서의 한 학기,언론홍보영상,학부,2016,/partner/expReport.asp?id=15139&page=2&bgbn=R,1
36,교환학생으로써의 자유를 최대로 누릴 수 있는 뮌헨공대!,문헌정보학과,학부,2018,/partner/expReport.asp?id=15138&page=2&bgbn=R,1
35,독일에서의 삶 그리고 유럽여행,화학과,학부,2018,/partner/expReport.asp?id=15092&page=2&bgbn=R,1
34,10년을 더 살 에너지를 일 년간 얻어온 뮌헨...,경영학과,학부,2017-2018,/partner/expReport.asp?id=15064&page=2&bgbn=R,1
33,대학생활 중 가장 기억에 남을 5개월,경영학과,학부,2018,/partner/expReport.asp?id=15061&page=2&bgbn=R,1
32,교환학생은 1년동안 해야 하고 장소는 독일이어야 하는 이유,교육학과,학부,2017-2018,/partner/expReport.asp?id=15059&page=2&bgbn=R,0
31,교환학생을 갈까 말까 고민하시는 분들이 읽어주셨으면 합니다.,경제학과,학부,2017-2018,/partner/expReport.asp?id=14723&page=2&bgbn=R,1
