No,제목,학과,과정,년도,href,BERT_SCORE
10,잊지못할 Truman에서의 1년,체육교육학과,학부,2016,/partner/expReport.asp?id=13592&page=1&bgbn=R,0
9,Truman에서의 1년,교육학과,학부,2016,/partner/expReport.asp?id=13588&page=1&bgbn=R,0
8,잊지못할 Truman ♥,경영학과,학부,2010-2011,/partner/expReport.asp?id=4898&page=1&bgbn=R,1
7,Truman에서의 생활,경영학과,학부,2009,/partner/expReport.asp?id=4075&page=1&bgbn=R,1
6,미국 대륙 한중간,경제학과,학부,2007-2008,/partner/expReport.asp?id=3158&page=1&bgbn=R,1
5,많은 것을 배울 수 있었던 Truman State University.,법과대학,학부,2007-2008,/partner/expReport.asp?id=3074&page=1&bgbn=R,1
4,잊지 못할 기억 TSU,영어영문학과,학부,2006,/partner/expReport.asp?id=2796&page=1&bgbn=R,0
3,TSU에서 보낸 1년,신문방송학과,학부,2003,/partner/expReport.asp?id=1129&page=1&bgbn=R,0
2,Truman State Univ. 경험 보고서,유럽어문학부,학부,2002,/partner/expReport.asp?id=773&page=1&bgbn=R,0
1,Truman State Univ.-이효정,영어영문학전공,학부,2000,/partner/expReport.asp?id=227&page=1&bgbn=R,1
