No,제목,학과,과정,년도,href,BERT_SCORE
13,배움의 기회가 가득했던 시카고대학교 교환생활,경영학과,학부,2018-2019,/partner/expReport.asp?id=16516&page=1&bgbn=R,1
12,University of Chicago 경험보고서,경제학부,학부,2018-2019,/partner/expReport.asp?id=16445&page=1&bgbn=R,0
11,UChicago 파견보고서,사회학과,학부,2016-2017,/partner/expReport.asp?id=14119&page=1&bgbn=R,1
10,University of Chicago,경영학과,학부,2016-2017,/partner/expReport.asp?id=14022&page=1&bgbn=R,1
9,University of Chicago 경험보고서,언더우드학부 경제학과,학부,2015-2016,/partner/expReport.asp?id=12955&page=1&bgbn=R,0
8,시카고대학교 경험보고서,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=12013&page=1&bgbn=R,0
7,시카고대학 경험보고서,경영학과,학부,2014-2015,/partner/expReport.asp?id=11971&page=1&bgbn=R,0
6,University of Chicago 경험보고서,창의기술경영학과,학부,2013-2014,/partner/expReport.asp?id=7474&page=1&bgbn=R,0
5,University of Chicago,국제학부 정치외교학,학부,2013-2014,/partner/expReport.asp?id=7025&page=1&bgbn=R,1
4,U of Chicago-김태준,경영학전공,대학원,2002,/partner/expReport.asp?id=777&page=1&bgbn=R,1
3,U of Chicago - 이지현,경영학전공,학부,2001,/partner/expReport.asp?id=418&page=2&bgbn=R,1
2,U of Chicago - 권오성,경영학전공,대학원,2001,/partner/expReport.asp?id=417&page=2&bgbn=R,1
1,U of chicago-민진아,국제학대학원,대학원,1998,/partner/expReport.asp?id=21&page=2&bgbn=R,1
