No,제목,학과,과정,년도,href,BERT_SCORE
41,펜실베니아 대학교 교환 후기 (+코로나라는 위기 속 유펜이 준 신뢰),국제대학 경제학과,학부,2020,/partner/expReport.asp?id=16518&page=1&bgbn=R,1
40,유펜에서의 교환생활,UIC,학부,2019,/partner/expReport.asp?id=16204&page=1&bgbn=R,1
39,펜에서의 한 학기,의예과,학부,2019,/partner/expReport.asp?id=15655&page=1&bgbn=R,0
38,유펜에서의 1년,UIC ECON,학부,2018-2019,/partner/expReport.asp?id=15545&page=1&bgbn=R,0
37,유펜에서의 한학기,불어불문학과 / 경영학과,학부,2018,/partner/expReport.asp?id=15241&page=1&bgbn=R,1
36,University of Pennsylvania,언더우드학부 정치외교학과,학부,2018-12,/partner/expReport.asp?id=15155&page=1&bgbn=R,1
35,My year at the University of Pennsylvania,경영학과,학부,2017-2018,/partner/expReport.asp?id=14989&page=1&bgbn=R,1
34,University of Pennsylvania 파견보고서,국제학과,학부,2017-2018,/partner/expReport.asp?id=14863&page=1&bgbn=R,1
33,University of Pennsylvania 2017 fall semester,의학과,학부,2017,/partner/expReport.asp?id=14679&page=1&bgbn=R,1
32,University of Pennsylvania,정치외교학과,학부,2017,/partner/expReport.asp?id=14591&page=1&bgbn=R,1
31,University of Pennsylvania 2017-봄학기,경영학과,학부,2017,/partner/expReport.asp?id=14233&page=2&bgbn=R,1
30,University of Pennsylvania 에서의 교환생활,국제학과,학부,2017,/partner/expReport.asp?id=13883&page=2&bgbn=R,0
29,University of Pennsylvania 파견보고서,노어노문학과,학부,2015,/partner/expReport.asp?id=13813&page=2&bgbn=R,1
28,Memories at University of Pennsylvania,행정학과,학부,2016,/partner/expReport.asp?id=13717&page=2&bgbn=R,0
27,University of Pennsylvania 교환학생 경험보고서,경영학과,학부,2016,/partner/expReport.asp?id=13587&page=2&bgbn=R,0
26,UPenn 파견 보고서,UIC Economics,학부,2015-2016,/partner/expReport.asp?id=12994&page=2&bgbn=R,1
25,2015 유펜 파견 보고서,심리학과,학부,2015,/partner/expReport.asp?id=12698&page=2&bgbn=R,0
24,파견보고서,의예과,학부,2015,/partner/expReport.asp?id=12538&page=2&bgbn=R,1
23,My Penn Experience,UIC economics,학부,2015,/partner/expReport.asp?id=12420&page=2&bgbn=R,1
22,유펜경험보고서,의예과,학부,2015,/partner/expReport.asp?id=12149&page=2&bgbn=R,1
21,UPenn 경험보고서,의예과,학부,2015,/partner/expReport.asp?id=11982&page=3&bgbn=R,0
20,Upenn 경험보고서,경영학과,학부,2014,/partner/expReport.asp?id=10707&page=3&bgbn=R,0
19,University of Pennsylvania교환학생,경영학과,학부,2012-2013,/partner/expReport.asp?id=7337&page=3&bgbn=R,0
18,2010년가을 교환학생 파견 경험보고서,경영학과,학부,2010,/partner/expReport.asp?id=7003&page=3&bgbn=R,0
17,UPENN 경헙보고서,경영학과,학부,2013,/partner/expReport.asp?id=6793&page=3&bgbn=R,1
16,UPenn 경험 보고서,경영학과,학부,2011-2012,/partner/expReport.asp?id=5608&page=3&bgbn=R,0
15,Upenn,Underwood International College Comparative Literature and Culture,학부,2010,/partner/expReport.asp?id=5457&page=3&bgbn=R,0
14,UPenn 파견 보고서,언더우드 국제학부,학부,2010,/partner/expReport.asp?id=4319&page=3&bgbn=R,1
13,UPenn 경험보고서,UIC,학부,2009,/partner/expReport.asp?id=4229&page=3&bgbn=R,0
12,Penn경험보고서,정치외교학과,학부,2008-2009,/partner/expReport.asp?id=3928&page=3&bgbn=R,0
11,UPenn 파견 보고서,정치외교학과,학부,2008,/partner/expReport.asp?id=3821&page=4&bgbn=R,1
10,UPENN,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2806&page=4&bgbn=R,1
9,UPENN에서의 소중했던 한학기,정치외교,학부,2006,/partner/expReport.asp?id=2246&page=4&bgbn=R,1
8,짧지만 많은 것을 얻은 한 학기,경제학과,학부,2006,/partner/expReport.asp?id=2079&page=4&bgbn=R,1
7,UPenn 경험보고서,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=1886&page=4&bgbn=R,0
6,Expect the unexpected.,사회학/영문학,학부,2005,/partner/expReport.asp?id=1664&page=4&bgbn=R,1
5,교환학생을 마치고...,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1175&page=4&bgbn=R,0
4,"연대생 최고의 특권, 교환학생",정치외교학과,학부,2002-2003,/partner/expReport.asp?id=980&page=4&bgbn=R,1
3,잊지못할 시간,신문방송학과,학부,2002-2003,/partner/expReport.asp?id=907&page=4&bgbn=R,0
2,U of Pennsylvania - 김이홍,사회환경건축공학부,학부,2001,/partner/expReport.asp?id=513&page=4&bgbn=R,1
1,U of Pennsylvania-김수현,정치외교학과,학부,1999,/partner/expReport.asp?id=279&page=5&bgbn=R,1
