No,제목,학과,과정,년도,href,BERT_SCORE
57,코로나와 시위 속에서의 한 학기,생명공학과,학부,2020-1,/partner/expReport.asp?id=16526&page=1&bgbn=R,1
56,Wisconsin에서의 특별한 경험,생명공학과,학부,2020,/partner/expReport.asp?id=16490&page=1&bgbn=R,1
55,COVID-19 속의 Madison,언어병리학협동과정,대학원,2020,/partner/expReport.asp?id=16456&page=1&bgbn=R,1
54,The Best Experience Ever!,응용통계학과,학부,2019-2020,/partner/expReport.asp?id=16448&page=1&bgbn=R,1
53,너무나 행복했던 매디슨의 교환생활,경영학과,학부,2019,/partner/expReport.asp?id=16348&page=1&bgbn=R,1
52,잊지 못할 매디슨에서의 한 학기,행정학과,학부,2019,/partner/expReport.asp?id=16306&page=1&bgbn=R,1
51,춥고 추운 맨도타 호수,생명공학,학부,2017,/partner/expReport.asp?id=16036&page=1&bgbn=R,1
50,내가 겪은 매디슨,생명공학과,학부,2019,/partner/expReport.asp?id=15729&page=1&bgbn=R,1
49,노을이 아름다운 도시 Madison,경제학과,학부,2018,/partner/expReport.asp?id=15622&page=1&bgbn=R,1
48,매디슨에서의 추억들,UIC UD ECON,학부,2018-2019,/partner/expReport.asp?id=15303&page=1&bgbn=R,1
47,작고 소중한 매디슨,UIC,학부,2018,/partner/expReport.asp?id=15287&page=2&bgbn=R,1
46,한적한 마을 매디슨,경제학과,학부,2018,/partner/expReport.asp?id=15270&page=2&bgbn=R,1
45,UW에서의 행복한 한 학기,UIC,학부,2018,/partner/expReport.asp?id=15269&page=2&bgbn=R,1
44,UW-Madison,경제학부,학부,2018,/partner/expReport.asp?id=15111&page=2&bgbn=R,1
43,아름다운 매디슨,경제학과/응용통계학과,학부,2018,/partner/expReport.asp?id=14960&page=2&bgbn=R,1
42,Badger Pride!,영어영문학과,학부,2017-2018,/partner/expReport.asp?id=14824&page=2&bgbn=R,1
41,돌아가고 싶은 위스콘신-매디슨,사회학과,학부,2018,/partner/expReport.asp?id=14726&page=2&bgbn=R,1
40,대학 생활 중 가장 잘 한 선택,"사회학과, 정치외교학과",학부,2017,/partner/expReport.asp?id=14560&page=2&bgbn=R,1
39,한적한 도시 Madison에서의 한 학기,교육학과,학부,2017,/partner/expReport.asp?id=14382&page=2&bgbn=R,1
38,위스콘신 매디슨에서의 한학기,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=14380&page=2&bgbn=R,1
37,University of Wisconsin-Madison,사회학과,학부,2016-2017,/partner/expReport.asp?id=14160&page=3&bgbn=R,0
36,매디슨,심리학과,학부,2017,/partner/expReport.asp?id=13981&page=3&bgbn=R,0
35,인생 최고의 경험,UIC 아시아학과,학부,2017,/partner/expReport.asp?id=13906&page=3&bgbn=R,1
34,"최고의 선택, 위스콘신 매디슨",정치외교학과,학부,2016-2017,/partner/expReport.asp?id=13903&page=3&bgbn=R,1
33,후회없는 매디슨에서의 한 학기,사회학과,학부,2016,/partner/expReport.asp?id=13528&page=3&bgbn=R,0
32,미래에 가실 여러분께 꼭 전하고 싶은 말,식품영양학과/문화인류학과,학부,2015-2016,/partner/expReport.asp?id=13435&page=3&bgbn=R,1
31,매디슨에서 보낸 1년,행정학과,학부,2015-2016,/partner/expReport.asp?id=13075&page=3&bgbn=R,0
30,매디슨에서의 한학기,심리학과,학부,2016,/partner/expReport.asp?id=13067&page=3&bgbn=R,1
29,한적하고 조용한 도시 Madison에서의 1년,경제학과,학부,2015-2016,/partner/expReport.asp?id=13060&page=3&bgbn=R,1
28,추워요...,심리학과,학부,2016-1,/partner/expReport.asp?id=13055&page=3&bgbn=R,0
27,자연이 매력적인 University of Wisconsin - Madison,경영학과,학부,2015,/partner/expReport.asp?id=12629&page=4&bgbn=R,1
26,고요한듯 팔색조의 매력을 가진 Madison,신문방송학과,학부,2015,/partner/expReport.asp?id=12546&page=4&bgbn=R,1
25,UW-Madison에서의 한 학기,행정학과,학부,2015,/partner/expReport.asp?id=12446&page=4&bgbn=R,1
24,Madison 에서 즐긴 1년,경제학과,학부,2014-2015,/partner/expReport.asp?id=12077&page=4&bgbn=R,0
23,매디슨에서의 1년:),아동가족학과,학부,2014,/partner/expReport.asp?id=10769&page=4&bgbn=R,1
22,"다른 분들의 설명이 좋아, 조금 다른 부분에 대해 써보겠습니다.",경제학과,학부,2014,/partner/expReport.asp?id=7573&page=4&bgbn=R,1
21,메디슨에서의 한학기,행정학과,학부,2013-1,/partner/expReport.asp?id=7521&page=4&bgbn=R,1
20,"소중한 University of Wisconsin-Madison에서의 일년, 그리고 미국에 대한 솔직한 후기",경영학과,학부,2013,/partner/expReport.asp?id=7479&page=4&bgbn=R,1
19,정말 사랑스러운 도시 매디슨에 다녀와서,행정/경제학과,학부,2013-2014,/partner/expReport.asp?id=7404&page=4&bgbn=R,1
18,매디슨에서의 한 학기 교환학생 생활,생화학과,학부,2013,/partner/expReport.asp?id=7166&page=4&bgbn=R,0
17,UW Madison,사회학과,학부,2014,/partner/expReport.asp?id=7110&page=5&bgbn=R,1
16,매디슨 한 학기의 모든 것,국어국문학과/행정학과,학부,2013,/partner/expReport.asp?id=6976&page=5&bgbn=R,0
15,매디슨에서의 1년,신문방송학과,학부,2013,/partner/expReport.asp?id=6941&page=5&bgbn=R,0
14,매디슨에서의 한 학기,국문/영문,학부,2013,/partner/expReport.asp?id=6648&page=5&bgbn=R,1
13,힐링 그리고 뭔가 새로운 것이 필요하다면.,언론홍보영상학부(신문방송학과),학부,2013,/partner/expReport.asp?id=6407&page=5&bgbn=R,1
12,UW-Madison에서의 두 학기,경영학과,학부,2012-2013,/partner/expReport.asp?id=6380&page=5&bgbn=R,1
11,University of Wisconsin-Madison,영어영문학과,학부,2012,/partner/expReport.asp?id=6133&page=5&bgbn=R,0
10,Wisconsin-Madison :D,경영학과,학부,2012,/partner/expReport.asp?id=6047&page=5&bgbn=R,1
9,Madison에서의 소중한 기억들,경영학과,학부,2012,/partner/expReport.asp?id=6039&page=5&bgbn=R,1
8,On Wisconsin!,신문방송학과,학부,2012,/partner/expReport.asp?id=6024&page=5&bgbn=R,1
7,위스콘신 매디슨 교환학생,경영학과,학부,2011-2012,/partner/expReport.asp?id=5944&page=6&bgbn=R,0
6,위스콘신에서의 일년,경영학과,학부,2011~2012,/partner/expReport.asp?id=5604&page=6&bgbn=R,1
5,Madison에서의 한학기,화공생명공학과,학부,2011,/partner/expReport.asp?id=5553&page=6&bgbn=R,1
4,"The best place to experience American culture, Wisconsin-Madison!!",동아시아국제학부,학부,2011,/partner/expReport.asp?id=4961&page=6&bgbn=R,1
3,캠퍼스가 아름답고 좋은 수업이 많은 대학교.,UIC,학부,2010-2011,/partner/expReport.asp?id=4922&page=6&bgbn=R,1
2,강력히 추천하는 UW-madison,영어영문학과,학부,2010,/partner/expReport.asp?id=4780&page=6&bgbn=R,1
1,위스콘신에서 최고의 한 학기를 보내며,심리학 / 경영학,학부,2010,/partner/expReport.asp?id=4619&page=6&bgbn=R,1
