No,제목,학과,과정,년도,href,BERT_SCORE
39,돌아가고 싶은 킹스턴 교환 시절,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=16530&page=1&bgbn=R,1
38,나를 찾아준 킹스턴,교육학과,학부,2018-2019,/partner/expReport.asp?id=16015&page=1&bgbn=R,1
37,런던에서의 한 학기,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15970&page=1&bgbn=R,1
36,파견 보고서,경제학과,학부,2019,/partner/expReport.asp?id=15920&page=1&bgbn=R,1
35,킹스턴 대학교 경험보고서,문화디자인경영,학부,2019,/partner/expReport.asp?id=15912&page=1&bgbn=R,1
34,런던에서의 계절학기,컴퓨터과학과,학부,2019,/partner/expReport.asp?id=15910&page=1&bgbn=R,1
33,꿈 같았던 런던에서의 행복한 한 달,의예과,학부,2019,/partner/expReport.asp?id=15906&page=1&bgbn=R,1
32,킹스턴에서의 봄학기,경영학과,학부,2019,/partner/expReport.asp?id=15897&page=1&bgbn=R,1
31,짧지만 알찼던 계절교환,교육학과,학부,2019,/partner/expReport.asp?id=15880&page=1&bgbn=R,0
30,평생 기억에 남을 영국에서 한달 살기,언더우드국제대학 계량위험관리,학부,2019,/partner/expReport.asp?id=15878&page=1&bgbn=R,1
29,킹스턴 봄학기,생활디자인학과,학부,2019,/partner/expReport.asp?id=15871&page=2&bgbn=R,0
28,킹스턴에서의 한 학기,실내건축학과,학부,2019,/partner/expReport.asp?id=15852&page=2&bgbn=R,1
27,킹스턴에서의 한학기,언더우드학부 국제학과,학부,2019,/partner/expReport.asp?id=15504&page=2&bgbn=R,1
26,"5개월 동안의 긴 꿈, 킹스턴에서의 한 학기",실내건축학과,학부,2018,/partner/expReport.asp?id=15442&page=2&bgbn=R,1
25,킹스턴대학교 파견 후기,문화디자인경영,학부,2018,/partner/expReport.asp?id=15311&page=2&bgbn=R,0
24,킹스턴대학교에서의 한 학기,경영학과,학부,2018,/partner/expReport.asp?id=15302&page=2&bgbn=R,1
23,킹스턴,정보인터렉션디자인,학부,2018,/partner/expReport.asp?id=15268&page=2&bgbn=R,1
22,Kingston University에서의 한학기,QRM(계량위험관리학과),학부,2018,/partner/expReport.asp?id=15240&page=2&bgbn=R,1
21,brilliant semester at kingston,경영학과,학부,2018,/partner/expReport.asp?id=15218&page=2&bgbn=R,1
20,Kingston University 파견 후기입니다,경영학과,학부,2018,/partner/expReport.asp?id=15208&page=2&bgbn=R,1
19,킹스턴에서 보낸 가을학기,전기전자공학부,학부,2018,/partner/expReport.asp?id=15165&page=3&bgbn=R,1
18,킹스턴에서 보낸 한 학기,언론홍보영상,학부,2016,/partner/expReport.asp?id=14375&page=3&bgbn=R,1
17,Kingston 대학에서의 교환생활,국제학부 경제학과,학부,2017,/partner/expReport.asp?id=14113&page=3&bgbn=R,0
16,다시 교환을 간다 해도 킹스턴에 가고싶어요 :),문헌정보학과,학부,2016,/partner/expReport.asp?id=14081&page=3&bgbn=R,1
15,2017년 봄학기 킹스턴 교환학생 경험보고서,경영학과,학부,2017,/partner/expReport.asp?id=13888&page=3&bgbn=R,1
14,킹스턴에서의 한 학기,사회복지학과,학부,2016,/partner/expReport.asp?id=13858&page=3&bgbn=R,1
13,I left my heart in Kingston,실내건축학과,학부,2016,/partner/expReport.asp?id=13838&page=3&bgbn=R,1
12,다시 가고싶은 킹스턴,경제학과,학부,2016,/partner/expReport.asp?id=13720&page=3&bgbn=R,1
11,Kingston University 교환학생 경험보고서,영어영문학과,학부,2016,/partner/expReport.asp?id=13583&page=3&bgbn=R,0
10,Kingston University 파견 후기,경영학과,학부,2016,/partner/expReport.asp?id=13539&page=3&bgbn=R,1
9,킹스턴에서의 생활,경영학과,학부,2015-2016,/partner/expReport.asp?id=13257&page=4&bgbn=R,1
8,킹스턴에서의,심리학과,학부,2015,/partner/expReport.asp?id=12819&page=4&bgbn=R,1
7,킹스턴에서 보낸 한 학기,영어영문,학부,2015,/partner/expReport.asp?id=12189&page=4&bgbn=R,1
6,킹스턴 대학교에서의 한 학기,영어영문학과,학부,2015,/partner/expReport.asp?id=12003&page=4&bgbn=R,1
5,킹스턴 대학교와 런던,영어영문학과,학부,2013,/partner/expReport.asp?id=6993&page=4&bgbn=R,1
4,"킹스턴대학교, 킹스턴 그리고 런던",노어노문,학부,2013,/partner/expReport.asp?id=6874&page=4&bgbn=R,1
3,킹스턴 대학교에서의 한학기,영어영문학과,학부,2013,/partner/expReport.asp?id=6711&page=4&bgbn=R,1
2,킹스턴대학과 런던 생활에 관한 유용한 정보,사회학과,학부,2013,/partner/expReport.asp?id=6642&page=4&bgbn=R,1
1,"또 하나의 고향, 그리운 킹스턴!",의류환경학과,학부,2012,/partner/expReport.asp?id=6309&page=4&bgbn=R,1
