No,제목,학과,과정,년도,href,BERT_SCORE
41,브라이튼에서 1학기,경영학과,학부,2016,/partner/expReport.asp?id=13428&page=1&bgbn=R,1
40,브라이튼대에서의 요란했던 한 학기,교육학과,학부,2016,/partner/expReport.asp?id=13293&page=1&bgbn=R,1
39,브라이튼대 2016년 1학기,생활디자인학과,학부,2016,/partner/expReport.asp?id=13141&page=1&bgbn=R,1
38,"영국 같지 않은 영국, 브라이튼에서의 한 학기",행정학/문화비평학,학부,2015,/partner/expReport.asp?id=12654&page=1&bgbn=R,1
37,브라이튼에서의 1년,문화디자인경영,학부,2014-2015,/partner/expReport.asp?id=12230&page=1&bgbn=R,0
36,브라이튼에서의 한 학기,노어노문학과,학부,2015,/partner/expReport.asp?id=12086&page=1&bgbn=R,1
35,브라이튼에서의 한 학기,행정학과,학부,2013,/partner/expReport.asp?id=7492&page=1&bgbn=R,1
34,브라이튼에서의 한학기,영어영문학과,학부,2013,/partner/expReport.asp?id=7276&page=1&bgbn=R,1
33,브라이튼 가을학기 파견,영어영문학과,학부,2013,/partner/expReport.asp?id=6916&page=1&bgbn=R,1
32,Brighton Brighton Brighton,중어중문학과,학부,2013,/partner/expReport.asp?id=6889&page=1&bgbn=R,1
31,"신사의 나라 영국, 힙스터의 도시 브라이튼에서의 한 학기",불어불문학,학부,2013,/partner/expReport.asp?id=6857&page=2&bgbn=R,1
30,영국에서의 1년,사학과,학부,2012-2013,/partner/expReport.asp?id=6556&page=2&bgbn=R,0
29,브라이튼에서 한학기,영어영문학과,학부,2013,/partner/expReport.asp?id=6490&page=2&bgbn=R,1
28,브라이튼에서 한 학기,신문방송학과,학부,2013,/partner/expReport.asp?id=6469&page=2&bgbn=R,0
27,브라이튼에서의 한학기,경제학과,학부,2012,/partner/expReport.asp?id=6299&page=2&bgbn=R,1
26,Brighton,영어영문학과,학부,2012,/partner/expReport.asp?id=6203&page=2&bgbn=R,1
25,브라이튼에서 보낸 일 년,사학과,학부,2012,/partner/expReport.asp?id=6019&page=2&bgbn=R,1
24,Bright Brighton,국어국문학과,학부,2012,/partner/expReport.asp?id=5917&page=2&bgbn=R,1
23,영국에서의 일년.,심리학과,학부,2010-2011,/partner/expReport.asp?id=5759&page=2&bgbn=R,1
22,브라이튼 대학에서의 일년,영문학 및 신방과,학부,2011-2012,/partner/expReport.asp?id=5713&page=2&bgbn=R,1
21,영국 해안도시 브라이튼에서의 꿈 같았던 1년,경영학과,학부,2011-2012,/partner/expReport.asp?id=5663&page=3&bgbn=R,1
20,브라이튼에서의 한학기,생화학,학부,2011,/partner/expReport.asp?id=5543&page=3&bgbn=R,1
19,브라이튼에서의 한학기,영어영문학과,학부,2011,/partner/expReport.asp?id=5468&page=3&bgbn=R,1
18,"2011,Uni of Brighton",정치외교학과,학부,2011,/partner/expReport.asp?id=5246&page=3&bgbn=R,1
17,평생 잊지못할 영국에서의 1년,영어영문학과,학부,2010,/partner/expReport.asp?id=4863&page=3&bgbn=R,1
16,My bright memories in Brighton,사학과,학부,2009,/partner/expReport.asp?id=4852&page=3&bgbn=R,1
15,천국,중어중문학과,학부,2009-2010,/partner/expReport.asp?id=4790&page=3&bgbn=R,0
14,Think of Brighton,정치외교학과,학부,2009-2010,/partner/expReport.asp?id=4727&page=3&bgbn=R,1
13,브라이튼에서의 한 학기,경영학과,학부,2070,/partner/expReport.asp?id=4686&page=3&bgbn=R,1
12,추억으로 남은 브라이튼 생활,신문방송학과,학부,2009-2010,/partner/expReport.asp?id=4614&page=3&bgbn=R,1
11,대영제국에서도 해는 진다,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=4533&page=4&bgbn=R,1
10,"USAC, 최고의 선택!",사회과학대학 행정학과,학부,2009,/partner/expReport.asp?id=4496&page=4&bgbn=R,1
9,"브라이튼, 그리고 영국.",정치외교학과,학부,2009,/partner/expReport.asp?id=4226&page=4&bgbn=R,1
8,The greatest time in my life,행정학과,학부,2009,/partner/expReport.asp?id=3797&page=4&bgbn=R,1
7,영국에서의 소중했던 1년,의공학과,학부,2008-2009,/partner/expReport.asp?id=3773&page=4&bgbn=R,0
6,"새로운 사람들과의 만남,그곳 브라이튼에서...",국제관계학과,학부,2008-2009,/partner/expReport.asp?id=3737&page=4&bgbn=R,1
5,"자유와 젊음의 도시, Brighton :)",심리학과,학부,2008-2009,/partner/expReport.asp?id=3701&page=4&bgbn=R,1
4,바닷가 휴양도시에서의 평화로운 6개월,경영학과,학부,2008,/partner/expReport.asp?id=3626&page=4&bgbn=R,1
3,영국이란,불어불문학과,학부,2008-2009,/partner/expReport.asp?id=3611&page=4&bgbn=R,1
2,소중했던 영국에서의 1년,영어영문학과,학부,2008,/partner/expReport.asp?id=3560&page=4&bgbn=R,0
1,USAC-University of Brighton 파견 보고서,언론홍보영상학과,학부,2008,/partner/expReport.asp?id=3556&page=5&bgbn=R,1
