No,제목,학과,과정,년도,href,BERT_SCORE
54,"겨울과 봄, MSU에서의 한 학기",사학과,학부,2020,/partner/expReport.asp?id=16435&page=1&bgbn=R,1
53,"Go Green, Go White!",생활디자인학과,학부,2019,/partner/expReport.asp?id=16228&page=1&bgbn=R,1
52,아주 작고 소중한,경제학과,학부,2019,/partner/expReport.asp?id=16169&page=1&bgbn=R,1
51,MSU에서 너무나도 행복했던 한 학기,교육학과,학부,2019,/partner/expReport.asp?id=16087&page=1&bgbn=R,1
50,msu 교환 후기,언론홍보영상학,학부,2019,/partner/expReport.asp?id=15924&page=1&bgbn=R,0
49,Welcome to MSU :),국어국문/영어영문,학부,2018,/partner/expReport.asp?id=15158&page=1&bgbn=R,0
48,Come to MSU!,"사회학과, 도시공학과",학부,2018,/partner/expReport.asp?id=14860&page=1&bgbn=R,0
47,"If you read this, you are already Spartans!",경영학과,학부,2018,/partner/expReport.asp?id=14859&page=1&bgbn=R,1
46,MSU에서의 한 학기,경제학,학부,2018,/partner/expReport.asp?id=14724&page=1&bgbn=R,1
45,잊을 수 없는 MSU에서의 소중한 경험들!,교육학과/경제학과,학부,2018,/partner/expReport.asp?id=14718&page=1&bgbn=R,1
44,많은 것을 배웠던 MSU에서의 1년,국어국문학과,학부,2017,/partner/expReport.asp?id=14383&page=2&bgbn=R,1
43,꿈결같이 지나간 MSU에서의 한학기,심리학과,학부,2015,/partner/expReport.asp?id=12713&page=2&bgbn=R,1
42,후회 없는 선택,교육학과,학부,2015,/partner/expReport.asp?id=12656&page=2&bgbn=R,0
41,꿈만 같았던 한학기,영어영문학과/경제학과,학부,2014,/partner/expReport.asp?id=7549&page=2&bgbn=R,1
40,아깝지 않은 한 학기,UIC PSIR,학부,2013,/partner/expReport.asp?id=7056&page=2&bgbn=R,1
39,"go Green, go White!",아동가족학과,학부,2013-2014,/partner/expReport.asp?id=7051&page=2&bgbn=R,1
38,MSU 가을학기 보고서,경제학과,학부,2012,/partner/expReport.asp?id=6641&page=2&bgbn=R,1
37,MSU에서의 잊지 못할 한 학기,교육학과,학부,2012,/partner/expReport.asp?id=6573&page=2&bgbn=R,1
36,경험보고서,전기전자공학부,학부,2012,/partner/expReport.asp?id=6191&page=2&bgbn=R,1
35,MSU에서의 한학기!,정치외교학과,학부,2012,/partner/expReport.asp?id=6163&page=2&bgbn=R,1
34,평생 잊을 수 없는 MSU에서의 1년.,행정학과,학부,2011-2012,/partner/expReport.asp?id=5592&page=3&bgbn=R,1
33,MSU에서의 한학기!!,중어중문학과,학부,2011,/partner/expReport.asp?id=5326&page=3&bgbn=R,1
32,MSU에서 보낸 한 학기,불어불문학과,학부,2011,/partner/expReport.asp?id=5310&page=3&bgbn=R,1
31,MSU에서의 한 학기,경영학과,학부,2011,/partner/expReport.asp?id=5240&page=3&bgbn=R,1
30,MSU에서의 1년!,경영학과,학부,2010-2011,/partner/expReport.asp?id=5120&page=3&bgbn=R,0
29,MSU에서의 한 학기,정치외교학과/경제학과,학부,2010,/partner/expReport.asp?id=4705&page=3&bgbn=R,1
28,MSU에서의 일년,국어국문학과,학부,2010,/partner/expReport.asp?id=4694&page=3&bgbn=R,1
27,MSU에서의 한 학기,영문학과/경영학과,학부,2010,/partner/expReport.asp?id=4674&page=3&bgbn=R,1
26,Michigan State University,식품영양학과,학부,2009,/partner/expReport.asp?id=4386&page=3&bgbn=R,0
25,MSU 봄학기 경험보고서,경제학과,학부,2010,/partner/expReport.asp?id=4325&page=3&bgbn=R,1
24,MSU 교환보고서,사학과,학부,2009-2010,/partner/expReport.asp?id=4206&page=4&bgbn=R,0
23,MSU 가을학기 보고서,법학과,학부,2009,/partner/expReport.asp?id=4185&page=4&bgbn=R,1
22,feelings about MSU,Underwood International College,학부,2009,/partner/expReport.asp?id=4087&page=4&bgbn=R,1
21,Michigan State University 파견 보고서,응용통계학과,학부,2007,/partner/expReport.asp?id=2976&page=4&bgbn=R,1
20,MSU에서의 한학기,응용통계학과,학부,2007,/partner/expReport.asp?id=2960&page=4&bgbn=R,1
19,교환학생 경험보고서,응용통계학과,학부,2007,/partner/expReport.asp?id=2887&page=4&bgbn=R,0
18,MSU 교환보고서,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2817&page=4&bgbn=R,0
17,"Go Green, Go White!",경영/영어영문,학부,2007,/partner/expReport.asp?id=2738&page=4&bgbn=R,1
16,MSU 경험보고서,경제학과,학부,2005,/partner/expReport.asp?id=1852&page=4&bgbn=R,0
15,MSU 경험보고서,경영학과,학부,2004-2005,/partner/expReport.asp?id=1593&page=4&bgbn=R,0
14,Michigan State Univ. 경험보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1153&page=5&bgbn=R,1
13,MSU에서의 1년,상경계열,학부,2003,/partner/expReport.asp?id=1066&page=5&bgbn=R,0
12,MSU 경험보고서,경영학전공,학부,2003,/partner/expReport.asp?id=1029&page=5&bgbn=R,0
11,경험보고서,주거환경전공,대학원,2002,/partner/expReport.asp?id=859&page=5&bgbn=R,1
10,경험보고서,경영학전공,학부,2002-2003,/partner/expReport.asp?id=851&page=5&bgbn=R,1
9,경험보고서,신문방송학과,대학원,2003,/partner/expReport.asp?id=829&page=5&bgbn=R,1
8,미시간주립대학교 경험보고서,경영학전공,학부,2002-2003,/partner/expReport.asp?id=819&page=5&bgbn=R,0
7,Michigan State Univ. - 서보국,상경계열,학부,2001,/partner/expReport.asp?id=505&page=5&bgbn=R,0
6,Michigan State Univ. - 김재범,경제학전공,학부,2001,/partner/expReport.asp?id=452&page=5&bgbn=R,1
5,Michigan State Univ - 전용우,응용통계학전공,학부,2001,/partner/expReport.asp?id=362&page=5&bgbn=R,1
4,Michigan State Univ.-한주희,사회학전공,학부,2001,/partner/expReport.asp?id=328&page=6&bgbn=R,1
3,(Michigan State Univ.-서은희,교육학과,대학원,2001,/partner/expReport.asp?id=314&page=6&bgbn=R,1
2,Michigan State Univ.-조연이,주거환경전공,학부,1999-2000,/partner/expReport.asp?id=172&page=6&bgbn=R,1
1,Michigan State Univ.-이원우,정치외교학과,대학원,1998,/partner/expReport.asp?id=55&page=6&bgbn=R,1
