No,제목,학과,과정,년도,href,BERT_SCORE
16,curtin university,경영학과,학부,2016,/partner/expReport.asp?id=13072&page=1&bgbn=R,1
15,curtin university,국어국문학과,학부,2015,/partner/expReport.asp?id=12416&page=1&bgbn=R,1
14,Curtin에서의 행복했던 한 학기,사회학과,학부,2010,/partner/expReport.asp?id=6224&page=1&bgbn=R,1
13,Curtin에서의 한 학기,경제학과,학부,2009,/partner/expReport.asp?id=4031&page=1&bgbn=R,1
12,"내 생애 최고의 추억, Curtin! ^^",의공학부,학부,2007,/partner/expReport.asp?id=3011&page=1&bgbn=R,1
11,커튼 대학 파견 보고서,전기전자 공학부,학부,2005-2006,/partner/expReport.asp?id=2131&page=1&bgbn=R,1
10,경험보고서,생명공학전공,학부,2004,/partner/expReport.asp?id=1237&page=1&bgbn=R,1
9,Curtin Univ. of Tech.,화공·생명공학부,학부,2003,/partner/expReport.asp?id=1072&page=1&bgbn=R,1
8,Curtin University Of Technology,사회환경시스템공학부,학부,2003,/partner/expReport.asp?id=1009&page=1&bgbn=R,1
7,Curtin U of Technology - 김주희,신학과,학부,2001-2002,/partner/expReport.asp?id=614&page=1&bgbn=R,0
6,Curtin U of Technology - 조재일,천문우주학전공,학부,2001-2002,/partner/expReport.asp?id=610&page=2&bgbn=R,0
5,Curtin U of Technology - 이재영,주거환경전공,학부,2001,/partner/expReport.asp?id=502&page=2&bgbn=R,1
4,Curtin Univ. of Tech. - 이윤주,영어영문학전공,학부,2001,/partner/expReport.asp?id=423&page=2&bgbn=R,1
3,Curtin Univ. of Tech. - 박세란,영어영문학전공,학부,2001,/partner/expReport.asp?id=422&page=2&bgbn=R,1
2,Curtin Univ.- 김의석,생화학전공,학부,2001,/partner/expReport.asp?id=366&page=2&bgbn=R,1
1,Curtin U of Technology-홍수진,사회환경시스템공학부,학부,2000,/partner/expReport.asp?id=325&page=2&bgbn=R,1
