No,제목,학과,과정,년도,href,BERT_SCORE
86,ST CLOUD에서의 한학기,교육과학대학 체육교육학과,학부,2016,/partner/expReport.asp?id=13128&page=1&bgbn=R,1
85,작은 마을 같았던 세인트 클라우드,실내건축학과,학부,2015,/partner/expReport.asp?id=12851&page=1&bgbn=R,0
84,제가 느낀 것 위주로 써 보았습니다.(단점도 많습니다.),스포츠레저학과,학부,2015,/partner/expReport.asp?id=12570&page=1&bgbn=R,0
83,SCSU에서의 봄학기,화공생명공학과,학부,2015,/partner/expReport.asp?id=12302&page=1&bgbn=R,1
82,Saint Cloud State University 에서의 한 학기,스포츠레저학과,학부,2014,/partner/expReport.asp?id=11813&page=1&bgbn=R,1
81,첫 미국 교환학생기,도시공학과,학부,2014,/partner/expReport.asp?id=7341&page=1&bgbn=R,0
80,미네소타에서의 8개월 간의 생활 :),교육학과,학부,2013-2014,/partner/expReport.asp?id=7241&page=1&bgbn=R,1
79,차니의 세인트클라우드 파견기,스포츠레저학과,학부,2013,/partner/expReport.asp?id=7028&page=1&bgbn=R,1
78,1년간 세인트 클라우드에서의 특별한 경험,체육교육학과,학부,2013-2013,/partner/expReport.asp?id=6987&page=1&bgbn=R,0
77,St.Cloud 에서의 즐거운 1년,경제학과,학부,2013,/partner/expReport.asp?id=6972&page=1&bgbn=R,1
76,세인트 클라우드에서의 한 학기,영어영문학과,학부,2013,/partner/expReport.asp?id=6922&page=2&bgbn=R,1
75,세인트 클라우드 주립대학교,경제학과,학부,2013,/partner/expReport.asp?id=6900&page=2&bgbn=R,1
74,St. Cloud 에서 한학기,중어중문학과,학부,2013,/partner/expReport.asp?id=6883&page=2&bgbn=R,1
73,ST.CLOUD에서의 소중한 기억들,국어국문학과,학부,2012,/partner/expReport.asp?id=6732&page=2&bgbn=R,1
72,세인트클라우드에서의 잊지 못할 9개월,응용통계학과,학부,2012-2013,/partner/expReport.asp?id=6632&page=2&bgbn=R,1
71,st.cloud state university,사학/경제학,학부,2012,/partner/expReport.asp?id=6202&page=2&bgbn=R,0
70,세인트클라우드에서의 소중한 시간,문화인류학과,학부,2012,/partner/expReport.asp?id=6077&page=2&bgbn=R,1
69,돌아와서 더 기억에 남는 St. cloud,사학과,학부,2012,/partner/expReport.asp?id=6030&page=2&bgbn=R,1
68,SCSU,응용통계학과,학부,2011-2012,/partner/expReport.asp?id=5901&page=2&bgbn=R,1
67,200%만족의 세인트클라우드,경영학과,학부,2012,/partner/expReport.asp?id=5846&page=2&bgbn=R,0
66,St.Cloud State University에서의 일년.,"법학, 경제학",학부,2011,/partner/expReport.asp?id=5530&page=3&bgbn=R,1
65,St.Cloud 에서의 특별했던 한 학기,의류환경학과,학부,2011,/partner/expReport.asp?id=5383&page=3&bgbn=R,1
64,St. Cloud State University,영어영문학과,학부,2011,/partner/expReport.asp?id=5291&page=3&bgbn=R,0
63,St. Cloud University 에서의 한 학기,영어영문학과,학부,2011,/partner/expReport.asp?id=5243&page=3&bgbn=R,1
62,잊을 수 없는 SCSU Life,"응통,사복",학부,2011,/partner/expReport.asp?id=5139&page=3&bgbn=R,1
61,매우 특별했던 세인트 클라우드.,아동가족/사회,학부,2010,/partner/expReport.asp?id=5080&page=3&bgbn=R,1
60,아름다운 센클에서의 9개월간 성장기.,신문방송학과,학부,2010-2011,/partner/expReport.asp?id=4998&page=3&bgbn=R,1
