No,제목,학과,과정,년도,href,BERT_SCORE
38,미시간 대학교에서의 짧은 한 학기,심리학과,학부,2020,/partner/expReport.asp?id=16513&page=1&bgbn=R,1
37,2020-1 교환학생 경험보고서,언더우드국제대학 경제학부,학부,2020,/partner/expReport.asp?id=16486&page=1&bgbn=R,0
36,미시간에서의 행복했던 한 학기,심리학,학부,2019,/partner/expReport.asp?id=16287&page=1&bgbn=R,1
35,미시간에서 보낸 짧은 한 학기,영어영문학과,학부,2019,/partner/expReport.asp?id=16157&page=1&bgbn=R,1
34,2019 1학기 교환학생 경험보고서,언더우드학부 경제학과,학부,2019,/partner/expReport.asp?id=15589&page=1&bgbn=R,0
33,UM 2019 winter semester experience,의예과,학부,2019,/partner/expReport.asp?id=15518&page=1&bgbn=R,1
32,미시간에서의 한 학기,정치외교학과,학부,2018-2,/partner/expReport.asp?id=15283&page=1&bgbn=R,0
31,University of Michigan FALL2018,생활디자인학과,학부,2018,/partner/expReport.asp?id=15279&page=1&bgbn=R,1
30,돌아가고픈 미시건,영어영문학과,학부,2018,/partner/expReport.asp?id=15030&page=1&bgbn=R,0
29,UM에서의 잊지 못할 한 학기,문헌정보학,학부,2018,/partner/expReport.asp?id=14758&page=1&bgbn=R,1
28,미시간 대학교에서 보낸 2016년 가을-2017년 겨울학기,경제학과,학부,2016-2017,/partner/expReport.asp?id=14011&page=2&bgbn=R,1
27,미시간 대학교에서 보낸 2017-1학기,심리학과,학부,2017,/partner/expReport.asp?id=13952&page=2&bgbn=R,1
26,University of Michigan,정보산업공학과,학부,2016,/partner/expReport.asp?id=13632&page=2&bgbn=R,1
25,미시간에서의 소중했던 한 학기,국제학부,학부,2015,/partner/expReport.asp?id=12673&page=2&bgbn=R,1
24,미시간에서의 한 학기,응용통계학과,학부,2015,/partner/expReport.asp?id=12628&page=2&bgbn=R,0
23,미시간에서의 추억,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=12243&page=2&bgbn=R,1
22,2015 1학기,경영학과,학부,2015,/partner/expReport.asp?id=11979&page=2&bgbn=R,1
21,University of Michigan,심리학과,학부,2015,/partner/expReport.asp?id=11938&page=2&bgbn=R,1
20,UM에서의 한 학기,경제학과,학부,2015,/partner/expReport.asp?id=11904&page=2&bgbn=R,0
19,미시간 대학에서의 한 학기,국제학과,학부,2014,/partner/expReport.asp?id=8645&page=2&bgbn=R,0
18,University of Michigan,영어영문학과,학부,2014,/partner/expReport.asp?id=7543&page=3&bgbn=R,1
17,벌써부터 그리운 U of M에서의 1년,영어영문학과,학부,2014,/partner/expReport.asp?id=7542&page=3&bgbn=R,0
16,교환학생보고서,심리학과,학부,2012,/partner/expReport.asp?id=6838&page=3&bgbn=R,0
15,미시간에서의 2012,정치외교학과,학부,2012,/partner/expReport.asp?id=6458&page=3&bgbn=R,1
14,미시건 대학교 교환 생활-2012 가을,경영학과,학부,2012,/partner/expReport.asp?id=6245&page=3&bgbn=R,0
13,UofM에서 행복했던 2012가을학기!,의류환경학과,학부,2012,/partner/expReport.asp?id=6011&page=3&bgbn=R,1
12,파견 경험,경영대학,학부,2008,/partner/expReport.asp?id=3539&page=3&bgbn=R,1
11,University of Michigan,경영학전공,학부,2003,/partner/expReport.asp?id=1358&page=3&bgbn=R,1
10,U of M,의예과,학부,2003,/partner/expReport.asp?id=1035&page=3&bgbn=R,1
9,경험보고서,경영학전공,학부,2002-2003,/partner/expReport.asp?id=979&page=3&bgbn=R,0
8,다녀왔습니다.,정치외교학과,학부,2002-2003,/partner/expReport.asp?id=919&page=4&bgbn=R,1
7,교환학생 경험 보고서,인문학부,학부,2002,/partner/expReport.asp?id=726&page=4&bgbn=R,0
6,U of MIchigan - 노제훈,경영학전공,학부,1999,/partner/expReport.asp?id=619&page=4&bgbn=R,1
5,U of MIchigan - 최혜원,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=605&page=4&bgbn=R,1
4,U of Michigan - 김규화,상경계열,학부,2001-2002,/partner/expReport.asp?id=540&page=4&bgbn=R,1
3,U of Michigan-이진,법학과,학부,2000-2001,/partner/expReport.asp?id=320&page=4&bgbn=R,1
2,UNIVERSITY OF MICHIGAN,사회학전공,학부,2000,/partner/expReport.asp?id=265&page=4&bgbn=R,1
1,U of Michigan-이수진,상경계열,학부,1999-2000,/partner/expReport.asp?id=103&page=4&bgbn=R,1
