No,제목,학과,과정,년도,href,BERT_SCORE
12,기대와는 조금 달랐던 바쓰에서의 교환 생활,UD 경제학과,학부,2019,/partner/expReport.asp?id=16224&page=1&bgbn=R,1
11,너무나 행복했던 바스에서의 한 학기,영어영문학과,학부,2019,/partner/expReport.asp?id=16218&page=1&bgbn=R,1
10,바스에서의 여유로운 생활,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=16156&page=1&bgbn=R,1
9,Bath에서의 1년간의 교환생활,사회학과,학부,2018-2019,/partner/expReport.asp?id=15753&page=1&bgbn=R,0
8,바쓰대학교 파견보고서,국제학과,학부,2018,/partner/expReport.asp?id=15017&page=1&bgbn=R,1
7,University of Bath 경험보고서,체육교육학과,학부,2017,/partner/expReport.asp?id=14733&page=1&bgbn=R,1
6,파견대학 경험보고서 - 영국 University of Bath,문과대학 영어영문학,학부,2017,/partner/expReport.asp?id=14703&page=1&bgbn=R,1
5,University of Bath에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=14285&page=1&bgbn=R,1
4,아름다운 도시 바스,영어영문학과,학부,2017,/partner/expReport.asp?id=14189&page=1&bgbn=R,1
3,University of bath,대기과학과,학부,2016,/partner/expReport.asp?id=13695&page=1&bgbn=R,1
2,잊을 수 없는 바스대학교에서의 한 학기!!,응용통계학과,학부,2016,/partner/expReport.asp?id=13314&page=2&bgbn=R,1
1,University of Bath,언더우드국제대학 경제학,학부,2016,/partner/expReport.asp?id=13300&page=2&bgbn=R,1
