No,제목,학과,과정,년도,href,BERT_SCORE
68,잊지못할 파리에서의 반년,응용통계학과,학부,2018,/partner/expReport.asp?id=16081&page=1&bgbn=R,0
67,시앙스포에서 일년,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=16019&page=1&bgbn=R,0
66,파리에서 한학기,언더우드 국제대 지속개발협력,학부,2018,/partner/expReport.asp?id=16009&page=1&bgbn=R,1
65,파리에 부친 편지,불어불문학과,학부,2019,/partner/expReport.asp?id=15986&page=1&bgbn=R,0
64,Sciences Po 파리 봄학기 후기,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=15898&page=1&bgbn=R,0
63,꼭 파리에 안가도 돼요~,국제통상학,학부,2018,/partner/expReport.asp?id=15517&page=1&bgbn=R,0
62,파리도 다 사람 사는 곳인데 그냥 사는거죠 뭐,정치외교학과,학부,2018,/partner/expReport.asp?id=15389&page=1&bgbn=R,1
61,아는 만큼 보이는 파리. 적극적인 태도가 필요한 삶.,사학과,학부,2018,/partner/expReport.asp?id=15149&page=1&bgbn=R,1
60,오랜 꿈을 이룰 수 있게 해준 시앙스포 파리에서의 한 학기,언더우드국제대 정치외교,학부,2017,/partner/expReport.asp?id=14801&page=1&bgbn=R,1
59,프랑스 최고의 학교에서 보낸 값진 한 학기 교환생활,정치외교학과,학부,2017,/partner/expReport.asp?id=14793&page=1&bgbn=R,1
58,하루하루 꿈 같던 파리에서의 한 학기,정치외교학과,학부,2017,/partner/expReport.asp?id=14557&page=2&bgbn=R,1
57,파리에서의 한 학기,불어불문학과,학부,2017,/partner/expReport.asp?id=14495&page=2&bgbn=R,0
56,"지중해 근처의 휴양도시, 남부 프로방스에 위치한 Sciences Po Aix에서의 한학기",행정학과,학부,2016,/partner/expReport.asp?id=13776&page=2&bgbn=R,1
55,SciencesPo Paris,문헌정보학과,학부,2016,/partner/expReport.asp?id=13192&page=2&bgbn=R,1
54,파리에서의 한 학기를 마치며,언더우드 국제대학 아시아학과,학부,2016,/partner/expReport.asp?id=13104&page=2&bgbn=R,1
53,파리에서의 멋진 학기,언더우드 국제대학 국제학과,학부,2016,/partner/expReport.asp?id=13089&page=2&bgbn=R,0
52,파리의 심장부에서의 잊지 못할 한 학기,정치외교학과,학부,2015,/partner/expReport.asp?id=12823&page=2&bgbn=R,1
51,잊지 못할 시앙스포에서의 교환 생활,불어불문학과,학부,2015,/partner/expReport.asp?id=12822&page=2&bgbn=R,0
50,"아름다운 도시 파리, 그리고 시앙스포에서의 소중한 한 학기",정치외교학과,학부,2016,/partner/expReport.asp?id=12814&page=2&bgbn=R,1
49,파리의 사람들,영어영문학과,학부,2013,/partner/expReport.asp?id=12362&page=2&bgbn=R,1
48,삶의 관점을 바꾸어 둔 교환학생 생활,언더우드대학 정치외교학,학부,2015,/partner/expReport.asp?id=12249&page=3&bgbn=R,0
47,"프랑스 일류 대학 시앙스포, 좋았지만 아쉬웠던 부분들",경제학과,학부,2015,/partner/expReport.asp?id=12069&page=3&bgbn=R,0
46,매일 매일이 빛나던 한 학기,불어불문학과,학부,2014,/partner/expReport.asp?id=11889&page=3&bgbn=R,1
45,세계의 인재들과 함께했던 잊지못할 한 학기,사학과,학부,2014,/partner/expReport.asp?id=11812&page=3&bgbn=R,1
44,Sciences Po에서의 두학기,언더우드국제대학,학부,2013-2014,/partner/expReport.asp?id=7282&page=3&bgbn=R,1
43,A moveable feast,언더우드국제대학,학부,2013-2014,/partner/expReport.asp?id=7170&page=3&bgbn=R,0
42,최고의 휴가 Paris,국제대학 정치외교학과,학부,2013,/partner/expReport.asp?id=7023&page=3&bgbn=R,0
41,즐겁고 행복했던 파리에서의 교환학생 생활 ! :),불어불문학,학부,2013,/partner/expReport.asp?id=7005&page=3&bgbn=R,1
40,"au-revoir, paris",건축학과(5년제),학부,2012,/partner/expReport.asp?id=6747&page=3&bgbn=R,1
39,시앙스포에서의 한 학기,불어불문학과,학부,2013,/partner/expReport.asp?id=6727&page=3&bgbn=R,0
38,아름다운 도시 파리,불어불문학과,학부,2012-2013,/partner/expReport.asp?id=6685&page=4&bgbn=R,1
37,내 생활을 완전히 바꾸어놓은 파리에서의 한 학기,신과대학 신학과,학부,2013,/partner/expReport.asp?id=6541&page=4&bgbn=R,1
36,가장 느끼고 얻은 게 많았던 지난 5개월,문헌정보학과,학부,2013,/partner/expReport.asp?id=6531&page=4&bgbn=R,1
35,5개월간의 파리를 추억하며,경제학과,학부,2013,/partner/expReport.asp?id=6478&page=4&bgbn=R,0
34,"Sciences Po, Paris 에서의 한 학기",정치외교학과,학부,2012,/partner/expReport.asp?id=6378&page=4&bgbn=R,1
33,그리운 파리,경영학과,학부,2012,/partner/expReport.asp?id=6284&page=4&bgbn=R,1
32,최고였던 파리의 대학 생활,경영학과,학부,2012,/partner/expReport.asp?id=6283&page=4&bgbn=R,0
31,Oh Paris ♩♩♩,UIC CLC,학부,2012,/partner/expReport.asp?id=6234&page=4&bgbn=R,0
30,박물관에서 미래를 보다,정치외교학과,학부,2012,/partner/expReport.asp?id=6151&page=4&bgbn=R,1
29,추억으로 남을 한 학기,의류환경학과,학부,2011,/partner/expReport.asp?id=5937&page=4&bgbn=R,0
28,잊을 수 없는 빠리에서의 한학기,생활디자인학과,학부,2011,/partner/expReport.asp?id=5774&page=5&bgbn=R,1
27,시앙스포에서의 한 학기,언더우드국제대학 정치외교학과,학부,2011,/partner/expReport.asp?id=5636&page=5&bgbn=R,0
26,Paris,"Well-being Tel. Room 315, Seodaemungu, Changcheondong, 52-134, Seoul",학부,2011,/partner/expReport.asp?id=5629&page=5&bgbn=R,0
25,"프랑스 최고 수재들이 모인 그랑제꼴, 시엉스포",경영학과,학부,2011,/partner/expReport.asp?id=5507&page=5&bgbn=R,0
24,Sciences-po 에서의 1년,불어불문학과,학부,2011,/partner/expReport.asp?id=5493&page=5&bgbn=R,0
23,Sciences-Po,정치외교학과,학부,2011,/partner/expReport.asp?id=5438&page=5&bgbn=R,0
22,파리 중심에서의 학교생활을 꿈꾼다면,경제학과,학부,2011,/partner/expReport.asp?id=5361&page=5&bgbn=R,1
21,힘들었고 그만큼 보람도 느낀 애증의 science po에서의 1년,경제학과,학부,2010-2011,/partner/expReport.asp?id=5237&page=5&bgbn=R,1
20,파리에서의 빛나는 1년,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5100&page=5&bgbn=R,1
19,애증의 Sciences Po Paris,불어불문학과,학부,2010-2011,/partner/expReport.asp?id=5059&page=5&bgbn=R,0
18,1년동안 파리와의 연애,UIC 경제학과,학부,2009,/partner/expReport.asp?id=4757&page=6&bgbn=R,1
17,Sciences-Po 에서의 봄학기,정치외교학과,학부,2010,/partner/expReport.asp?id=4602&page=6&bgbn=R,1
16,Max (1년)=...,불어불문학과,학부,2006-2007,/partner/expReport.asp?id=2828&page=6&bgbn=R,0
15,Bonjour Sciences Po!,신문방송학과,학부,2007,/partner/expReport.asp?id=2827&page=6&bgbn=R,1
14,sciences-po.. 짧지만은 않앗던 1년,불어불문학과,학부,2006-2007,/partner/expReport.asp?id=2809&page=6&bgbn=R,1
13,"Exchange programme at Sciences Po, Paris, France",GSIS,대학원,2007,/partner/expReport.asp?id=2745&page=6&bgbn=R,0
12,Sciences-Po에서 보낸 1년,경제학과,학부,2005,/partner/expReport.asp?id=2374&page=6&bgbn=R,0
11,씨앙스포에서의 1년,사회계열,학부,2006-2007,/partner/expReport.asp?id=2370&page=6&bgbn=R,0
10,Science-Po,불어불문학과,학부,2005-2006,/partner/expReport.asp?id=2149&page=6&bgbn=R,0
9,파리에서의 길고도 짧았던 일년.,불어불문학과,학부,2005-2006,/partner/expReport.asp?id=2119&page=6&bgbn=R,1
8,빠리에서의 일년,불어불문학과,학부,2004-2005,/partner/expReport.asp?id=1789&page=7&bgbn=R,0
7,빠리에서...벌써 일년.,불어불문학,학부,2004-2005,/partner/expReport.asp?id=1736&page=7&bgbn=R,1
6,"파리의 한 가운데, Sciences-Po",불어불문학전공,학부,2004,/partner/expReport.asp?id=1323&page=7&bgbn=R,1
5,Sciences Po et... Paris,경영학전공,대학원,2003-2004,/partner/expReport.asp?id=1295&page=7&bgbn=R,0
4,프랑스 그랑제콜 - 씨앙스포,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1277&page=7&bgbn=R,0
3,Sciences ponienne.,정치외교학과,학부,2003,/partner/expReport.asp?id=962&page=7&bgbn=R,1
2,Sciences Po 에서의 경험...,사회복지학과,학부,2003,/partner/expReport.asp?id=910&page=7&bgbn=R,1
1,"문화의 도시, 파리에서의 1년",경영학전공,학부,2002-2003,/partner/expReport.asp?id=888&page=7&bgbn=R,1
