No,제목,학과,과정,년도,href,BERT_SCORE
12,Brandeis IBS & Boston,국제학대학원 국제통상전공,대학원,2007,/partner/expReport.asp?id=2694&page=1&bgbn=R,1
11,Brandies에서의 시간들,국제대학원 국제통상,대학원,2007,/partner/expReport.asp?id=2626&page=1&bgbn=R,0
10,Brandeis IBS,국제대학원 국제통상,대학원,2006 fall,/partner/expReport.asp?id=2480&page=1&bgbn=R,1
9,Brandeis IBS,GSIS,대학원,2006,/partner/expReport.asp?id=2031&page=1&bgbn=R,1
8,Brandeis Uni. IBS 교환학생 경험보고서,국제대학원,대학원,2005,/partner/expReport.asp?id=1929&page=1&bgbn=R,0
7,Brandeis University Intl. Business School,국제통상학과,대학원,2005,/partner/expReport.asp?id=1564&page=1&bgbn=R,1
6,교환대학 경험보고서,국제학대학원,대학원,2004,/partner/expReport.asp?id=1316&page=1&bgbn=R,1
5,Brandesi Univ. - 김선경,국제학대학원,대학원,2003,/partner/expReport.asp?id=1116&page=1&bgbn=R,0
4,Brandeis Univ. - 김언정,일반대학원,대학원,2002,/partner/expReport.asp?id=678&page=1&bgbn=R,1
3,Brandeis Univ. - 김언정,일반대학원,대학원,2002,/partner/expReport.asp?id=657&page=1&bgbn=R,1
2,philomel73@hotmail.com,경영학전공,학부,2001,/partner/expReport.asp?id=405&page=2&bgbn=R,1
1,Brandeis Univ.-이재상,경영학전공,대학원,2001,/partner/expReport.asp?id=348&page=2&bgbn=R,1
