No,제목,학과,과정,년도,href,BERT_SCORE
39,안녕 워싱턴 디씨,언더우드학부 국제학과,학부,2019-2020,/partner/expReport.asp?id=16583&page=1&bgbn=R,0
38,워싱턴 디씨에서의 한학기,언더우드학부 정치외교학과,학부,2019,/partner/expReport.asp?id=16197&page=1&bgbn=R,1
37,많은 경험을 할 수 있었던 디씨에서의 한 학기,언더우드학부 정치외교학과,학부,2019,/partner/expReport.asp?id=16102&page=1&bgbn=R,0
36,많은 생각을 하게 했던 디씨에서의 1년,언더우드학부 정치외교학과,학부,2019,/partner/expReport.asp?id=16092&page=1&bgbn=R,0
35,워싱턴 디씨,영어영문학과,학부,2019,/partner/expReport.asp?id=16077&page=1&bgbn=R,1
34,아름다운 디씨에서의 한 학기,경영학과,학부,2019,/partner/expReport.asp?id=16004&page=1&bgbn=R,0
33,Unforgettable Experience in the Heart of D.C.,UIC PSIR,학부,2018-2019,/partner/expReport.asp?id=15598&page=1&bgbn=R,1
32,가지 않았다면 후회했을 교환학기,경영학과,학부,2018,/partner/expReport.asp?id=14930&page=1&bgbn=R,1
31,잊을 수 없는 교환학기,경제학부,학부,2018,/partner/expReport.asp?id=14792&page=1&bgbn=R,1
30,나를 찾을 수 있었던 시간,언더우드학부 경제학과,학부,2018,/partner/expReport.asp?id=14785&page=1&bgbn=R,1
29,디씨에서의 즐거웠던 한 학기!,불어불문학과,학부,2017,/partner/expReport.asp?id=14607&page=2&bgbn=R,1
28,교환학생은 '처음'이다.,경영학과,학부,2017,/partner/expReport.asp?id=14394&page=2&bgbn=R,1
27,잊지 못할 디씨에서의 한 학기,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=14191&page=2&bgbn=R,1
26,"영화 포레스트 검프 속 그곳, 워싱턴 디씨에서의 한학기",영어영문학과,학부,2017,/partner/expReport.asp?id=14177&page=2&bgbn=R,1
25,디씨에서의 한 학기,경영학과,학부,2017,/partner/expReport.asp?id=14057&page=2&bgbn=R,1
24,잊지 못할 Washington D.C.에서의 한 학기 :),불어불문학과,학부,2015,/partner/expReport.asp?id=14028&page=2&bgbn=R,1
23,"나를 두 뼘 더 성장시켜준 그 곳, Washington DC",영어영문학/ 정치외교학,학부,2016~2017,/partner/expReport.asp?id=13803&page=2&bgbn=R,1
22,미국의 문명을 제대로 느껴보자! 동부 올킬 한학기,UIC,학부,2016,/partner/expReport.asp?id=13619&page=2&bgbn=R,1
21,디씨에서의 한학기 :),정치외교학과,학부,2015,/partner/expReport.asp?id=12900&page=2&bgbn=R,1
20,"""Hail to the Buff and Blue!"" - 조지워싱턴대학교에서의 한학기",노어노문학과,학부,2015,/partner/expReport.asp?id=12714&page=2&bgbn=R,1
19,디씨에서의 잊을 수 없는 한 학기,사회과학대학 정치외교학과,학부,2015,/partner/expReport.asp?id=12242&page=3&bgbn=R,1
18,디씨에서의 1년,국제학과,학부,2014,/partner/expReport.asp?id=8642&page=3&bgbn=R,0
17,조지워싱턴대에서의 교환학생 한학기,경제학과,학부,2014,/partner/expReport.asp?id=7077&page=3&bgbn=R,0
16,DC에서의 한학기,경제학과,학부,2013,/partner/expReport.asp?id=6647&page=3&bgbn=R,1
15,디씨에서의 짧고 길었던 한학기,경영학과,학부,2013,/partner/expReport.asp?id=6426&page=3&bgbn=R,1
14,Fantastic Semester at GWU,경제학부,학부,2013,/partner/expReport.asp?id=6319&page=3&bgbn=R,1
13,디씨에서 꿈을 꾸다.,경영학과,학부,2010-2011,/partner/expReport.asp?id=5105&page=3&bgbn=R,1
12,디씨에서의 일년,경영학과,학부,2010-2011,/partner/expReport.asp?id=4965&page=3&bgbn=R,1
11,너무나도 행복했던 조지워싱턴 대학에서의 1년:),행정학과,학부,2010-2011,/partner/expReport.asp?id=4859&page=3&bgbn=R,1
10,꿈과 같은 한학기,UIC 정치외교,학부,2010,/partner/expReport.asp?id=4813&page=3&bgbn=R,1
9,"세계의 중심에서 성장하고 싶다면,",영어영문/정치외교,학부,08-09,/partner/expReport.asp?id=4590&page=4&bgbn=R,1
8,조지워싱턴대학교 교환학생 방문 후기,국제학,학부,2008-2009,/partner/expReport.asp?id=3906&page=4&bgbn=R,0
7,GWU에서의 잊을 수 없는 1년,영어영문학과,학부,2008,/partner/expReport.asp?id=3551&page=4&bgbn=R,1
6,GW에서 보낸 행복했던 3학년 교환학생 시절♡,경영학과,학부,2008,/partner/expReport.asp?id=3476&page=4&bgbn=R,1
5,The George Washington University,영어영문학과,학부,2007,/partner/expReport.asp?id=2949&page=4&bgbn=R,1
4,내 인생의 또 한번의 전환점,경영학과,학부,2006-2007,/partner/expReport.asp?id=2571&page=4&bgbn=R,1
3,GWU 경험보고서,상경계열,학부,2004,/partner/expReport.asp?id=1650&page=4&bgbn=R,0
2,GW Univ,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1178&page=4&bgbn=R,1
1,George Washington Univ. - 박정민,경영학전공,학부,2001,/partner/expReport.asp?id=432&page=4&bgbn=R,1
