No,제목,학과,과정,년도,href,BERT_SCORE
13,CSUN의 한 학기,작곡,학부,2015,/partner/expReport.asp?id=12468&page=1&bgbn=R,0
12,꼭 다시 돌아가고싶은 행복한 노스릿지에서의 생활!!,의류환경학과,학부,2014,/partner/expReport.asp?id=10755&page=1&bgbn=R,1
11,너무 그리운 Northridge!,의류환경학과,학부,2014,/partner/expReport.asp?id=10727&page=1&bgbn=R,0
10,CSUN에서의 한학기,토목환경공학과,학부,2014,/partner/expReport.asp?id=10700&page=1&bgbn=R,1
9,그립고 또 그리운 CSUN,생활디자인학과,학부,2012,/partner/expReport.asp?id=6731&page=1&bgbn=R,1
8,점점 그리워지는 나의 교환학생 시절,아동가족학과,학부,2010,/partner/expReport.asp?id=5222&page=1&bgbn=R,0
7,CSU에서의 1년,영어영문학과,학부,2010-2011,/partner/expReport.asp?id=5070&page=1&bgbn=R,0
6,CSUN에서의 한학기,의류환경학과,학부,2011,/partner/expReport.asp?id=4935&page=1&bgbn=R,1
5,CSUN에서 한학기 보내기,생화학과,학부,2010,/partner/expReport.asp?id=4536&page=1&bgbn=R,1
4,CSUN에서의 한 학기,전기전자공학부,학부,2008,/partner/expReport.asp?id=3503&page=1&bgbn=R,1
3,CSUN에서의 잊을 수 없는 일년,경영학과,학부,2004-2005,/partner/expReport.asp?id=2539&page=2&bgbn=R,1
2,CSUN에서의 일년,경영학과,학부,2004-2005,/partner/expReport.asp?id=1713&page=2&bgbn=R,1
1,CSU Northridge-민병석,전기전자공학전공,학부,1999-2000,/partner/expReport.asp?id=114&page=2&bgbn=R,0
