No,제목,학과,과정,년도,href,BERT_SCORE
25,소중했던 OSU에서의 한 학기,디자인예술학부,학부,2019,/partner/expReport.asp?id=16114&page=1&bgbn=R,1
24,OSU에서의 한 학기,생활디자인학과,학부,2018,/partner/expReport.asp?id=15148&page=1&bgbn=R,1
23,4개월의 짧지만 좋았던 OSU,생명공학과,학부,2017,/partner/expReport.asp?id=14473&page=1&bgbn=R,1
22,OSU에서의 한 학기,생명공학과,학부,2017,/partner/expReport.asp?id=14412&page=1&bgbn=R,1
21,오하이오에서의 한 학기,정보 인터랙션 디자인,학부,2017,/partner/expReport.asp?id=13975&page=1&bgbn=R,1
20,오하이오에서의 한학기,경제학과,학부,2016,/partner/expReport.asp?id=13602&page=1&bgbn=R,1
19,오하이오주립대에서의 생활에 대하여,심리학과,학부,2016,/partner/expReport.asp?id=13552&page=1&bgbn=R,0
18,2015 AU / Ohio State University,영어영문학과,학부,2015,/partner/expReport.asp?id=12797&page=1&bgbn=R,1
17,"OSU에서 한학기, 즐거웠습니다.",행정학과,학부,2015,/partner/expReport.asp?id=12639&page=1&bgbn=R,1
16,osu가을학기,경제학과,학부,2014,/partner/expReport.asp?id=7520&page=1&bgbn=R,1
15,OSU에서의 가을학기,경영학과,학부,2013,/partner/expReport.asp?id=6762&page=2&bgbn=R,1
14,OSU,경제학과,학부,2013,/partner/expReport.asp?id=6761&page=2&bgbn=R,1
13,잊지못할 OSU,철학과,학부,2011,/partner/expReport.asp?id=5654&page=2&bgbn=R,0
12,OSU경험보고서,경영학과,학부,2011,/partner/expReport.asp?id=5552&page=2&bgbn=R,0
11,OSU에서의 값진 1년,경영학과,학부,2010-2011,/partner/expReport.asp?id=4933&page=2&bgbn=R,0
10,OSU 파견보고서,경영학과/응용통계학과,학부,2010-2011,/partner/expReport.asp?id=4844&page=2&bgbn=R,1
9,Ohio State Univ.,전기전자,학부,2009-2010,/partner/expReport.asp?id=4418&page=2&bgbn=R,1
8,많은 것을 느끼게 해준 OSU의 1년,영어영문학과/경영학과,학부,2009-2010,/partner/expReport.asp?id=4299&page=2&bgbn=R,1
7,OSU 에서의 1년,경영학과,학부,2008-2009,/partner/expReport.asp?id=4011&page=2&bgbn=R,0
6,Ohio State Univ. - 우병원,정치외교학과,학부,2001-2002,/partner/expReport.asp?id=680&page=2&bgbn=R,0
5,Ohio State Univ. - 최민,국제학대학원,대학원,2002,/partner/expReport.asp?id=636&page=3&bgbn=R,1
4,Ohio State Univ. - 김문정,주거환경전공,학부,2001,/partner/expReport.asp?id=454&page=3&bgbn=R,1
3,Ohio State Univ. - 최문우,경제학전공,학부,2000-2001,/partner/expReport.asp?id=373&page=3&bgbn=R,1
2,Ohio State Univ.-김은지,생활과학부,학부,1998-1999,/partner/expReport.asp?id=63&page=3&bgbn=R,1
1,Ohio State Univ.-이정은,신문방송학과,학부,1996-1997,/partner/expReport.asp?id=28&page=3&bgbn=R,0
