No,제목,학과,과정,년도,href,BERT_SCORE
35,시라큐스에서의 한 학기,행정학과,학부,2020,/partner/expReport.asp?id=16569&page=1&bgbn=R,1
34,"시라큐스에서의 여름, 가을, 겨울",정치외교학과,학부,2019,/partner/expReport.asp?id=16086&page=1&bgbn=R,1
33,Syracuse University,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15786&page=1&bgbn=R,0
32,시라큐스에서의 두 학기,아시아학과,학부,2018-2019,/partner/expReport.asp?id=15537&page=1&bgbn=R,1
31,소박한 시라큐스에서의 가을학기,경영학과,학부,2018,/partner/expReport.asp?id=15212&page=1&bgbn=R,1
30,시라큐스 교환학생 보고서,영어영문학,학부,2018,/partner/expReport.asp?id=15065&page=1&bgbn=R,0
29,Syracuse에서의 한 학기.,건축학과,학부,2018,/partner/expReport.asp?id=15054&page=1&bgbn=R,1
28,계속 생각나는 경험,기계공학과,학부,2017-2018,/partner/expReport.asp?id=15040&page=1&bgbn=R,1
27,기억에 남을 시라큐스에서의 한 학기,경영학과,학부,2016,/partner/expReport.asp?id=13973&page=1&bgbn=R,0
26,시라큐스에서 즐거운 1학기,UD Econ,학부,2016,/partner/expReport.asp?id=13871&page=1&bgbn=R,1
25,시라큐스에서의 1년,실내건축학과,학부,2015-2016,/partner/expReport.asp?id=13390&page=2&bgbn=R,0
24,시라큐스에서의 새로운 경험,사회복지학과,학부,2016,/partner/expReport.asp?id=12983&page=2&bgbn=R,1
23,눈 속에서 배우고 성장했던 시라큐스에서의 한 학기,문화인류학과,학부,2016,/partner/expReport.asp?id=12960&page=2&bgbn=R,1
22,시러큐스에서 일년,행정학과,학부,2015-2016,/partner/expReport.asp?id=12909&page=2&bgbn=R,0
21,시라큐스에서의 두 학기,경제학과,학부,2014-2015,/partner/expReport.asp?id=12168&page=2&bgbn=R,1
20,춥지만 재미있었던 SYRACUSE,시스템 생물학과,학부,2015,/partner/expReport.asp?id=12166&page=2&bgbn=R,1
19,Syracuse University에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=12136&page=2&bgbn=R,1
18,SU에서의 일년,경영학과,학부,2014-2015,/partner/expReport.asp?id=12004&page=2&bgbn=R,0
17,Syracuse University에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=11922&page=2&bgbn=R,1
16,SU,행정학과,학부,2014,/partner/expReport.asp?id=10669&page=2&bgbn=R,0
15,SU에서 보낸 한학기,정치외교학과,학부,2010,/partner/expReport.asp?id=6552&page=3&bgbn=R,1
14,SU에서의 잊지 못할 한학기,행정학과,학부,2012,/partner/expReport.asp?id=5505&page=3&bgbn=R,1
13,Syracuse University에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5496&page=3&bgbn=R,1
12,시라큐스,신문방송,학부,2011,/partner/expReport.asp?id=5396&page=3&bgbn=R,0
11,시라큐스 대학,철학,대학원,2010-2010,/partner/expReport.asp?id=4856&page=3&bgbn=R,0
10,Syracuse University 에서의 일년,경영학과,학부,2009-2010,/partner/expReport.asp?id=4237&page=3&bgbn=R,1
9,Syracuse 에서의 1년,경영학과,학부,2009,/partner/expReport.asp?id=4080&page=3&bgbn=R,0
8,Syracuse University,법,학부,2008,/partner/expReport.asp?id=3631&page=3&bgbn=R,0
7,시라큐스대학원 교환학생 경험보고서,국제대학원 국제협력,대학원,2007,/partner/expReport.asp?id=3282&page=3&bgbn=R,0
6,Syracuse University !,신문방송학과,학부,2006,/partner/expReport.asp?id=2338&page=3&bgbn=R,1
5,Syracuse University,행정학과,학부,2005-2006,/partner/expReport.asp?id=2122&page=4&bgbn=R,0
4,Syracuse University,인지과학 협동과정,대학원,2005,/partner/expReport.asp?id=1629&page=4&bgbn=R,0
3,후회없는 선택--값진 경험과 추억,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1239&page=4&bgbn=R,1
2,Syracuse University,경영학전공,학부,2002-2003,/partner/expReport.asp?id=973&page=4&bgbn=R,0
1,Syracuse Univ. 를 다녀와서..,상경대학,학부,2002,/partner/expReport.asp?id=717&page=4&bgbn=R,0
