No,제목,학과,과정,년도,href,BERT_SCORE
22,분두라에서 살아남기,불어불문학과,학부,2015,/partner/expReport.asp?id=12914&page=1&bgbn=R,1
21,정말 기억에 남을 멜버른에서의 추억,영어영문학과,학부,2015,/partner/expReport.asp?id=12647&page=1&bgbn=R,1
20,한 학기 동안의 교환학생 경험,심리학과,학부,2015,/partner/expReport.asp?id=12396&page=1&bgbn=R,0
19,melbourne에서의 한 학기를 마치고..,전기전자공학과,학부,2014-2,/partner/expReport.asp?id=8662&page=1&bgbn=R,1
18,Melbourne 에서 잊지 못할 1년.,경영학과,학부,2014,/partner/expReport.asp?id=7526&page=1&bgbn=R,1
17,La Trobe 정말 소중했던 시간들..,물리치료학과,학부,2013-2014,/partner/expReport.asp?id=7197&page=1&bgbn=R,1
16,La Trobe 그리고 나의 2학년,경영학과,학부,2013,/partner/expReport.asp?id=6608&page=1&bgbn=R,1
15,I LOVE MELBOURNE!!!♥,불어불문학과,학부,2011,/partner/expReport.asp?id=5529&page=1&bgbn=R,1
14,아직도 그리운 La Trobe에서의 여유로움,교육학과,학부,2010-2011,/partner/expReport.asp?id=5211&page=1&bgbn=R,1
13,"신촌 대학생, 별이 빛나는 벤디고로!",생활디자인,학부,2010-2011,/partner/expReport.asp?id=5078&page=1&bgbn=R,1
12,Latrobe에서의 한학기,생물학과,학부,2007,/partner/expReport.asp?id=3087&page=2&bgbn=R,1
11,"축제와 이벤트의 도시 멜번, 그리고 라트로브",신문방송학과,학부,2008,/partner/expReport.asp?id=2732&page=2&bgbn=R,1
10,소중한 시간 소중한 기억 La Trobe,교육학과,학부,2005-2006,/partner/expReport.asp?id=2161&page=2&bgbn=R,1
9,La Trobe에서의 1년.,영어영문학전공,학부,2004,/partner/expReport.asp?id=1444&page=2&bgbn=R,0
8,나에게 소중한 추억을 만들어준 La Trobe,영어영문학전공,학부,2003,/partner/expReport.asp?id=1123&page=2&bgbn=R,1
7,La Trobe - The Place 2 Be!,영어영문학전공,학부,2003,/partner/expReport.asp?id=1055&page=2&bgbn=R,0
6,La Trobe에서 보낸 두 학기,인문학부,학부,2002,/partner/expReport.asp?id=741&page=2&bgbn=R,0
5,La Trobe Univ. - 임정희,신문방송학과,학부,2002,/partner/expReport.asp?id=574&page=2&bgbn=R,0
4,La Trobe Univ. - 박선미,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=552&page=2&bgbn=R,1
3,La Trobe Univ.-이정미,행정학과,학부,2000-2001,/partner/expReport.asp?id=334&page=2&bgbn=R,1
2,La Trobe Univ.-조희선,영어영문학전공,학부,1999,/partner/expReport.asp?id=276&page=3&bgbn=R,0
1,La Trobe Univ.-정성욱,금속시스템공학전공,학부,1998,/partner/expReport.asp?id=25&page=3&bgbn=R,0
