No,제목,학과,과정,년도,href,BERT_SCORE
10,cornell college,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=860&page=1&bgbn=R,1
9,경험 보고서,상경계열,학부,2002-2003,/partner/expReport.asp?id=848&page=1&bgbn=R,1
8,Cornell College - 김선희,경영학전공,학부,2001-2002,/partner/expReport.asp?id=642&page=1&bgbn=R,1
7,Cornell College - 정연아,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=590&page=1&bgbn=R,1
6,Cornell College - 길은혜,신문방송학과,학부,2001,/partner/expReport.asp?id=420&page=1&bgbn=R,1
5,Cornell College - 최은정,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=378&page=1&bgbn=R,1
4,Cornell College - 이형근,국제관계학전공,학부,2000,/partner/expReport.asp?id=375&page=1&bgbn=R,1
3,Cornell College-김지연,영어영문학전공,학부,2001,/partner/expReport.asp?id=308&page=1&bgbn=R,1
2,Cornelll College-김우경,경영학전공,학부,2000,/partner/expReport.asp?id=237&page=1&bgbn=R,1
1,Cornell College-박윤경,인문학부,학부,2000-2001,/partner/expReport.asp?id=197&page=1&bgbn=R,1
