No,제목,학과,과정,년도,href,BERT_SCORE
49,자유대에서의 한학기,경영학과,학부,2019-2020,/partner/expReport.asp?id=16393&page=1&bgbn=R,1
48,ein Semester als Berliner,독어독문학과,학부,2019-2020,/partner/expReport.asp?id=16292&page=1&bgbn=R,1
47,베를린 자유대학교에서의 한 학기,독어독문학과,학부,2019-2020,/partner/expReport.asp?id=16283&page=1&bgbn=R,1
46,자유대에서의 한 학기,독어독문학과,학부,2019-2020,/partner/expReport.asp?id=16274&page=1&bgbn=R,1
45,FU Berlin에서의 소중한 한 학기,독어독문학과,학부,2019,/partner/expReport.asp?id=16034&page=1&bgbn=R,1
44,베를린에서의 한 학기,독어독문학,학부,2019,/partner/expReport.asp?id=16033&page=1&bgbn=R,1
43,베를린에서의 한 학기,독어독문학과,학부,2019,/partner/expReport.asp?id=16032&page=1&bgbn=R,1
42,뜻 깊은 1년이었습니다.,독어독문학과,학부,2018-2019,/partner/expReport.asp?id=16008&page=1&bgbn=R,1
41,베를린 재밌음~!~!~!~!~!~!,독어독문학과,학부,2018-2019,/partner/expReport.asp?id=15531&page=1&bgbn=R,1
40,베를린 자유대에서의 한학기,독어독문학과,학부,2018,/partner/expReport.asp?id=15053&page=1&bgbn=R,1
39,"한 번쯤 꼭 가봐야 할 곳, 베를린",독어독문,학부,2018,/partner/expReport.asp?id=15051&page=2&bgbn=R,1
38,"Arm aber sexy, Berlin",독어독문학과,학부,2018,/partner/expReport.asp?id=14993&page=2&bgbn=R,0
37,매력적인 도시 베를린. 베를린 자유대 교환학생 보고서,독어독문학과,학부,2017,/partner/expReport.asp?id=14203&page=2&bgbn=R,1
36,낯선 도시 베를린에서의 한 학기,생활디자인학과,학부,2016,/partner/expReport.asp?id=13355&page=2&bgbn=R,1
35,정말 유익하고 알차게 보냈던 베를린자유대학교에서의 한 학기,독어독문학과,학부,2015-2016,/partner/expReport.asp?id=12842&page=2&bgbn=R,1
34,FU Berlin에서의 한 학기,독어독문학과,학부,2015-2016,/partner/expReport.asp?id=12747&page=2&bgbn=R,1
33,베를린 자유대학에서의 잊을 수 없는 추억,사학과,학부,2015-2016,/partner/expReport.asp?id=12690&page=2&bgbn=R,1
