No,제목,학과,과정,년도,href,BERT_SCORE
34,모리스에서의 소중한 한 학기,의예과,학부,2016,/partner/expReport.asp?id=13119&page=1&bgbn=R,1
33,잊지 못할 모리스에서의 한학기.,경제학과,학부,2015,/partner/expReport.asp?id=12903&page=1&bgbn=R,1
32,후회하지 않을 모리스에서의 생활!,상경대학 경제학부,학부,2015,/partner/expReport.asp?id=12758&page=1&bgbn=R,1
31,짧고도 길었던 모리스의 일년!,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4208&page=1&bgbn=R,1
30,모리스에서의 일 년,경제학과,학부,2009,/partner/expReport.asp?id=4186&page=1&bgbn=R,1
29,"평화로운 대학교, UMM",경영학과,학부,2009,/partner/expReport.asp?id=4141&page=1&bgbn=R,1
28,"미네소타, 모리스",경제학과,학부,2009,/partner/expReport.asp?id=3678&page=1&bgbn=R,1
27,평화로운 작은 도시 모리스에서,심리학과,학부,2008,/partner/expReport.asp?id=3366&page=1&bgbn=R,1
26,모리스에서의 생활,심리학과,학부,2007-2008,/partner/expReport.asp?id=3259&page=1&bgbn=R,1
25,모리스에서 두 학기:),경영학과,학부,2007-2008,/partner/expReport.asp?id=3171&page=1&bgbn=R,0
24,펼쳐진 자유의 냄새에 젖어서,심리학과,학부,2007-2008,/partner/expReport.asp?id=3105&page=2&bgbn=R,1
23,모리스에서의 일 년,경영학과,학부,2007-2008,/partner/expReport.asp?id=3094&page=2&bgbn=R,1
22,모리스에서의 한학기,영어영문학과,학부,2008,/partner/expReport.asp?id=3082&page=2&bgbn=R,1
21,미네소타에서의 생활,경영학과,학부,2005,/partner/expReport.asp?id=2955&page=2&bgbn=R,1
20,잊지못할 모리스에서의 1년,경영학과,학부,2007,/partner/expReport.asp?id=2891&page=2&bgbn=R,1
19,모리스에서의 1년,간호학과,학부,2007,/partner/expReport.asp?id=2854&page=2&bgbn=R,0
18,UMM에서의 한학기.,국어국문학과,학부,2006,/partner/expReport.asp?id=2662&page=2&bgbn=R,1
17,모리스에서의 2학기 ^^,경영학과,학부,2006-2007,/partner/expReport.asp?id=2634&page=2&bgbn=R,1
16,Morris에서의 일년,정치외교학교,학부,2006,/partner/expReport.asp?id=2300&page=2&bgbn=R,1
15,UMM - 진경선,심리학과,학부,2006,/partner/expReport.asp?id=2084&page=2&bgbn=R,1
14,미네소타,경영/경제,학부,2005,/partner/expReport.asp?id=1958&page=3&bgbn=R,1
13,University of Minnesota at Morris,생명과학,학부,2005,/partner/expReport.asp?id=1898&page=3&bgbn=R,1
12,UMM Life~~,경영학과,학부,2005,/partner/expReport.asp?id=1880&page=3&bgbn=R,1
11,Univ.of Minnesota at Morris,경영학과,학부,2004-2005,/partner/expReport.asp?id=1566&page=3&bgbn=R,1
10,미네소타에서의 교환학생 생활,경영학과,학부,2004,/partner/expReport.asp?id=1532&page=3&bgbn=R,0
9,UMM 교환학생 경험보고서,영어영문학전공,학부,2004,/partner/expReport.asp?id=1388&page=3&bgbn=R,0
8,"U of M, Morris",경영학전공,학부,2003,/partner/expReport.asp?id=1093&page=3&bgbn=R,0
7,교환학생 경험보고서,유럽어문학부,학부,2003,/partner/expReport.asp?id=1041&page=3&bgbn=R,0
6,경험 보고서,상경계열,학부,2003,/partner/expReport.asp?id=1020&page=3&bgbn=R,1
5,교환학생 경험보고서,인문학부,학부,2002,/partner/expReport.asp?id=759&page=3&bgbn=R,0
4,U of MInnesotam Morris - 최승만,경영학전공,학부,1999-2000,/partner/expReport.asp?id=622&page=4&bgbn=R,1
3,U of Minnesota-박태영,응용통계학전공,학부,1999-2000,/partner/expReport.asp?id=198&page=4&bgbn=R,1
2,U of Minnesota-최준혁,상경계열,학부,1999-2000,/partner/expReport.asp?id=118&page=4&bgbn=R,1
1,U of Minnesota at Morris-김광환,경제학전공,학부,1998,/partner/expReport.asp?id=33&page=4&bgbn=R,1
