No,제목,학과,과정,년도,href,BERT_SCORE
48,행복했던 베일러에서의 1년,경영학과,학부,2019-2020,/partner/expReport.asp?id=16590&page=1&bgbn=R,1
47,잊지 못할 Baylor에서의 소중한 1년,의류환경학과,학부,2019,/partner/expReport.asp?id=16330&page=1&bgbn=R,1
46,베일러 대학에서의 소중했던 1년,경제학과,학부,2018~2019,/partner/expReport.asp?id=15744&page=1&bgbn=R,1
45,baylor에서의 한학기,계량위험관리,학부,2017,/partner/expReport.asp?id=14414&page=1&bgbn=R,1
44,Baylor에서의 한 학기,의류환경학,학부,2017,/partner/expReport.asp?id=13977&page=1&bgbn=R,1
43,솔직한 후기,식품영양학과,학부,2016,/partner/expReport.asp?id=13616&page=1&bgbn=R,0
42,Baylor에서의 가을,신학과,학부,2016,/partner/expReport.asp?id=13460&page=1&bgbn=R,1
41,Baylor에서의 한 학기,경제학부,학부,2016,/partner/expReport.asp?id=12989&page=1&bgbn=R,1
40,베일러 대학교에서의 한 학기,경제학과,학부,2015,/partner/expReport.asp?id=12605&page=1&bgbn=R,1
39,베일러에서의 1년,의류환경학과,학부,2015,/partner/expReport.asp?id=12493&page=1&bgbn=R,0
38,Baylor에서 보냈던 1년,경영학과,학부,2014-2015,/partner/expReport.asp?id=12134&page=2&bgbn=R,1
37,baylor에서의 소중했던 추억,문헌정보학과,학부,2013,/partner/expReport.asp?id=11862&page=2&bgbn=R,1
36,베일러에서의 1년,사회복지학과,학부,2014,/partner/expReport.asp?id=8633&page=2&bgbn=R,0
35,Baylor에서의 한학기,화학과,학부,2014,/partner/expReport.asp?id=8585&page=2&bgbn=R,1
34,행복했던 Baylor 에서의 생활,신소재 공학과,학부,2014,/partner/expReport.asp?id=7555&page=2&bgbn=R,1
33,베일러에서의 한학기,사회학과,학부,2013,/partner/expReport.asp?id=6775&page=2&bgbn=R,1
32,Baylor에서의 최고의 1년,경제학과,학부,2012,/partner/expReport.asp?id=6023&page=2&bgbn=R,1
31,Baylor에서의 1년,경영학과,학부,2012,/partner/expReport.asp?id=5985&page=2&bgbn=R,1
30,베일러에서의 교환생활,응용통계학과,학부,2012,/partner/expReport.asp?id=5614&page=2&bgbn=R,0
29,베일러에서의 한학기,경제학부,학부,2012,/partner/expReport.asp?id=5593&page=2&bgbn=R,1
28,소중했던 Baylor에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5548&page=3&bgbn=R,1
27,베일러에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5296&page=3&bgbn=R,1
26,베일러에서의 잊지못할 소중한 1년.,심리학과,학부,2010-2011,/partner/expReport.asp?id=5084&page=3&bgbn=R,1
25,벌써 그리운 베일러대학,기계공학과,학부,2011,/partner/expReport.asp?id=5041&page=3&bgbn=R,0
24,감사했던 베일러에서의 한 학기,심리학과,학부,2011,/partner/expReport.asp?id=5015&page=3&bgbn=R,1
23,베일러에서의 잊을 수 없는 한학기!,생물학과,학부,2010,/partner/expReport.asp?id=4653&page=3&bgbn=R,1
22,Baylor 에서 보낸 5개월,경영학과,학부,2010,/partner/expReport.asp?id=4340&page=3&bgbn=R,1
21,Baylor University 경험보고서,경제학과,학부,2010,/partner/expReport.asp?id=4257&page=3&bgbn=R,1
20,"감사했던 생활, Baylor에서 :)",경영학과,학부,2008-2009,/partner/expReport.asp?id=3562&page=3&bgbn=R,1
19,Baylor에서의 생활,경영학과,학부,2007,/partner/expReport.asp?id=3461&page=3&bgbn=R,1
18,소중한 경험과 추억_Baylor에서의 한 학기,경영학과,학부,2008,/partner/expReport.asp?id=3305&page=4&bgbn=R,1
17,Baylor에서의 잊을 수 없는 한학기,의예과,학부,2007,/partner/expReport.asp?id=2857&page=4&bgbn=R,1
16,Baylor University,의예과,학부,2006,/partner/expReport.asp?id=2296&page=4&bgbn=R,1
15,Baylor Univ. - 경험보고서-,사회복지학과,학부,2006,/partner/expReport.asp?id=2127&page=4&bgbn=R,1
14,텍사스에서의 즐거운 한학기,의예,학부,2005,/partner/expReport.asp?id=1829&page=4&bgbn=R,1
13,경험보고서,주거환경학과,학부,2005,/partner/expReport.asp?id=1559&page=4&bgbn=R,1
12,경험보고서,,대학원,2004,/partner/expReport.asp?id=1516&page=4&bgbn=R,1
11,경험보고서,심리학전공,학부,2004,/partner/expReport.asp?id=1242&page=4&bgbn=R,1
10,경험보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1151&page=4&bgbn=R,1
9,Baylor Univ. - 이은정,신문방송학과,학부,2003,/partner/expReport.asp?id=1048&page=4&bgbn=R,1
8,Baylor Univ.-이수영,정치외교학과,학부,2002,/partner/expReport.asp?id=718&page=5&bgbn=R,1
7,Baylor Univ. - 신혜린,심리학전공,대학원,2001,/partner/expReport.asp?id=403&page=5&bgbn=R,1
6,Baylor Univ. - 김은경,영어영문학전공,학부,2001,/partner/expReport.asp?id=402&page=5&bgbn=R,1
5,Baylor Univ. - 주영은,경영학전공,학부,2001,/partner/expReport.asp?id=382&page=5&bgbn=R,1
4,Baylor Univ.-윤지영,영어영문학전공,학부,2000,/partner/expReport.asp?id=250&page=5&bgbn=R,1
3,Baylor Univ.-권오진,경영학전공,학부,2000-2001,/partner/expReport.asp?id=232&page=5&bgbn=R,1
2,Baylor Univ.-손현호,경영학전공,학부,1999,/partner/expReport.asp?id=83&page=5&bgbn=R,1
1,Baylor Univ.-박정주,생활과학부,학부,1998-1999,/partner/expReport.asp?id=52&page=5&bgbn=R,1
