No,제목,학과,과정,년도,href,BERT_SCORE
22,정말 행복했던 Washington College에서의 힐링타임 :),의류환경학과,학부,2019-2,/partner/expReport.asp?id=16510&page=1&bgbn=R,1
21,이보다 알찰 수 없던 최고의 선택,경영학과,학부,2019-2,/partner/expReport.asp?id=16320&page=1&bgbn=R,1
20,WAC에서의 여유로웠던 가을학기,아시아학과,학부,2019,/partner/expReport.asp?id=16154&page=1&bgbn=R,1
19,영어실력 확실히 늘려올 수 있습니다.,생명공학,학부,2017,/partner/expReport.asp?id=14424&page=1&bgbn=R,1
18,최고의 선택,영어영문학과,학부,2015-2016,/partner/expReport.asp?id=13716&page=1&bgbn=R,1
17,소중한 기억으로 남게될 2016년 가을학기! 미국 동부 교환학생,화공생명공학과,학부,2016,/partner/expReport.asp?id=13580&page=1&bgbn=R,1
16,교환학생에게 이상적인 학교 Washington College,경영학과,학부,2016,/partner/expReport.asp?id=13559&page=1&bgbn=R,0
15,"아름답고 아담한 학교, 유쾌한 사람들, 후회없는 선택.",신학과,학부,2015,/partner/expReport.asp?id=12712&page=1&bgbn=R,1
14,값진 경험을 했던 WAC에서의 한학기!,화학,학부,2015,/partner/expReport.asp?id=11960&page=1&bgbn=R,1
13,알찼던 1년간의 WAC생활,영어영문학과,학부,2014-2015,/partner/expReport.asp?id=11853&page=1&bgbn=R,0
12,인생에서 가장 빛난 2012년,정치외교/경제학,학부,2012,/partner/expReport.asp?id=6006&page=2&bgbn=R,1
11,WAC,경영학과,학부,2009-2010,/partner/expReport.asp?id=5096&page=2&bgbn=R,1
10,즐거웠던 wac 생활!,사학과,학부,2010,/partner/expReport.asp?id=4781&page=2&bgbn=R,1
9,WAC♥,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3583&page=2&bgbn=R,1
8,WAC에서의 1년,사학과,학부,2008,/partner/expReport.asp?id=3392&page=2&bgbn=R,0
7,Your revolution starts here in WAC,사회복지학과,학부,2007,/partner/expReport.asp?id=2978&page=2&bgbn=R,1
6,"아련한 듯 선명한 그리움, 진정한 나의 고향 WAC",영문/정외/외교통상,학부,2006-2007,/partner/expReport.asp?id=2820&page=2&bgbn=R,1
5,"Washington College, what an awesome place!",교육/경제,학부,2005-2006,/partner/expReport.asp?id=2139&page=2&bgbn=R,1
4,"내 대학생활의 전성기, WAC에서의 꿈 같던 시간들...",경영학,학부,2006,/partner/expReport.asp?id=2109&page=2&bgbn=R,1
3,최고의 선택 WAC!,경영학과,학부,2005,/partner/expReport.asp?id=1806&page=2&bgbn=R,1
2,WAC에서의 잊지못할 기억들,상경계열,학부,2004,/partner/expReport.asp?id=1698&page=3&bgbn=R,1
1,파견대학 경험 보고서,정치외교학과,학부,2004,/partner/expReport.asp?id=1466&page=3&bgbn=R,1
