No,제목,학과,과정,년도,href,BERT_SCORE
64,행복했던 UCR에서의 기억,사회학과,학부,2020,/partner/expReport.asp?id=16622&page=1&bgbn=R,1
63,UCR에서의 1학기,영어영문학과,학부,2019,/partner/expReport.asp?id=15745&page=1&bgbn=R,0
62,평생 잊지 못할 캘리포니아에서의 6개월,전기전자공학부,학부,2019,/partner/expReport.asp?id=15695&page=1&bgbn=R,1
61,"UCR에서의 두쿼터, 새로운 곳에서의 새로운 경험",중어중문학과,학부,2018,/partner/expReport.asp?id=14855&page=1&bgbn=R,1
60,UCR에서의 1년,경영학과,학부,2016-2017,/partner/expReport.asp?id=14116&page=1&bgbn=R,0
59,UCR 생활 개관,문과대학 중어중문학과,학부,2016-2017,/partner/expReport.asp?id=14012&page=1&bgbn=R,0
58,"그리운 소도시, 리버사이드",심리학과,학부,2016,/partner/expReport.asp?id=13622&page=1&bgbn=R,1
57,꿈같았던 시간들,경영학과,학부,2016,/partner/expReport.asp?id=13502&page=1&bgbn=R,0
56,내 인생에서 가장 여유로운 시간들,경영학과,학부,2015-2016,/partner/expReport.asp?id=13303&page=1&bgbn=R,1
55,나는 미국에서의 1년을 어떻게 지냈나,기계공학과,학부,2015-2016,/partner/expReport.asp?id=13179&page=1&bgbn=R,1
54,"I took a plane to UCR, but it was be something to do",School of Business,학부,2015-2016,/partner/expReport.asp?id=12998&page=2&bgbn=R,0
53,"I Got Triple A(Amazing, American, Academic)!!",의공학부,학부,2015-2016,/partner/expReport.asp?id=12524&page=2&bgbn=R,1
52,리버사이드에서 1년,동아시아국제학과,학부,2015,/partner/expReport.asp?id=12442&page=2&bgbn=R,0
51,UCR에서의 생활,경영학과,학부,2015,/partner/expReport.asp?id=12438&page=2&bgbn=R,0
50,아직도 잊지못할 UCR에서의 행복,행정학과,학부,2014,/partner/expReport.asp?id=12341&page=2&bgbn=R,1
49,리버사이드에서의 여유로운 시간,경영학과,학부,2015,/partner/expReport.asp?id=12211&page=2&bgbn=R,1
48,매력의 도시 리버사이드!,토목환경공학과,학부,2015,/partner/expReport.asp?id=12209&page=2&bgbn=R,1
47,아직도 그곳의 여유가 그립습니다.,문화인류학과,학부,2014-2015,/partner/expReport.asp?id=12173&page=2&bgbn=R,1
46,Riverside에서의 9개월,경영,학부,2014-2015,/partner/expReport.asp?id=12171&page=2&bgbn=R,1
45,UC Riverside 에서의 2014년,사회학과,학부,2014,/partner/expReport.asp?id=10733&page=2&bgbn=R,1
44,UC Riverside에서의 일년,영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7522&page=3&bgbn=R,1
43,Riverside에서의 1년,심리학,학부,2013-2014,/partner/expReport.asp?id=7284&page=3&bgbn=R,0
42,파견보고서,응용통계학과,학부,2013-2014,/partner/expReport.asp?id=7146&page=3&bgbn=R,1
41,Riverside에서 1년 버티기,심리학과,학부,2013,/partner/expReport.asp?id=6848&page=3&bgbn=R,0
40,Riverside에서의 1년,의공학부,학부,2013-2014,/partner/expReport.asp?id=6843&page=3&bgbn=R,0
39,Riverside에서의 1년,아동가족/정치외교,학부,2013,/partner/expReport.asp?id=6806&page=3&bgbn=R,0
38,UCR,정치외교,학부,2013,/partner/expReport.asp?id=6789&page=3&bgbn=R,0
37,UCR에서 2쿼터 지내기,노어노문학과,학부,2013,/partner/expReport.asp?id=6690&page=3&bgbn=R,0
36,리버사이드에서의 일년,응용통계학과,학부,2012-2013,/partner/expReport.asp?id=6389&page=3&bgbn=R,1
35,UCR,Underwood International College; International Studies Major,학부,2012,/partner/expReport.asp?id=6062&page=3&bgbn=R,0
34,UCR에서의 9개월,경제학과,학부,2011-2012,/partner/expReport.asp?id=5971&page=4&bgbn=R,1
