No,제목,학과,과정,년도,href,BERT_SCORE
89,셰필드에서의 1학기,나노과학공학과,학부,2019-2020,/partner/expReport.asp?id=16679&page=1&bgbn=R,1
88,아쉬웠던 조기귀국과 사이버교환생활,언론홍보영상학부,학부,2020,/partner/expReport.asp?id=16677&page=1&bgbn=R,0
87,행복했던 교환생활,영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16581&page=1&bgbn=R,1
86,언제나 그리운 Sheffield에서의 한 학기,영어영문학과,학부,2018,/partner/expReport.asp?id=16452&page=1&bgbn=R,0
85,환상만 품고 떠나기에는 준비할 것들이 많다.,국어국문학과,학부,2019-2020,/partner/expReport.asp?id=16447&page=1&bgbn=R,0
84,Sheffield 에서의 잊지못할 한학기를 보내고,영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16415&page=1&bgbn=R,1
83,잊지 못할 셰필드에서의 가을학기,영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16404&page=1&bgbn=R,1
82,Sheffield에서 즐거웠던 한 학기,영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16378&page=1&bgbn=R,0
81,너무나 빨리 흘러간 셰필드에서의 한 학기,경제학과,학부,2019,/partner/expReport.asp?id=16322&page=1&bgbn=R,0
80,셰필드에서의 여유로운 생활,영어영문학과,학부,2019,/partner/expReport.asp?id=15945&page=1&bgbn=R,1
79,셰필드에서의 가을학기,화공생명공학과,학부,2017-2018,/partner/expReport.asp?id=15928&page=2&bgbn=R,1
78,셰필드대학교 교환학생(19-1),경제학과,학부,2019,/partner/expReport.asp?id=15850&page=2&bgbn=R,0
77,University of Sheffield,UIC 국제학과,학부,2018-2019,/partner/expReport.asp?id=15677&page=2&bgbn=R,1
76,A semester in Sheffield,국제대-정치외교학과,학부,2019,/partner/expReport.asp?id=15574&page=2&bgbn=R,1
75,행복했던 셰필드 대학에서의 한 학기,심리학과,학부,2018,/partner/expReport.asp?id=15525&page=2&bgbn=R,1
74,셰필드에서 보낸 가을학기,경제학부,학부,2018-2019,/partner/expReport.asp?id=15405&page=2&bgbn=R,1
73,영국에서 한 학기,생명공학과,학부,2018-2019,/partner/expReport.asp?id=15383&page=2&bgbn=R,0
72,University of Sheffield에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=15164&page=2&bgbn=R,1
71,아름다운 셰필드에서의 봄학기,정치외교,학부,2018,/partner/expReport.asp?id=15162&page=2&bgbn=R,1
70,셰필드에서의 가을학기,국제학과,학부,2017-2018,/partner/expReport.asp?id=15078&page=2&bgbn=R,1
69,Sheffield University 2018 Spring Semester,Economics,학부,2018,/partner/expReport.asp?id=15067&page=3&bgbn=R,1
68,University of Sheffield 가을학기,시스템생물학과,학부,2017-2018,/partner/expReport.asp?id=14534&page=3&bgbn=R,1
67,Life in Sheffield,아시아학부,학부,2016,/partner/expReport.asp?id=14294&page=3&bgbn=R,1
66,잊지 못 할 셰필드에서의 값진 경험,경영학과,학부,2016-2017,/partner/expReport.asp?id=14284&page=3&bgbn=R,0
65,University of Sheffield,경제학과,학부,2017,/partner/expReport.asp?id=14257&page=3&bgbn=R,1
64,"University of Sheffield, what a experience",사회학과,학부,2017,/partner/expReport.asp?id=14206&page=3&bgbn=R,1
63,낯설면서 익숙한 Sheffield라는 도시에서의 한학기,경영학과,학부,2017,/partner/expReport.asp?id=14205&page=3&bgbn=R,1
62,셰필드대학교에서의 한학기,사학과,학부,2017,/partner/expReport.asp?id=14083&page=3&bgbn=R,1
61,University of Sheffield,UIC Information and Interaction Design Major,학부,2017,/partner/expReport.asp?id=14056&page=3&bgbn=R,1
60,sheffield에서 한학기,사학과,학부,2016,/partner/expReport.asp?id=13886&page=3&bgbn=R,1
59,셰필드에서 한학기,사회복지학과,학부,2016,/partner/expReport.asp?id=13820&page=4&bgbn=R,1
58,셰필드에서 한 학기,행정학과,학부,2016-2017,/partner/expReport.asp?id=13761&page=4&bgbn=R,1
57,University of Sheffield,생활디자인학과,학부,2016,/partner/expReport.asp?id=13758&page=4&bgbn=R,1
56,University of Sheffield 교환학생 경험보고서,영어영문학과,학부,2015-2016,/partner/expReport.asp?id=13657&page=4&bgbn=R,0
55,Sheffield에서의 한 학기,영어영문학과,학부,2016,/partner/expReport.asp?id=13396&page=4&bgbn=R,0
54,셰필드에서의 한 학기,영어영문학과,학부,2016,/partner/expReport.asp?id=13394&page=4&bgbn=R,1
53,대학 생활 중 가장 뜻 깊었던 시간,국제학부 국제학,학부,2015-2016,/partner/expReport.asp?id=13393&page=4&bgbn=R,1
52,셰필드 교환학생,국어국문학과,학부,2016,/partner/expReport.asp?id=13352&page=4&bgbn=R,0
51,셰필드대학교에서의 한 학기,영어영문학과,학부,2016,/partner/expReport.asp?id=13260&page=4&bgbn=R,1
50,University of Sheffield,경영학과,학부,2014,/partner/expReport.asp?id=12872&page=4&bgbn=R,1
49,대학도시에서의 한 학기,불어불문학과/사회학과,학부,2015,/partner/expReport.asp?id=12235&page=5&bgbn=R,1
48,참 좋았던 세필드,아시아학과,학부,2015,/partner/expReport.asp?id=12175&page=5&bgbn=R,1
47,여유로운 셰필드에서의 한 학기,경제학과,학부,2015,/partner/expReport.asp?id=12154&page=5&bgbn=R,1
46,잊지 못할 한학기,국제학부 경제학과,학부,2014,/partner/expReport.asp?id=11826&page=5&bgbn=R,1
45,Experiences at Sheffield,국제학부,학부,2014,/partner/expReport.asp?id=7445&page=5&bgbn=R,1
44,Sheffield에서의 한 학기,심리학과,학부,2014,/partner/expReport.asp?id=7358&page=5&bgbn=R,0
43,벌써 그리운 셰필드...,경영학과,학부,2014,/partner/expReport.asp?id=7357&page=5&bgbn=R,1
42,셰필드 교환생활,경영학과,학부,2013,/partner/expReport.asp?id=6667&page=5&bgbn=R,0
41,셰필드에서 한 학기,경제학과,학부,2013,/partner/expReport.asp?id=6484&page=5&bgbn=R,1
40,University of Sheffield 에서의 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6435&page=5&bgbn=R,0
39,University of Sheffield,경영학과,학부,2013,/partner/expReport.asp?id=6396&page=6&bgbn=R,1
38,University of Sheffield,경영학과,학부,2012,/partner/expReport.asp?id=6275&page=6&bgbn=R,1
37,2012 가을학기 in Sheffield,언더우드국제학부,학부,2012,/partner/expReport.asp?id=6236&page=6&bgbn=R,1
36,Exchange to the University of Sheffield in ENGLISH,언더우드국제학부,학부,2012,/partner/expReport.asp?id=6235&page=6&bgbn=R,1
35,Sheffield Uni.에서의 한 학기,의류환경학과,학부,2012,/partner/expReport.asp?id=6134&page=6&bgbn=R,0
34,셰필드 대학에서의 1년,경제학과,학부,2012,/partner/expReport.asp?id=6097&page=6&bgbn=R,1
33,여유가 넘치는 Sheffield,영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5893&page=6&bgbn=R,1
32,아름다운 잉글랜드 북부에서의 생활하기,정치외교학과,학부,2012,/partner/expReport.asp?id=5862&page=6&bgbn=R,1
31,소중한 쉼표 Sheffield University,경영학과,학부,2011-2012,/partner/expReport.asp?id=5853&page=6&bgbn=R,1
30,셰필드에서의 한학기,경영학과,학부,2012,/partner/expReport.asp?id=5740&page=6&bgbn=R,1
29,"녹색의 낭만, 셰필드",경영학과,학부,2011-2012,/partner/expReport.asp?id=5711&page=7&bgbn=R,0
28,University of Sheffield,화공생명공학과,학부,2012,/partner/expReport.asp?id=5693&page=7&bgbn=R,1
27,지금도 그리운 셰필드,영어영문학과,학부,2011,/partner/expReport.asp?id=5512&page=7&bgbn=R,1
26,셰필드에서의 1년을 마치고,이과대학 화학과,학부,2011,/partner/expReport.asp?id=5442&page=7&bgbn=R,1
25,셰필드에서의 일년,공과대학 건축공학과,학부,2010,/partner/expReport.asp?id=5145&page=7&bgbn=R,1
24,University of Sheffield,정치외교학과,학부,2011,/partner/expReport.asp?id=5103&page=7&bgbn=R,1
23,셰필드대학교^^*,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5013&page=7&bgbn=R,1
22,The University of Sheffield!,언더우드국제학부 (UIC),학부,2010-2011,/partner/expReport.asp?id=4867&page=7&bgbn=R,1
21,Uni Shef에서의 교환학생 생활,수학과,학부,2009-2010,/partner/expReport.asp?id=4531&page=7&bgbn=R,0
20,셰필드 대학교 정보,경영학과,학부,2010,/partner/expReport.asp?id=4516&page=7&bgbn=R,0
19,쉐필드에서의 1년,경영학과,학부,2009-2010,/partner/expReport.asp?id=4364&page=8&bgbn=R,0
18,언제나 맑은 셰필드,영어영문학과,학부,2009,/partner/expReport.asp?id=4123&page=8&bgbn=R,1
17,University of Sheffield,사학/신문방송학,학부,2009,/partner/expReport.asp?id=3679&page=8&bgbn=R,1
16,두드리면 열릴 것입니다.,신문방송학과,학부,2007-2008,/partner/expReport.asp?id=3229&page=8&bgbn=R,1
15,University of Sheffield,영어영문학,학부,2007-2008,/partner/expReport.asp?id=3152&page=8&bgbn=R,1
14,1년간의 교환학생 생활,컴퓨터 산업공학과,학부,2006-2007,/partner/expReport.asp?id=2729&page=8&bgbn=R,0
13,University of Sheffield,경영학과,학부,2006-2007,/partner/expReport.asp?id=2622&page=8&bgbn=R,1
12,느긋한 흐름의 도시에서,사학과,학부,2005-2006,/partner/expReport.asp?id=2570&page=8&bgbn=R,1
11,University of Sheffield,경영학과,학부,2005-2006,/partner/expReport.asp?id=2085&page=8&bgbn=R,1
10,University of Sheffield,사학과,학부,2004-5,/partner/expReport.asp?id=1686&page=8&bgbn=R,1
9,The Univ. of Sheffield,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1274&page=9&bgbn=R,1
8,U of Sheffield,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1272&page=9&bgbn=R,1
7,넓은 세계와 진솔한 자기 자신을 만날 수 있었던 시간,사회학전공,학부,2002-2003,/partner/expReport.asp?id=943&page=9&bgbn=R,1
6,University of Sheffield,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=929&page=9&bgbn=R,1
5,U of Shefield - 장문희,인문학부,학부,2001-2002,/partner/expReport.asp?id=671&page=9&bgbn=R,1
4,U of Sheffield - 홍연주,인문학부,학부,2000-2001,/partner/expReport.asp?id=354&page=9&bgbn=R,1
3,U of Sheffild-김지원,국제학대학원,대학원,2000,/partner/expReport.asp?id=234&page=9&bgbn=R,1
2,U of Sheffield-한승진,응용통계학전공,학부,2000-2001,/partner/expReport.asp?id=188&page=9&bgbn=R,1
1,U of Sheffield-이승호,사학전공,학부,1999-2000,/partner/expReport.asp?id=174&page=9&bgbn=R,1
