No,제목,학과,과정,년도,href,BERT_SCORE
13,최상의 환경- 인디애나,경제학과,학부,2008,/partner/expReport.asp?id=4769&page=1&bgbn=R,1
12,Indiana University,경제학과,학부,2008,/partner/expReport.asp?id=3798&page=1&bgbn=R,0
11,Indiana University,신문방송학과,대학원,2007,/partner/expReport.asp?id=2587&page=1&bgbn=R,0
10,IUB 한학기 대학원생의 팁,국제협력,대학원,2006,/partner/expReport.asp?id=2343&page=1&bgbn=R,0
9,Indiana Univ. at Bloomington,문헌정보학과,대학원,2006,/partner/expReport.asp?id=2083&page=1&bgbn=R,1
8,6년보다 알차게 보냈던 블루밍턴에서의 6개월...,국제협력,대학원,2005,/partner/expReport.asp?id=1894&page=1&bgbn=R,1
7,인디애나 대학에서의 한학기를 마치며..(수정본),영어영문,대학원,2005,/partner/expReport.asp?id=1685&page=1&bgbn=R,1
6,"Housing, shoping and studing at Indiana Univ",,대학원,2004-2005,/partner/expReport.asp?id=1519&page=1&bgbn=R,1
5,IUB,국제학대학원,대학원,2004,/partner/expReport.asp?id=1223&page=1&bgbn=R,0
4,Indiana Univ. - 전선영,국제학대학원,대학원,2001,/partner/expReport.asp?id=553&page=1&bgbn=R,1
3,Indiana Univ. - 김진아,심리학전공,대학원,2001,/partner/expReport.asp?id=444&page=2&bgbn=R,0
2,Indiana Univ.-양인영,일반대학원,대학원,2001,/partner/expReport.asp?id=337&page=2&bgbn=R,1
1,Indiana Univ.-김미진,영어영문학전공,대학원,1999,/partner/expReport.asp?id=90&page=2&bgbn=R,1
