No,제목,학과,과정,년도,href,BERT_SCORE
41,아오야마 가쿠인에서 만든 잊을 수 없는 추억,국어국문학과,학부,2013,/partner/expReport.asp?id=6894&page=1&bgbn=R,1
40,아오야마 가쿠인 대학에서.,역사문화학과,학부,2010,/partner/expReport.asp?id=4853&page=1&bgbn=R,1
39,Aoyama Gakuin Univ. 경험보고서,시각디자인학과,학부,2010,/partner/expReport.asp?id=4820&page=1&bgbn=R,0
38,아오가쿠(青学)에서의 한 학기...,국제관계학과,학부,2010,/partner/expReport.asp?id=4797&page=1&bgbn=R,1
37,2010년 후기의 아오가쿠,화학 및 의화학과,학부,2010,/partner/expReport.asp?id=4772&page=1&bgbn=R,1
36,아오야마가쿠인대학,정치외교학과,학부,2008,/partner/expReport.asp?id=3513&page=1&bgbn=R,1
35,아오야마 가쿠인 대학,교육학과,학부,2008,/partner/expReport.asp?id=3492&page=1&bgbn=R,1
34,값진 나날들이었다.,경제학,학부,2007-2008,/partner/expReport.asp?id=3310&page=1&bgbn=R,1
33,아오가쿠에서의 멋진 경험,교육학과,학부,2007,/partner/expReport.asp?id=3019&page=1&bgbn=R,1
32,아오야마가 만들어 준 소중한 추억,상경대학,학부,2007-2008,/partner/expReport.asp?id=3016&page=1&bgbn=R,1
31,"소중한 경험이 되었던 아오가쿠 생활, 1년",경영학과,학부,2007,/partner/expReport.asp?id=3015&page=2&bgbn=R,0
30,제목이라고 한 마디로 쓰기엔....,의류환경학과,학부,2007,/partner/expReport.asp?id=3014&page=2&bgbn=R,0
29,즐거웠던 아오가쿠 유학생활,경제학과,학부,2003-2004,/partner/expReport.asp?id=2986&page=2&bgbn=R,0
28,아오야마가쿠인대학에서의 1년,원주캠퍼스 정경대학 국제관계학과,학부,2007,/partner/expReport.asp?id=2975&page=2&bgbn=R,1
27,"아오가쿠, 그리고 1년",정치외교학과,학부,2004-2005,/partner/expReport.asp?id=2966&page=2&bgbn=R,0
26,이 보다 나은 선택을 없었던 아오가쿠의 생활,임상병리학과,학부,2007,/partner/expReport.asp?id=2797&page=2&bgbn=R,1
25,소중한 기억들로 가득한 아오야마,화학과,학부,2006-2007,/partner/expReport.asp?id=2567&page=2&bgbn=R,1
24,잊을 수 없는 소중한 1년,경영학과,학부,2006-2007,/partner/expReport.asp?id=2527&page=2&bgbn=R,0
23,아오야마에서의 생활,신문방송학 대학원,대학원,2006-2007,/partner/expReport.asp?id=2520&page=2&bgbn=R,1
22,잊을 수 없는 한 학기,경영학과,학부,2006,/partner/expReport.asp?id=2518&page=2&bgbn=R,1
21,아오야마에서의 한학기,문헌정보학과,학부,2006,/partner/expReport.asp?id=2272&page=3&bgbn=R,1
20,나의 소중한 아오야마.,경제학과,학부,2005-2006,/partner/expReport.asp?id=2264&page=3&bgbn=R,1
19,아오가꾸에서의 1년,경영학과,학부,2005-2006,/partner/expReport.asp?id=2236&page=3&bgbn=R,0
18,짧은 기간동안 많은 것을 얻게 된 교환학생 겅험,문리대학 영어영문학과,학부,2005-2006,/partner/expReport.asp?id=1938&page=3&bgbn=R,1
17,My unforgettable life in Aogaku,문과대학 불어불문학과,학부,2005,/partner/expReport.asp?id=1936&page=3&bgbn=R,1
16,아오가쿠 파견후기,국제학대학원 지역학전공,대학원,2005,/partner/expReport.asp?id=1899&page=3&bgbn=R,1
15,Aoyama Gakuin Univ. 에 다녀와서-,심리학과,학부,2004-2005,/partner/expReport.asp?id=1860&page=3&bgbn=R,0
14,파견 후기,사회학과,학부,2005,/partner/expReport.asp?id=1766&page=3&bgbn=R,0
13,Guideline for Exchange Students,신문방송학과,학부,2004,/partner/expReport.asp?id=1503&page=3&bgbn=R,1
12,아오가쿠를 다녀와서,국제학대학원,대학원,2004-2005,/partner/expReport.asp?id=1481&page=3&bgbn=R,1
11,2004년 가을학기,국제학대학원,대학원,2004,/partner/expReport.asp?id=1465&page=4&bgbn=R,1
10,아오가크 에 다녀와서,심리학전공,학부,2004,/partner/expReport.asp?id=1335&page=4&bgbn=R,0
9,2003년의 Aoyama Gakuin University,생활디자인전공,학부,2003,/partner/expReport.asp?id=1150&page=4&bgbn=R,1
8,"즐거웠던 나의 1년, E-sys 연구실",기계전자공학부,학부,2003,/partner/expReport.asp?id=1135&page=4&bgbn=R,0
7,아오가쿠의 새로운 캠퍼스 사가미하라에서의 일년,생명공학전공,학부,2003,/partner/expReport.asp?id=1115&page=4&bgbn=R,1
6,그리운 아오야마,사회환경건축공학부,학부,2002,/partner/expReport.asp?id=1004&page=4&bgbn=R,1
5,일본 아오야마 가꾸잉 대학교 경험 보고서,물리학전공,학부,2002~2003,/partner/expReport.asp?id=823&page=4&bgbn=R,0
4,Aoyama Gakuin Univ. - 김여진,인문학부,학부,2002,/partner/expReport.asp?id=797&page=4&bgbn=R,0
3,작은 세계로,경영학전공,학부,2002,/partner/expReport.asp?id=795&page=4&bgbn=R,1
2,Aoyama Gakuin Univ. - 윤유식,상경계열,학부,2001,/partner/expReport.asp?id=510&page=4&bgbn=R,0
1,Aoyama Gakuin Univ.-홍세화,국어국문학전공,학부,,/partner/expReport.asp?id=254&page=5&bgbn=R,0
