No,제목,학과,과정,년도,href,BERT_SCORE
58,University of Texas at Arlington,토목환경시스템,학부,2019-2020,/partner/expReport.asp?id=16532&page=1&bgbn=R,1
57,아빠는 코로나 터졌을 때 미국에 있었어,산업공학과,학부,2020,/partner/expReport.asp?id=16476&page=1&bgbn=R,1
56,University of Texas at Arlington,UIC,학부,2019,/partner/expReport.asp?id=16221&page=1&bgbn=R,1
55,여유롭고 자유로운 알링턴 대학,의예과,학부,2019,/partner/expReport.asp?id=16078&page=1&bgbn=R,1
54,University of Texas at Arlington,의예과,학부,2019,/partner/expReport.asp?id=16073&page=1&bgbn=R,1
53,여유롭지만 삶의 방향을 바꿔준 알링턴에서의 한학기.,심리학과,학부,2018-2019,/partner/expReport.asp?id=15588&page=1&bgbn=R,1
52,UT Arlington,경영학과,학부,2018,/partner/expReport.asp?id=14915&page=1&bgbn=R,1
51,텍사스 알링턴 대학교,전기전자공학,학부,2018,/partner/expReport.asp?id=14867&page=1&bgbn=R,1
50,UT Arlington,동아시아국제학부,학부,2017,/partner/expReport.asp?id=14461&page=1&bgbn=R,1
49,UTA에서,체육교육학과,학부,2017,/partner/expReport.asp?id=13989&page=1&bgbn=R,0
48,uta에서의 편안했던 한 학기를 마치고,신소재공학과,학부,2016,/partner/expReport.asp?id=13958&page=2&bgbn=R,1
47,UTA 교환학생을 마치고 나서,신소재 공학과,학부,2017,/partner/expReport.asp?id=13944&page=2&bgbn=R,0
46,UT Arlington 생활을 마치면서,영어영문학과,학부,2016,/partner/expReport.asp?id=13737&page=2&bgbn=R,1
45,하우디열~,언론홍보영상학부,학부,2015,/partner/expReport.asp?id=13285&page=2&bgbn=R,1
44,좋은 추억의 알링턴,도시공학과,학부,2016,/partner/expReport.asp?id=12992&page=2&bgbn=R,1
43,"알링턴, 텍사스에서의 한 학기",문헌정보학과,학부,2016,/partner/expReport.asp?id=12946&page=2&bgbn=R,1
42,"편안히 한 학기를 보낼 수 있었던, 벌써 그리운 university of texas at arlignton!",경제학과,학부,2016,/partner/expReport.asp?id=12933&page=2&bgbn=R,1
41,2015년 소중한 교환학생의 기억,행정학과,학부,2015,/partner/expReport.asp?id=12837&page=2&bgbn=R,1
40,낯선 곳에서의 한 학기,정보산업공학과,학부,2015,/partner/expReport.asp?id=12582&page=2&bgbn=R,1
39,한 학기 UTA 생활을 마치고,건축공학과,학부,2015,/partner/expReport.asp?id=12575&page=2&bgbn=R,0
38,잊지못할 텍사스에서의 한학기,경영학과,학부,2014,/partner/expReport.asp?id=8652&page=3&bgbn=R,1
37,UT Arlington에서의 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=7554&page=3&bgbn=R,1
36,"다시 가고싶은 텍사스, UTA",경영학과,학부,2013-2014,/partner/expReport.asp?id=7225&page=3&bgbn=R,1
35,그리운 UTA,국어국문,학부,2014,/partner/expReport.asp?id=7036&page=3&bgbn=R,1
34,두번째 고향 UTA,경제학과,학부,2013,/partner/expReport.asp?id=6853&page=3&bgbn=R,0
33,잊지못할 텍사스에서의 추억들,경영학과,학부,2013,/partner/expReport.asp?id=6445&page=3&bgbn=R,0
32,알링턴을 떠나며,경영학과,학부,2013,/partner/expReport.asp?id=6391&page=3&bgbn=R,1
31,UTA 에서 한학기를 마치고,경영학과,학부,2013,/partner/expReport.asp?id=6364&page=3&bgbn=R,1
30,돌아가고 싶은 텍사스,생화학과,학부,2013,/partner/expReport.asp?id=6357&page=3&bgbn=R,0
29,[미국] University of Texas at Arlington,경영학과,학부,2012-2013,/partner/expReport.asp?id=6331&page=3&bgbn=R,1
28,UTA에서의 두학기,기계공학과,학부,2012-2013,/partner/expReport.asp?id=6321&page=4&bgbn=R,1
27,UTA 경험 보고서 ^^,간호학과,학부,2012,/partner/expReport.asp?id=6183&page=4&bgbn=R,1
26,UTA 경험보고서,신문방송학과,학부,2012,/partner/expReport.asp?id=6071&page=4&bgbn=R,0
25,UTA에서의 한 학기,경영학과,학부,2012,/partner/expReport.asp?id=6058&page=4&bgbn=R,1
24,University of Texas at Arlington 에서의 한학기,영어영문학과/경제학과,학부,2012,/partner/expReport.asp?id=6050&page=4&bgbn=R,1
23,UTA 2012 경험보고서!,심리학과,학부,2012,/partner/expReport.asp?id=5597&page=4&bgbn=R,1
22,UTA에서의 두학기,경영학과,학부,2011-2012,/partner/expReport.asp?id=5578&page=4&bgbn=R,1
21,UTA후배님들께 드리는 팁....(UTA 즐거운 생활),화공생명공학과,학부,2011,/partner/expReport.asp?id=5499&page=4&bgbn=R,1
20,조용하면서도 역동적인 UTA : ),교육학과,학부,2011,/partner/expReport.asp?id=5498&page=4&bgbn=R,1
19,Go Rangers! Go UTA!,경영학과,학부,2011,/partner/expReport.asp?id=5260&page=4&bgbn=R,1
18,정겨운 텍사스에서의 한학기!,영어영문학과,학부,2011,/partner/expReport.asp?id=4913&page=5&bgbn=R,0
17,Arlington에서의 잊지못할 한학기 :),경제학과,학부,2011,/partner/expReport.asp?id=4911&page=5&bgbn=R,1
16,UTA에서의 한 학기 :D,심리학과,학부,2011,/partner/expReport.asp?id=4902&page=5&bgbn=R,1
15,UTA 2010 Spring,기계공학부,학부,2010,/partner/expReport.asp?id=4652&page=5&bgbn=R,1
14,at UTA,행정학과,학부,2010,/partner/expReport.asp?id=4644&page=5&bgbn=R,0
13,UTA에서의 한 학기:),신학과/영어영문학과,학부,2010,/partner/expReport.asp?id=4491&page=5&bgbn=R,1
12,훈훈한 UTA^^,정치외교학과/경제학과,학부,2010,/partner/expReport.asp?id=4398&page=5&bgbn=R,1
11,University of Texas at Arlington,상경대학 응용통계학과,학부,2008,/partner/expReport.asp?id=3204&page=5&bgbn=R,1
10,University of Texas at Arlington,"컴퓨터,산업공학과",학부,2007-2008,/partner/expReport.asp?id=3104&page=5&bgbn=R,1
9,Be A Maverick!!!!! UTA 경험보고서,국제학대학원 국제협력전공,대학원,2007,/partner/expReport.asp?id=2752&page=5&bgbn=R,1
8,U.T of Arlington 에서의 1년,전기전자공학부,학부,2006-2007,/partner/expReport.asp?id=2619&page=6&bgbn=R,0
7,University of Texas at Arlington,기악과,학부,2006,/partner/expReport.asp?id=2267&page=6&bgbn=R,1
6,UTA 정보,사회학과,학부,2005-2006,/partner/expReport.asp?id=2187&page=6&bgbn=R,0
5,The Univ. of Texas at Arlington,문헌정보학과,학부,2005,/partner/expReport.asp?id=1576&page=6&bgbn=R,1
4,Univeristy of Texas at Arlington,신문방송학과,학부,2004,/partner/expReport.asp?id=1329&page=6&bgbn=R,1
3,경험보고서,인문학부,학부,2003,/partner/expReport.asp?id=1203&page=6&bgbn=R,1
2,텍사스,기계전자공학부,학부,2003년,/partner/expReport.asp?id=916&page=6&bgbn=R,1
1,홀로 서기,사회환경시스템공학부,학부,2002,/partner/expReport.asp?id=798&page=6&bgbn=R,0
