No,제목,학과,과정,년도,href,BERT_SCORE
23,우한대학교에서 보낸 1년,중어중문학과,학부,2018,/partner/expReport.asp?id=15857&page=1&bgbn=R,1
22,우한에서의 5개월을 돌아보며,사학과,학부,2018,/partner/expReport.asp?id=15350&page=1&bgbn=R,1
21,자유롭고 행복했던 한 학기,국제학부,학부,2018,/partner/expReport.asp?id=15230&page=1&bgbn=R,1
20,우한대학교 교환학생을 다녀와서!,중어중문학과,학부,2017,/partner/expReport.asp?id=14548&page=1&bgbn=R,0
19,5개월간의 우한대학교 생활,사학과,학부,2017,/partner/expReport.asp?id=14529&page=1&bgbn=R,0
18,우한대학교를 추억하며,사학과,학부,2017,/partner/expReport.asp?id=14301&page=1&bgbn=R,1
17,좋은 기억으로 남은 우한대학교,창의기술경영,학부,2016-2017,/partner/expReport.asp?id=14274&page=1&bgbn=R,1
16,우한대학교 교환 수기,사학,학부,2017,/partner/expReport.asp?id=14136&page=1&bgbn=R,1
15,좋은 경험이 되었던 우한대학교에서의 교환생활,국제관계학과,학부,2017,/partner/expReport.asp?id=14059&page=1&bgbn=R,0
14,대학시절 가장 빛나던 시절,경영학과,학부,2016,/partner/expReport.asp?id=13685&page=1&bgbn=R,1
13,잊을 수 없는 추억을 남겨준 우한대학교,국제학부,학부,2016,/partner/expReport.asp?id=13676&page=2&bgbn=R,1
12,우한대학교 파견보고서,영문학과,학부,2016,/partner/expReport.asp?id=13261&page=2&bgbn=R,1
11,중국어를 공부하기엔 매우 좋은 조건을 갖춘 우한대학교,경영학과,학부,2016,/partner/expReport.asp?id=13199&page=2&bgbn=R,1
10,우한대에서의 1년,중어중문학과,학부,2015-2016,/partner/expReport.asp?id=13131&page=2&bgbn=R,0
9,대륙의 중심 중국 우한대학교에서,중어중문학과,학부,2015,/partner/expReport.asp?id=12580&page=2&bgbn=R,1
8,2015년 가을학기 우한대학교 교환학생 보고서,경제학과,학부,2015,/partner/expReport.asp?id=12567&page=2&bgbn=R,1
7,중국에서 가장 아름다운 대학으로 소문난 우따!,경영학과,학부,2015,/partner/expReport.asp?id=12536&page=2&bgbn=R,1
6,잊지못할 우따,중어중문학과,학부,2014,/partner/expReport.asp?id=11829&page=2&bgbn=R,1
5,우한대학교에서 보낸 소중한 한 학기,중어중문학과,학부,2014,/partner/expReport.asp?id=7190&page=2&bgbn=R,1
4,잊지 못할 우한대학교에서의 1년,중어중문학과,학부,2013,/partner/expReport.asp?id=6884&page=2&bgbn=R,0
3,우한대학교 교환학생 생활,경영학과,학부,2012-2013,/partner/expReport.asp?id=6724&page=3&bgbn=R,0
2,우한대학교에서의 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6476&page=3&bgbn=R,1
1,"인재들의 저수지, 100년의 역사를 자랑하는 ""우한국립대학교""",중어중문학과,학부,2010-2011,/partner/expReport.asp?id=4963&page=3&bgbn=R,1
