No,제목,학과,과정,년도,href,BERT_SCORE
28,짧지만 강렬했던 UR의 두달,스포츠응용산업학과,학부,2020,/partner/expReport.asp?id=16545&page=1&bgbn=R,1
27,University of Richmond에서의 한 학기,경영학과,학부,2019,/partner/expReport.asp?id=16386&page=1&bgbn=R,1
26,리치몬드에서의 여유로운 한 학기,아동가족학,학부,2019,/partner/expReport.asp?id=16212&page=1&bgbn=R,1
25,"평화롭고 여유로웠던 교환생활, U of R",경제학과,학부,2019,/partner/expReport.asp?id=16159&page=1&bgbn=R,1
24,평화로운 교환생활을 원한다면 UofR로!,경제학과,학부,2019,/partner/expReport.asp?id=16037&page=1&bgbn=R,0
23,행복했던 리치몬드에서의 교환생활,경제학과,학부,2019,/partner/expReport.asp?id=15771&page=1&bgbn=R,1
22,"작년 한 선택 중 단연 최고의 선택, U of R!",언론홍보영상학부/경제학과,학부,2018,/partner/expReport.asp?id=14828&page=1&bgbn=R,1
21,리치몬드에서의 교환생활,생화학과,학부,2018,/partner/expReport.asp?id=14787&page=1&bgbn=R,0
20,즐거웠던 UR에서의 한학기,경영,학부,2017,/partner/expReport.asp?id=14564&page=1&bgbn=R,1
19,즐거웠던 리치몬드에서의 한 학기,경영학과,학부,2016,/partner/expReport.asp?id=13482&page=1&bgbn=R,1
18,행복했던 UR에서의 한 학기,경제학과,학부,2016,/partner/expReport.asp?id=13448&page=2&bgbn=R,1
17,행복했던 교환생활기,경영학과,학부,2016,/partner/expReport.asp?id=13003&page=2&bgbn=R,0
16,"다양한 경험을 할 수 있는 곳, UR",영어영문학과,학부,2015,/partner/expReport.asp?id=12763&page=2&bgbn=R,1
15,U of R에서의 특별했던 한학기!!,경영학과,학부,2015,/partner/expReport.asp?id=11885&page=2&bgbn=R,1
14,리치몬드에서 즐거웠던 한 학기!,교육학과,학부,2014,/partner/expReport.asp?id=8654&page=2&bgbn=R,1
13,리치몬드에서 잊지 못할 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=7563&page=2&bgbn=R,1
12,리치먼드에서 보낸 1년을 정리하며,경영학과,학부,2013-2014,/partner/expReport.asp?id=7083&page=2&bgbn=R,0
11,UR을 솔직담백하게 정리하며,행정학과/응용통계학과,학부,2013,/partner/expReport.asp?id=6935&page=2&bgbn=R,0
10,richmond에서의 한학기,아동가족학과,학부,2013,/partner/expReport.asp?id=6831&page=2&bgbn=R,1
9,행복했던 UR에서의 한 학기를 마치며.,경영학과,학부,2011,/partner/expReport.asp?id=6661&page=2&bgbn=R,1
8,특별했던 1년 생활기,경영학과,학부,2012-2013,/partner/expReport.asp?id=6330&page=3&bgbn=R,0
7,잊지 못할 U of R에서의 1년 생활기!,경영학과,학부,2012,/partner/expReport.asp?id=5988&page=3&bgbn=R,0
6,Univ. of Richmond,정치외교학과,학부,2011,/partner/expReport.asp?id=5595&page=3&bgbn=R,1
5,"UofR을 찾아내셨다면, 운이 좋으셨습니다.",경제학부,학부,2011-2012,/partner/expReport.asp?id=5585&page=3&bgbn=R,0
4,UR에서의 한 학기!♥,영어영문학,학부,2010,/partner/expReport.asp?id=4251&page=3&bgbn=R,1
3,Go SpidUR!!,경영학과,학부,2009-2010,/partner/expReport.asp?id=4191&page=3&bgbn=R,1
2,리치몬드에서의 1년 ^-^,경영학과,학부,2007,/partner/expReport.asp?id=2952&page=3&bgbn=R,1
1,리치몬드에서의 값진 교환 경험 :),경영학과,학부,2006,/partner/expReport.asp?id=2204&page=3&bgbn=R,1
