No,제목,학과,과정,년도,href,BERT_SCORE
28,간세이가쿠인대학에서의 뜻깊었던 한학기,경영학과,학부,2012,/partner/expReport.asp?id=5675&page=1&bgbn=R,1
27,Kwansei Gakuin University,신문방송학과,학부,2009,/partner/expReport.asp?id=4451&page=1&bgbn=R,0
26,간사이 지방에서의 약 1년,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4387&page=1&bgbn=R,0
25,무엇과도 바꿀 수 없는 값진 경험,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3838&page=1&bgbn=R,1
24,간가쿠에서의 11개월,신문방송학과,학부,2008-2009,/partner/expReport.asp?id=3768&page=1&bgbn=R,1
23,인생의 전환기,화학과,학부,2007,/partner/expReport.asp?id=2895&page=1&bgbn=R,1
22,Kwansei Gakuin University에서의 4개월,건축공학과,학부,2007,/partner/expReport.asp?id=2726&page=1&bgbn=R,0
21,"칸가쿠, 푸르른 초승달의 추억",사회학과,학부,2006,/partner/expReport.asp?id=2432&page=1&bgbn=R,1
20,추억을 담았습니다.,국제관계학과,학부,2006,/partner/expReport.asp?id=2421&page=1&bgbn=R,1
19,내 인생의 전환점이 된 일본에서의 생활^^,정보산업공학과,학부,2006,/partner/expReport.asp?id=2402&page=1&bgbn=R,1
18,한달같은 6개월,국제관계학과,학부,2006-2007,/partner/expReport.asp?id=2358&page=2&bgbn=R,1
17,뜻깊었던 일본에서의 경험,경영정보학과,학부,2005-2006,/partner/expReport.asp?id=1868&page=2&bgbn=R,0
16,희망 떼주러 갔다 희망 하나 더 붙여 왔네~^^,의공학부,학부,2005-2006,/partner/expReport.asp?id=1842&page=2&bgbn=R,0
15,지루했지만 뜻깊었던 6개월,생활디자인학과,학부,2005,/partner/expReport.asp?id=1724&page=2&bgbn=R,1
14,기대만큼은 좋지 않았던 Kwansei Gakuin University,건축공학과,학부,2005,/partner/expReport.asp?id=1701&page=2&bgbn=R,1
13,Kwansei Gakuin University에서의 일년,화학과,학부,2004-2005,/partner/expReport.asp?id=1694&page=2&bgbn=R,0
12,간세이 가쿠인 대학,중어중문학과,학부,2004-2005,/partner/expReport.asp?id=1672&page=2&bgbn=R,0
11,칸가쿠에서의 잊지못할 추억,문헌정보학전공,학부,2004,/partner/expReport.asp?id=1318&page=2&bgbn=R,1
10,Kwansei Gakuin University 2003 경험 보고서,법학과,학부,2003-2004,/partner/expReport.asp?id=1317&page=2&bgbn=R,0
9,関西学院大学 경험보고서,문헌정보학전공,학부,2004,/partner/expReport.asp?id=1284&page=2&bgbn=R,1
8,간사이 가쿠인 다이가쿠 파견 경험 보고서,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1147&page=3&bgbn=R,0
7,교환학생 경험보고서,주거환경전공,학부,2002-2003,/partner/expReport.asp?id=975&page=3&bgbn=R,0
6,Kwansei Gakuin Univ - 김혜원,경영학전공,학부,2002-2003,/partner/expReport.asp?id=923&page=3&bgbn=R,1
5,Kwansei Gakuin Univ. - 조경아,교육학과,대학원,2002,/partner/expReport.asp?id=651&page=3&bgbn=R,1
4,Kwansei Gakuin - 조성미,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=649&page=3&bgbn=R,1
3,Kwansei Gakuin Univ. - 이서용,행정학과,학부,1999,/partner/expReport.asp?id=616&page=3&bgbn=R,0
2,Kwansei Gakuin Univ.-유미상,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=218&page=3&bgbn=R,1
1,Kwansei Gakuin Univ.-이정표,정치외교학과,학부,1999-2000,/partner/expReport.asp?id=141&page=3&bgbn=R,1
