No,제목,학과,과정,년도,href,BERT_SCORE
279,영원히 바래지 않을 LA의 햇빛처럼,국어국문학과,학부,2019-2020,/partner/expReport.asp?id=16687&page=1&bgbn=R,1
278,미국 현실을 볼 수 있었던 기회,심리학과,학부,2020,/partner/expReport.asp?id=16678&page=1&bgbn=R,1
277,중학교 3학년의 아쉬움,전기전자공학과,학부,2020,/partner/expReport.asp?id=16672&page=1&bgbn=R,1
276,교환학생 후기입니다 :D,전기전자공학부,학부,2020,/partner/expReport.asp?id=16648&page=1&bgbn=R,0
275,100일 간의 LA LA LAND,사회학과,학부,2020,/partner/expReport.asp?id=16621&page=1&bgbn=R,1
274,아쉽지만 후회는 절대 없었던 UCLA 교환학생 생활을 마치며.,생명공학과,학부,2020,/partner/expReport.asp?id=16593&page=1&bgbn=R,1
273,햇살만큼 따뜻했던 LA에서의 교환생활,정치외교학과,학부,2020,/partner/expReport.asp?id=16586&page=1&bgbn=R,1
272,엘에이에서의 6개월!,경영학과,학부,2019-2020,/partner/expReport.asp?id=16557&page=1&bgbn=R,1
271,Tips for Your Exchange at UCLA,Comparative Literature and Culture (UIC),학부,2019-2020,/partner/expReport.asp?id=16542&page=1&bgbn=R,1
270,LA에서의 시간들,생명공학과,학부,2019,/partner/expReport.asp?id=16529&page=1&bgbn=R,0
269,캘리포니아에서의 3개월,경제학부/경영학과,학부,2020,/partner/expReport.asp?id=16500&page=2&bgbn=R,1
268,평생 잊지 못할 6개월,경영학과,학부,2019-2020,/partner/expReport.asp?id=16364&page=2&bgbn=R,1
267,UCLA에서의 의미있는 1년,사회학과,학부,2019,/partner/expReport.asp?id=16138&page=2&bgbn=R,0
266,잊을 수 없는 UCLA에서의 6개월,철학과,학부,2019,/partner/expReport.asp?id=16083&page=2&bgbn=R,1
265,인생에서 정말 소중한 경험,전기전자공학부,학부,2019,/partner/expReport.asp?id=16064&page=2&bgbn=R,1
264,어디서 돈 주고도 못 할 소중하고 값진 경험,시스템생물학과,학부,2018-2019,/partner/expReport.asp?id=16046&page=2&bgbn=R,1
263,한층 더 성장할 수 있었던 계기,정치외교학과,학부,2019,/partner/expReport.asp?id=16039&page=2&bgbn=R,1
262,UCLA에서의 1년,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15966&page=2&bgbn=R,0
261,꿈결 같았던 시간,작곡과,학부,2019,/partner/expReport.asp?id=15926&page=2&bgbn=R,0
260,최선을 다해 행복한 날들을 보낼 수 있었던 한 학기,언더우드 경제학,학부,2019,/partner/expReport.asp?id=15893&page=2&bgbn=R,1
259,다양성에 대해 배울 수 있었던 값진 시간,노어노문학과 / 언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15828&page=3&bgbn=R,1
258,다시 가고 싶은 UCLA에서의 6개월,동아시아국제학부,학부,2019,/partner/expReport.asp?id=15817&page=3&bgbn=R,1
257,인생의 커다란 한 부분이 된 6개월,행정학과,학부,2019,/partner/expReport.asp?id=15807&page=3&bgbn=R,1
256,잊지 못할 추억이 가득한 LA에서의 일 년,심리학과,학부,2018-2019,/partner/expReport.asp?id=15795&page=3&bgbn=R,1
255,The Year I Will Always Remember,영어영문학과 / 심리학과,학부,2018-2019,/partner/expReport.asp?id=15793&page=3&bgbn=R,1
254,다신 없을 소중한 경험,정치외교학과,학부,2019,/partner/expReport.asp?id=15775&page=3&bgbn=R,0
253,"""You have nothing to lose""",생명과학공학,학부,2018-2019,/partner/expReport.asp?id=15746&page=3&bgbn=R,1
252,새로운 경험들을 할 수 있었던 LA에서의 한 학기,정치외교학과,학부,2019,/partner/expReport.asp?id=15721&page=3&bgbn=R,1
251,행복했던 시간 in UCLA,화학과,학부,2018-2019,/partner/expReport.asp?id=15707&page=3&bgbn=R,1
250,꿈 같았던 한 학기,창의기술경영/경영학과,학부,2019,/partner/expReport.asp?id=15705&page=3&bgbn=R,0
249,성장할 수 있었던 참 좋은 시간들이었습니다.,언론홍보영상학부,학부,2018-2019,/partner/expReport.asp?id=15696&page=4&bgbn=R,1
248,My Golden Age,전기전자공학,학부,2018-2019,/partner/expReport.asp?id=15680&page=4&bgbn=R,1
247,"많이 보고, 듣고, 배운 UCLA에서의 1년",사회학과,학부,2018-2019,/partner/expReport.asp?id=15676&page=4&bgbn=R,1
246,살아볼 수 있어서 정말 다행이었던 1년,건축공학과,학부,2018-2019,/partner/expReport.asp?id=15646&page=4&bgbn=R,1
245,크리스마스가 하루가 아닌 1년이라면 -UCLA,문화디자인경영,학부,2018,/partner/expReport.asp?id=15157&page=4&bgbn=R,1
244,"인생 최고의 경험, UCLA",작곡과 / 언론홍보영상학부,학부,2018-1,/partner/expReport.asp?id=15091&page=4&bgbn=R,1
243,평생 잊지 못할 추억,언더우드학부 국제학과,학부,2017-2018,/partner/expReport.asp?id=15052&page=4&bgbn=R,1
242,UCLA에서 짧지만 깊은 나의 경험,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=15006&page=4&bgbn=R,1
241,오랜 꿈을 이루고 새로운 꿈을 꾸게 해준 UCLA에서의 행복했던 시간들,"사회학과,경영학과",학부,2018,/partner/expReport.asp?id=14921&page=4&bgbn=R,1
240,"제 2의 고향, 엘에이",행정학과,학부,2018,/partner/expReport.asp?id=14918&page=4&bgbn=R,0
