No,제목,학과,과정,년도,href,BERT_SCORE
113,AU에서의 1년,노어노문학과,학부,2019-2020,/partner/expReport.asp?id=16666&page=1&bgbn=R,0
112,AU에서의 한 학기,정치외교학과,학부,2020,/partner/expReport.asp?id=16555&page=1&bgbn=R,0
111,AU에서의 한학기,불어불문학과,학부,2020,/partner/expReport.asp?id=16496&page=1&bgbn=R,1
110,DC에서의 한학기,경영학과,학부,2019-2,/partner/expReport.asp?id=16226&page=1&bgbn=R,1
109,DC에서의 한 학기,정치외교학과,학부,2019 Fall,/partner/expReport.asp?id=16207&page=1&bgbn=R,0
108,AU 가을학기,UD Econ,학부,2019,/partner/expReport.asp?id=16187&page=1&bgbn=R,1
107,American University에서의 한 학기,경영학과,학부,2019,/partner/expReport.asp?id=16094&page=1&bgbn=R,1
106,DC에서의 한학기,컴퓨터과학,학부,2019,/partner/expReport.asp?id=15851&page=1&bgbn=R,1
105,미국의 수도에서의 한학기,신학과,학부,2019,/partner/expReport.asp?id=15626&page=1&bgbn=R,1
104,Exchange Life in DC,International Studies,학부,2019,/partner/expReport.asp?id=15569&page=1&bgbn=R,1
103,DC에서의 교환생활!,경영학과,학부,2019,/partner/expReport.asp?id=15535&page=2&bgbn=R,0
102,행복했던 AU에서의 한 학기,정치외교학과,학부,2019,/partner/expReport.asp?id=15530&page=2&bgbn=R,1
101,행복했던 DC에서의 4개월,UIC 경제학과,학부,2019,/partner/expReport.asp?id=15528&page=2&bgbn=R,1
100,DC에서의 치열했던 4개월,언더우드학부 정치외교학과,학부,2018-2,/partner/expReport.asp?id=15481&page=2&bgbn=R,1
99,A Semester Well Spent in DC,UIC CTM,학부,2018,/partner/expReport.asp?id=15306&page=2&bgbn=R,1
98,DC에서의 뜻 깊은 경험,컴퓨터과학과,학부,2018,/partner/expReport.asp?id=15184&page=2&bgbn=R,1
97,AU 교환학생 생활,영어영문학과,학부,2015,/partner/expReport.asp?id=15122&page=2&bgbn=R,0
96,워싱턴 dc에서의 1년간,경제학부,학부,2017-2018,/partner/expReport.asp?id=14738&page=2&bgbn=R,0
95,4개월의 일탈과 도전-AU,경영학과,학부,2017,/partner/expReport.asp?id=14484&page=2&bgbn=R,0
94,디씨에서의 한 학기,의류환경학과,학부,2017,/partner/expReport.asp?id=14433&page=2&bgbn=R,1
93,AU - 뜻깊었던 한 학기 교환학생 경험,Justice and Civil Leadership (UIC),학부,2017,/partner/expReport.asp?id=14413&page=3&bgbn=R,0
92,DC에서의 7개월,정치외교학과,학부,2017,/partner/expReport.asp?id=14161&page=3&bgbn=R,1
91,즐거웠던 AU에서의 교환생활,정치외교학과,학부,2016,/partner/expReport.asp?id=13982&page=3&bgbn=R,0
90,DC에서 보내는 1년,UIC Economics,학부,2016-2017,/partner/expReport.asp?id=13953&page=3&bgbn=R,0
89,AU- A great experience for exchange program,Culture and Design Management,학부,2017,/partner/expReport.asp?id=13929&page=3&bgbn=R,1
88,전환점이 되준 American University,정치외교학과,학부,2017,/partner/expReport.asp?id=13902&page=3&bgbn=R,1
87,꿈 같은 AU에서의 한 학기,정치외교학과,학부,2016,/partner/expReport.asp?id=13861&page=3&bgbn=R,0
