No,제목,학과,과정,년도,href,BERT_SCORE
36,200퍼센트 솔직한 ODU에서의 교환학생 후기,사회학과,학부,2019-2020,/partner/expReport.asp?id=16436&page=1&bgbn=R,0
35,새로운 경험을 준 ODU,의공학과,학부,2019,/partner/expReport.asp?id=16297&page=1&bgbn=R,0
34,ODU에서의 한 학기,체육교육학과,학부,2018,/partner/expReport.asp?id=15497&page=1&bgbn=R,1
33,ODU에서의 행복했던 1년,기계공학과,학부,2018,/partner/expReport.asp?id=15462&page=1&bgbn=R,1
32,ODU에서의 가을학기,기계공학과,학부,2018,/partner/expReport.asp?id=15188&page=1&bgbn=R,1
31,한적한 오디유,문화인류학과,학부,2016,/partner/expReport.asp?id=15128&page=1&bgbn=R,0
30,2017년 ODU 가을학기,생화학과,학부,2017,/partner/expReport.asp?id=14620&page=1&bgbn=R,0
29,2017년 늦여름부터 초겨울까지의 ODU,응용통계학과,학부,2017,/partner/expReport.asp?id=14609&page=1&bgbn=R,1
28,ODU에서의 한 학기,의류환경학과,학부,2016,/partner/expReport.asp?id=13772&page=1&bgbn=R,1
27,ODU에서의 한 학기,응용통계학과,학부,2016,/partner/expReport.asp?id=12953&page=1&bgbn=R,1
26,ODU!,기계공학과,학부,2016,/partner/expReport.asp?id=12926&page=2&bgbn=R,1
25,odu에서의 한학기,영어영문학과,학부,2015,/partner/expReport.asp?id=12601&page=2&bgbn=R,1
24,2015-2 @ ODU,정보산업공학과,학부,2015,/partner/expReport.asp?id=12486&page=2&bgbn=R,0
23,장단점이 명확한 학교,경영학과,학부,2015,/partner/expReport.asp?id=12405&page=2&bgbn=R,1
22,ODU에서의 일 년,경제학과,학부,2014-2015,/partner/expReport.asp?id=12309&page=2&bgbn=R,1
21,odu 에서의 1년,응용통계학과,학부,2013-2014,/partner/expReport.asp?id=7194&page=2&bgbn=R,0
20,ODU 에서의 한학기!!!!,응용통계학과,학부,2014,/partner/expReport.asp?id=7112&page=2&bgbn=R,1
19,ODU 에서의 한학기!!!!,응용통계학과,학부,2014,/partner/expReport.asp?id=7111&page=2&bgbn=R,1
18,odu tip,응용통계학과,학부,2014,/partner/expReport.asp?id=7068&page=2&bgbn=R,1
17,ODU에서의 한 학기,사회학과,학부,2013,/partner/expReport.asp?id=6540&page=2&bgbn=R,1
16,Miss U ODU,의류환경학과,학부,2013,/partner/expReport.asp?id=6399&page=3&bgbn=R,0
15,그리운 ODU에서의 한 학기,경영학과,학부,2013,/partner/expReport.asp?id=6346&page=3&bgbn=R,1
14,ODU 가을학기,경영학과,학부,2012,/partner/expReport.asp?id=6015&page=3&bgbn=R,1
13,ODU에서의 한학기,경영학과,학부,2012,/partner/expReport.asp?id=6001&page=3&bgbn=R,1
12,ODU에서의 한 학기,정치외교학,학부,2011,/partner/expReport.asp?id=5294&page=3&bgbn=R,1
11,ODU에서의 1년,경제,학부,2009-2010,/partner/expReport.asp?id=4224&page=3&bgbn=R,0
10,odu에서의 한학기,경영,학부,2009,/partner/expReport.asp?id=4073&page=3&bgbn=R,1
9,ODU에서의 1년간의 생활,"경영,경제학과",학부,2009,/partner/expReport.asp?id=3985&page=3&bgbn=R,0
8,ODU에서의 1년,화학,학부,2009,/partner/expReport.asp?id=3974&page=3&bgbn=R,0
7,ODU에서의,사회학/경제학,학부,2008,/partner/expReport.asp?id=3440&page=3&bgbn=R,1
6,ODU,법학과,학부,2003,/partner/expReport.asp?id=3341&page=4&bgbn=R,1
5,ODU에서의 두학기,경제학과,학부,2006-2007,/partner/expReport.asp?id=2557&page=4&bgbn=R,1
4,ODU에서의 1년,경영학과,학부,2005-2006,/partner/expReport.asp?id=2068&page=4&bgbn=R,0
3,Old Dominion에서,신학과,학부,2004-2005,/partner/expReport.asp?id=1683&page=4&bgbn=R,1
2,나를 깨운 교환 시절,상경계열 경영,학부,2004-2005,/partner/expReport.asp?id=1573&page=4&bgbn=R,1
1,아주 특별했던 1년,사회학전공,학부,2003,/partner/expReport.asp?id=1061&page=4&bgbn=R,0
