No,제목,학과,과정,년도,href,BERT_SCORE
12,UC Merced,창의기술경영학과,학부,2019,/partner/expReport.asp?id=16181&page=1&bgbn=R,1
11,UCMerced에서의 한 학기,화학과,학부,2016,/partner/expReport.asp?id=12932&page=1&bgbn=R,1
10,Second home under the golden dome (1년 후기),경제학과,학부,2015-2016,/partner/expReport.asp?id=12874&page=1&bgbn=R,1
9,머세드에서의 일년,경영학과,학부,2015,/partner/expReport.asp?id=12691&page=1&bgbn=R,1
8,University of Notre Dame 보낸 한 학기,사회복지학과,학부,2015,/partner/expReport.asp?id=12463&page=1&bgbn=R,1
7,노트르담 대학교에서 1학기,경제학과,학부,2015,/partner/expReport.asp?id=12412&page=1&bgbn=R,1
6,University of Notre Dame 후기,아동가족학과,학부,2015,/partner/expReport.asp?id=12304&page=1&bgbn=R,1
5,University of Notre Dame에서 한학기,언더우드국제대 문화디자인경영학과,학부,2015,/partner/expReport.asp?id=12084&page=1&bgbn=R,1
4,University of Notre Dame 파견후기,정치외교학과,학부,2015,/partner/expReport.asp?id=11864&page=1&bgbn=R,1
3,Notre Dame에서의 한 학기,정치외교학과,학부,2015,/partner/expReport.asp?id=11863&page=1&bgbn=R,1
2,애증의 UC Merced,경영학과,학부,2014-1,/partner/expReport.asp?id=7489&page=2&bgbn=R,0
1,University of Notre Dame 교환학생 후기,국제학부,학부,2014,/partner/expReport.asp?id=7458&page=2&bgbn=R,0
