,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,10,제2의 고향이 된 애들레이드,응용통계학과,학부,2018,/partner/expReport.asp?id=15263&page=1&bgbn=R,0,0.49072229862213135
1,9,애들레이드에서의 한학기,스포츠레저학과,학부,2015,/partner/expReport.asp?id=13882&page=1&bgbn=R,1,0.731432318687439
2,8,잊지 못할 애들레이드에서의 한 학기,심리학과,학부,2016,/partner/expReport.asp?id=13414&page=1&bgbn=R,1,0.8847562074661255
3,7,내 기준 솔직한 Adelaide 생활 후기,문화인류학과,학부,2016,/partner/expReport.asp?id=13218&page=1&bgbn=R,0,0.6970244646072388
4,6,2학기 함께한 애들레이드,화공생명공학과,학부,2015,/partner/expReport.asp?id=12548&page=1&bgbn=R,1,0.515648603439331
5,5,교환학생이 꿈이였었던 제 스토리,물리학과,학부,2015,/partner/expReport.asp?id=12056&page=1&bgbn=R,0,0.27990058064460754
6,4,Adelaide에서의 잊지 못할 기억,실내건축학과,학부,2014,/partner/expReport.asp?id=7464&page=1&bgbn=R,1,0.9335849285125732
7,3,애들레이드에서의 교환학생,경영학과,학부,2014,/partner/expReport.asp?id=7397&page=1&bgbn=R,0,0.731432318687439
8,2,꿈 같았던 애들래이드에서의 육개월,영어영문,학부,2014,/partner/expReport.asp?id=7392&page=1&bgbn=R,0,0.7752023339271545
9,1,여유가 있는 도시 Adelaide,사회학과,학부,2013,/partner/expReport.asp?id=6796&page=1&bgbn=R,1,0.6862422227859497
