,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,30,"또 다른 무대, 교토에서의 1년",문화인류학과,학부,2012,/partner/expReport.asp?id=6103&page=1&bgbn=R,0,0.6564558744430542
1,29,도시샤에서의 1년,건축학과(5년제),학부,2011-2012,/partner/expReport.asp?id=5658&page=1&bgbn=R,0,0.645369291305542
2,28,도시샤대학교에서의 1년,아동가족/사회복지,학부,2010-2011,/partner/expReport.asp?id=5160&page=1&bgbn=R,0,0.7889134883880615
3,27,대학 생활을 더욱 값지게 해 준 한 학기 '-',사회학과,학부,2010,/partner/expReport.asp?id=4521&page=1&bgbn=R,1,0.9250709414482117
4,26,평화로운 교토에서의 1년.,경제학과,학부,2009,/partner/expReport.asp?id=4243&page=1&bgbn=R,1,0.8188912868499756
5,25,도시샤 대학교,사회학과,학부,2009,/partner/expReport.asp?id=3863&page=1&bgbn=R,0,0.5892336368560791
6,24,"교토의 중심, 도시샤 대학에서의 한학기",경영학과,학부,2009,/partner/expReport.asp?id=3775&page=1&bgbn=R,1,0.5587093830108643
7,23,"쿄토, 잊을 수 없는 사계절의 추억.",국어 국문/신문 방송,학부,2008,/partner/expReport.asp?id=3507&page=1&bgbn=R,1,0.955897867679596
8,22,교토에서의 일년,교육학과,학부,2008-2009,/partner/expReport.asp?id=3455&page=1&bgbn=R,1,0.6775053143501282
9,21,교토에서의 1년,사회학과,학부,2008-2009,/partner/expReport.asp?id=3421&page=1&bgbn=R,0,0.645369291305542
10,20,도시샤 대학에서의 일년,신문방송학과,학부,2007,/partner/expReport.asp?id=2998&page=2&bgbn=R,1,0.6180441379547119
11,19,한 학기 동안의 교환학생 생활,언론홍보영상학부,학부,2007,/partner/expReport.asp?id=2948&page=2&bgbn=R,0,0.5493819713592529
12,18,교토 도시샤 대학에서의 일년,행정학과,학부,2006,/partner/expReport.asp?id=2701&page=2&bgbn=R,1,0.6456009149551392
13,17,도시샤에서의 한 학기,사학과,학부,2007,/partner/expReport.asp?id=2640&page=2&bgbn=R,1,0.645369291305542
14,16,교토에서의 1년,상경계열,학부,2005,/partner/expReport.asp?id=2279&page=2&bgbn=R,0,0.645369291305542
15,15,도시샤에서 보낸 한 학기,사학과,학부,2006,/partner/expReport.asp?id=2229&page=2&bgbn=R,0,0.5509714484214783
16,14,도시샤대학교,사학과,학부,2005-2006,/partner/expReport.asp?id=2226&page=2&bgbn=R,1,0.6378558278083801
17,13,도시샤에서의 일년,사학과,학부,2005-2006,/partner/expReport.asp?id=2202&page=2&bgbn=R,1,0.6775053143501282
18,12,도시샤의 기억,신문방송학과,학부,2005,/partner/expReport.asp?id=1762&page=2&bgbn=R,1,0.6425659656524658
19,11,교토에서의 1년,영어영문학과,학부,2004,/partner/expReport.asp?id=1533&page=2&bgbn=R,0,0.645369291305542
20,10,1년간의 교환학생 생활,,학부,2004-2005,/partner/expReport.asp?id=1515&page=3&bgbn=R,0,0.6108571290969849
21,9,도시샤대학에서의 추억,의류환경전공,학부,2003,/partner/expReport.asp?id=1114&page=3&bgbn=R,1,0.9301380515098572
22,8,日本での生活,정치외교학과,학부,2002,/partner/expReport.asp?id=992&page=3&bgbn=R,1,0.47254469990730286
23,7,뜻깊었던 일본에서의 교환학생 생활,신문방송학과,학부,2002,/partner/expReport.asp?id=826&page=3&bgbn=R,0,0.8315577507019043
24,6,Doshisha Univ. - 박소현,인문학부,학부,2001-2002,/partner/expReport.asp?id=664&page=3&bgbn=R,1,0.5001710653305054
25,5,Doshisha Univ. - 윤인중,경영학전공,학부,2001,/partner/expReport.asp?id=496&page=3&bgbn=R,0,0.611188530921936
26,4,Doshisha Univ. - 이인선,상경계열,학부,2000,/partner/expReport.asp?id=387&page=3&bgbn=R,0,0.5001710653305054
27,3,Doshisha Univ.-유성윤,경영학전공,학부,2000,/partner/expReport.asp?id=251&page=3&bgbn=R,1,0.47839847207069397
28,2,Doshisha Univ.-배수진,정치외교학과,학부,2000-2001,/partner/expReport.asp?id=189&page=3&bgbn=R,1,0.4899306297302246
29,1,Doshisha Univ.-박지영,신문방송학과,학부,2000,/partner/expReport.asp?id=112&page=3&bgbn=R,1,0.4899306297302246
