,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,26,"새로운 세상, 행복한 1년",사학과,학부,2019,/partner/expReport.asp?id=16382&page=1&bgbn=R,0,0.9489394426345825
1,25,소기의 성과를 이루었던 반년,산업공학과,학부,2018,/partner/expReport.asp?id=15514&page=1&bgbn=R,0,0.580237090587616
2,24,나를 돌아봤던 오사카에서의 한 해,사학과,학부,2017,/partner/expReport.asp?id=15463&page=1&bgbn=R,1,0.9323303699493408
3,23,오사카대학에서의 진로를 향해 달려갔던 한 해,국제학부_정치외교학과,학부,2018,/partner/expReport.asp?id=15444&page=1&bgbn=R,1,0.8326793909072876
4,22,오사카 대학교에서의 행복했던 1년,경영학과,학부,2016,/partner/expReport.asp?id=13915&page=1&bgbn=R,1,0.9101672172546387
5,21,Two Semesters at Osaka University - OUSSEP,Underwood International College - Underwood Division,학부,2014-2015,/partner/expReport.asp?id=12334&page=1&bgbn=R,1,0.5163494348526001
6,20,정말 행복했던 오사카에서의 한 학기,경영학과,학부,2014,/partner/expReport.asp?id=7425&page=1&bgbn=R,1,0.9185658693313599
7,19,짧아서 아쉬웠던 한 학기 교환생활,대기과학과,학부,2014,/partner/expReport.asp?id=7332&page=1&bgbn=R,0,0.7220072150230408
8,18,한 학기 동안의 오사카 생활,사학과,학부,2013,/partner/expReport.asp?id=7008&page=1&bgbn=R,1,0.4753556251525879
9,17,같지만 또 다른 일본에서의 대학 생활,도시공학과,학부,2012,/partner/expReport.asp?id=6347&page=1&bgbn=R,0,0.6832695603370667
10,16,세계를 향한 첫 발걸음,의공학부,학부,2012,/partner/expReport.asp?id=6178&page=2&bgbn=R,0,0.7581976652145386
11,15,오사카대학에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5511&page=2&bgbn=R,1,0.7335958480834961
12,14,많은 인연과 함께한 교환학생,화학공학과,학부,2011,/partner/expReport.asp?id=5405&page=2&bgbn=R,1,0.8756252527236938
13,13,쏟는 만큼 얻어가는 유학 생활,교육학과,학부,2010,/partner/expReport.asp?id=5170&page=2&bgbn=R,1,0.6289894580841064
14,12,후회없는 오사카생활,정치외교학과,학부,2010,/partner/expReport.asp?id=5169&page=2&bgbn=R,0,0.80301433801651
15,11,사각사각 줄어드는 시간이 너무나도 안타까웠던 오사카,공과대학 금속시스템공학,학부,2010,/partner/expReport.asp?id=5104&page=2&bgbn=R,1,0.5400189161300659
16,10,오사카 대학에서 한 학기.,정보기술학부,학부,2007,/partner/expReport.asp?id=3002&page=2&bgbn=R,1,0.44199806451797485
17,9,나의 아름다운 젊은날,경영학,학부,2007,/partner/expReport.asp?id=2995&page=2&bgbn=R,1,0.8737604022026062
18,8,오사카 대학교,교육대학원,대학원,2006,/partner/expReport.asp?id=2525&page=2&bgbn=R,1,0.5772870182991028
19,7,오사카 대학교,기계공학부,학부,2006,/partner/expReport.asp?id=2253&page=2&bgbn=R,1,0.5772870182991028
20,6,오사카에서의 일년,생명공학과,학부,2005-2006,/partner/expReport.asp?id=2175&page=3&bgbn=R,1,0.7018661499023438
21,5,간밧떼~ 오사카,GSIS 국제통상,대학원,2005-2006,/partner/expReport.asp?id=1982&page=3&bgbn=R,1,0.2476891279220581
22,4,오사카에서의 일년,영문학과,학부,2004-2005,/partner/expReport.asp?id=1777&page=3&bgbn=R,1,0.7018661499023438
23,3,잊을 수 없는 곳-오사카^^,정치외교학과,학부,2003,/partner/expReport.asp?id=1096&page=3&bgbn=R,1,0.8673429489135742
24,2,Osaka University,사학전공,학부,2003,/partner/expReport.asp?id=1095&page=3&bgbn=R,1,0.5230967998504639
25,1,Osaka Univ. - 최두민,일반대학원,학부,1999-2000,/partner/expReport.asp?id=695&page=3&bgbn=R,1,0.6622766852378845
