,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,14,브리스톨에서의 가을학기,경영학과,학부,2019,/partner/expReport.asp?id=16286&page=1&bgbn=R,1,0.8292343616485596
1,13,인생에서 가장 여유로웠던 5개월 (생활 꿀팁들!),교육학과,학부,2019,/partner/expReport.asp?id=16285&page=1&bgbn=R,1,0.8948306441307068
2,12,브리스톨에서의 1년,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15899&page=1&bgbn=R,0,0.645369291305542
3,11,그리운 브리스톨의 하늘을 추억하며,행정학과,학부,2018,/partner/expReport.asp?id=15618&page=1&bgbn=R,1,0.8911979794502258
4,10,2018 가을학기 브리스톨 해외파견,언더우드국제학부,학부,2018,/partner/expReport.asp?id=15508&page=1&bgbn=R,1,0.5924010872840881
5,9,Bristol,사학과,학부,2018,/partner/expReport.asp?id=15486&page=1&bgbn=R,0,0.47254469990730286
6,8,브리스톨에서의 교환학생 후기,지속개발협력학과,학부,2017,/partner/expReport.asp?id=14695&page=1&bgbn=R,0,0.674605131149292
7,7,가장 영국다운 도시 브리스톨에서,아시아학부,학부,2017,/partner/expReport.asp?id=14692&page=1&bgbn=R,1,0.5435224175453186
8,6,University of Bristol 교환학생 후기,정치외교학과,학부,2017,/partner/expReport.asp?id=14678&page=1&bgbn=R,0,0.4967038035392761
9,5,브리스톨에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=14640&page=1&bgbn=R,1,0.645369291305542
10,4,University of Bristol 교환 후기,문화디자인경영,학부,2017,/partner/expReport.asp?id=14106&page=2&bgbn=R,1,0.46572351455688477
11,3,즐거웠던 브리스톨에서의 교환생활,행정학과,학부,2016-2,/partner/expReport.asp?id=13842&page=2&bgbn=R,0,0.847177267074585
12,2,University of Bristol 교환후기,심리학과,학부,2016,/partner/expReport.asp?id=13768&page=2&bgbn=R,1,0.46572351455688477
13,1,University of Bristol 파견보고서,경영학과,학부,2016,/partner/expReport.asp?id=13700&page=2&bgbn=R,1,0.5823991894721985
