,No,제목,학과,과정,년도,href,RNN_SCORE
0,48,행복했던 베일러에서의 1년,경영학과,학부,2019-2020,/partner/expReport.asp?id=16590&page=1&bgbn=R,0.35376280546188354
1,47,잊지 못할 Baylor에서의 소중한 1년,의류환경학과,학부,2019,/partner/expReport.asp?id=16330&page=1&bgbn=R,0.926032543182373
2,46,베일러 대학에서의 소중했던 1년,경제학과,학부,2018~2019,/partner/expReport.asp?id=15744&page=1&bgbn=R,0.5837404131889343
3,45,baylor에서의 한학기,계량위험관리,학부,2017,/partner/expReport.asp?id=14414&page=1&bgbn=R,0.731432318687439
4,44,Baylor에서의 한 학기,의류환경학,학부,2017,/partner/expReport.asp?id=13977&page=1&bgbn=R,0.731432318687439
5,43,솔직한 후기,식품영양학과,학부,2016,/partner/expReport.asp?id=13616&page=1&bgbn=R,0.5179082751274109
6,42,Baylor에서의 가을,신학과,학부,2016,/partner/expReport.asp?id=13460&page=1&bgbn=R,0.8369935750961304
7,41,Baylor에서의 한 학기,경제학부,학부,2016,/partner/expReport.asp?id=12989&page=1&bgbn=R,0.731432318687439
8,40,베일러 대학교에서의 한 학기,경제학과,학부,2015,/partner/expReport.asp?id=12605&page=1&bgbn=R,0.47498273849487305
9,39,베일러에서의 1년,의류환경학과,학부,2015,/partner/expReport.asp?id=12493&page=1&bgbn=R,0.09152382612228394
10,38,Baylor에서 보냈던 1년,경영학과,학부,2014-2015,/partner/expReport.asp?id=12134&page=2&bgbn=R,0.5980356335639954
11,37,baylor에서의 소중했던 추억,문헌정보학과,학부,2013,/partner/expReport.asp?id=11862&page=2&bgbn=R,0.9422774314880371
12,36,베일러에서의 1년,사회복지학과,학부,2014,/partner/expReport.asp?id=8633&page=2&bgbn=R,0.09152382612228394
13,35,Baylor에서의 한학기,화학과,학부,2014,/partner/expReport.asp?id=8585&page=2&bgbn=R,0.731432318687439
14,34,행복했던 Baylor 에서의 생활,신소재 공학과,학부,2014,/partner/expReport.asp?id=7555&page=2&bgbn=R,0.8614447116851807
15,33,베일러에서의 한학기,사회학과,학부,2013,/partner/expReport.asp?id=6775&page=2&bgbn=R,0.09152382612228394
16,32,Baylor에서의 최고의 1년,경제학과,학부,2012,/partner/expReport.asp?id=6023&page=2&bgbn=R,0.9286439418792725
17,31,Baylor에서의 1년,경영학과,학부,2012,/partner/expReport.asp?id=5985&page=2&bgbn=R,0.731432318687439
18,30,베일러에서의 교환생활,응용통계학과,학부,2012,/partner/expReport.asp?id=5614&page=2&bgbn=R,0.14412805438041687
19,29,베일러에서의 한학기,경제학부,학부,2012,/partner/expReport.asp?id=5593&page=2&bgbn=R,0.09152382612228394
20,28,소중했던 Baylor에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5548&page=3&bgbn=R,0.7498469948768616
21,27,베일러에서의 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5296&page=3&bgbn=R,0.09152382612228394
22,26,베일러에서의 잊지못할 소중한 1년.,심리학과,학부,2010-2011,/partner/expReport.asp?id=5084&page=3&bgbn=R,0.4839245080947876
23,25,벌써 그리운 베일러대학,기계공학과,학부,2011,/partner/expReport.asp?id=5041&page=3&bgbn=R,0.47678130865097046
24,24,감사했던 베일러에서의 한 학기,심리학과,학부,2011,/partner/expReport.asp?id=5015&page=3&bgbn=R,0.5053010582923889
25,23,베일러에서의 잊을 수 없는 한학기!,생물학과,학부,2010,/partner/expReport.asp?id=4653&page=3&bgbn=R,0.4551422894001007
26,22,Baylor 에서 보낸 5개월,경영학과,학부,2010,/partner/expReport.asp?id=4340&page=3&bgbn=R,0.5687217116355896
27,21,Baylor University 경험보고서,경제학과,학부,2010,/partner/expReport.asp?id=4257&page=3&bgbn=R,0.6680845022201538
28,20,"감사했던 생활, Baylor에서 :)",경영학과,학부,2008-2009,/partner/expReport.asp?id=3562&page=3&bgbn=R,0.8481122255325317
29,19,Baylor에서의 생활,경영학과,학부,2007,/partner/expReport.asp?id=3461&page=3&bgbn=R,0.7055066227912903
30,18,소중한 경험과 추억_Baylor에서의 한 학기,경영학과,학부,2008,/partner/expReport.asp?id=3305&page=4&bgbn=R,0.7927879095077515
