,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,19,"앞으로 내가 살아가야 할 삶에 대한 지침에 되어준, 2019년 노르웨이에서의 봄",언더우드경제학과,학부,2019,/partner/expReport.asp?id=15981&page=1&bgbn=R,1,0.9629902839660645
1,18,추억이 되어버린 노위지안 라이프,스포츠레저학과/경영학과,학부,2017,/partner/expReport.asp?id=14570&page=1&bgbn=R,1,0.7922251224517822
2,17,교환학생 프로그램이 잘되어있는 NHH,경영학과,학부,2013,/partner/expReport.asp?id=6803&page=1&bgbn=R,1,0.6361187100410461
3,16,망설이지 말고 오세요,경영학과,학부,2013,/partner/expReport.asp?id=6500&page=1&bgbn=R,0,0.8500308990478516
4,15,아름다운 나라 노르웨이에서의 잊지 못할 시간들,경영학과,학부,2012,/partner/expReport.asp?id=6441&page=1&bgbn=R,1,0.9264956712722778
5,14,생애 가장 아름다운 추억으로 남을 노르웨이!,경영학과,대학원,2012,/partner/expReport.asp?id=5919&page=1&bgbn=R,1,0.9777702689170837
6,13,"제 2의 고향이 되어버린 베르겐, 노르웨이",국어국문학과,학부,2012,/partner/expReport.asp?id=5697&page=1&bgbn=R,0,0.41899827122688293
7,12,북유럽의 천국 노르웨이,경제학과,학부,2012,/partner/expReport.asp?id=5691&page=1&bgbn=R,1,0.43850553035736084
8,11,NHH 경험보고서,경영학과,학부,2012,/partner/expReport.asp?id=5662&page=1&bgbn=R,0,0.6901764869689941
9,10,잊지 못할 경험을 내게 안겨준 베르겐,경제학과,학부,2009-2010,/partner/expReport.asp?id=4445&page=1&bgbn=R,1,0.9141547679901123
10,9,국제학생들을 위한 배려가 깃든 곳,경영학과,학부,2008-2009,/partner/expReport.asp?id=3634&page=2&bgbn=R,1,0.7920502424240112
11,8,다신 돌아오지 않은 북유럽의 추억,경제학과,학부,2008,/partner/expReport.asp?id=3602&page=2&bgbn=R,1,0.8502235412597656
12,7,끊임없는 도전정신,경영,학부,2008,/partner/expReport.asp?id=3363&page=2&bgbn=R,0,0.4079337418079376
13,6,NHH에서의 생활 (실질적인 정보를 중심으로),경영학과,학부,2008,/partner/expReport.asp?id=3332&page=2&bgbn=R,1,0.7493773698806763
14,5,고마운 기회,경제학부,학부,2007,/partner/expReport.asp?id=2765&page=2&bgbn=R,1,0.9227935075759888
15,4,"북극의 아름다운 나라, 노르웨이",경영학과,학부,2006-2007,/partner/expReport.asp?id=2706&page=2&bgbn=R,1,0.6552823781967163
16,3,베르겐,경영대학,학부,2007,/partner/expReport.asp?id=2631&page=2&bgbn=R,0,0.50729900598526
17,2,0120205,경영학과,학부,0120205,/partner/expReport.asp?id=2624&page=2&bgbn=R,1,0.50729900598526
18,1,아름다운 그리그의 고향 베르겐과 NHH,경영학과,학부,2006,/partner/expReport.asp?id=2389&page=2&bgbn=R,1,0.7290408611297607
