,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,30,호세에서 즐거웠던 4개월,교육학과,학부,2012,/partner/expReport.asp?id=10738&page=1&bgbn=R,1,0.7415063381195068
1,29,Hosei University,UIC,학부,2013,/partner/expReport.asp?id=6651&page=1&bgbn=R,1,0.48335328698158264
2,28,Hosei Univ,동아시아국제학부,학부,2013,/partner/expReport.asp?id=6589&page=1&bgbn=R,1,0.48335328698158264
3,27,一期一会의 순간들,경영학과,학부,2012,/partner/expReport.asp?id=5938&page=1&bgbn=R,1,0.4334445595741272
4,26,Hosei 에서의 추억을 떠올리며,국어국문학과,학부,2010,/partner/expReport.asp?id=4753&page=1&bgbn=R,1,0.9200736880302429
5,25,2010 법정대 교환유학 경험보고서,언더우드 국제대학,학부,2010,/partner/expReport.asp?id=4731&page=1&bgbn=R,0,0.7853474020957947
6,24,개성있는 대학교 호세,국제학대학원 국제경영,대학원,2009-2010,/partner/expReport.asp?id=4097&page=1&bgbn=R,1,0.8101533651351929
7,23,Hosei 2009,경영학과,학부,2009,/partner/expReport.asp?id=4058&page=1&bgbn=R,1,0.48335328698158264
8,22,Hosei에서의 1년,문과대학 중어중문학과,학부,2008-2009,/partner/expReport.asp?id=3774&page=1&bgbn=R,0,0.645369291305542
9,21,"도쿄, 이치가야, 호세.",신문방송학과,학부,2008-2009,/partner/expReport.asp?id=3502&page=1&bgbn=R,0,0.531955897808075
10,20,HOSEI 2008,문헌정보학과,학부,2008-2009,/partner/expReport.asp?id=3459&page=2&bgbn=R,1,0.48335328698158264
11,19,HOSEI 2007,국어국문학과,학부,2007-2008,/partner/expReport.asp?id=3018&page=2&bgbn=R,1,0.48335328698158264
12,18,hosei에서의 1년,신문방송학과,학부,2007-2008,/partner/expReport.asp?id=2964&page=2&bgbn=R,0,0.645369291305542
13,17,"Hosei University, Ichigaya Campus",경영학과,학부,2006-2007,/partner/expReport.asp?id=2788&page=2&bgbn=R,1,0.5001710653305054
14,16,아름다운 도시 tokyo,사학과,학부,2006-2007,/partner/expReport.asp?id=2628&page=2&bgbn=R,1,0.8773183822631836
15,15,"추억이 가득한 곳, Tokyo",재료공학부,학부,2006-2007,/partner/expReport.asp?id=2366&page=2&bgbn=R,1,0.935713529586792
16,14,Hosei에서의 1년,컴퓨터산업공학,학부,2005-2006,/partner/expReport.asp?id=2261&page=2&bgbn=R,0,0.645369291305542
17,13,호세 대학에서의 한학기,컴퓨터산업공학,학부,2006,/partner/expReport.asp?id=2219&page=2&bgbn=R,1,0.6481674909591675
18,12,Hosei University,주거환경학과,학부,2005,/partner/expReport.asp?id=1981&page=2&bgbn=R,1,0.48335328698158264
19,11,HOSEI 가을학기,정치외교학과,학부,2004,/partner/expReport.asp?id=1527&page=2&bgbn=R,1,0.6877627372741699
20,10,코가네이 캠퍼스,컴퓨터·산업공학부,학부,2004,/partner/expReport.asp?id=1507&page=3&bgbn=R,0,0.5135130882263184
21,9,호세이(法政)대학에서의 1년,생활과학대학,학부,2004,/partner/expReport.asp?id=1476&page=3&bgbn=R,0,0.6815385222434998
22,8,호세 타마에서의 1년,사회복지학과,학부,2003~2004,/partner/expReport.asp?id=1224&page=3&bgbn=R,0,0.6475093364715576
23,7,法政大學留學記,상경계열,학부,2003,/partner/expReport.asp?id=1222&page=3&bgbn=R,0,0.47254469990730286
24,6,Hosei University,문헌정보학전공,학부,2003,/partner/expReport.asp?id=1155&page=3&bgbn=R,1,0.48335328698158264
25,5,새로운 경험,정치외교학과,학부,2003,/partner/expReport.asp?id=1131&page=3&bgbn=R,0,0.9048988819122314
26,4,Hosei University,생활디자인전공,학부,2002-2003,/partner/expReport.asp?id=1006&page=3&bgbn=R,1,0.48335328698158264
27,3,Hosei Univ.,인문학부,학부,2002-2003,/partner/expReport.asp?id=940&page=3&bgbn=R,0,0.4831991493701935
28,2,가슴 가득한 오렌지블루,인문학부,학부,2002,/partner/expReport.asp?id=799&page=3&bgbn=R,1,0.9415155649185181
29,1,Hosei Univ.-조성구,건축공학전공,학부,1998,/partner/expReport.asp?id=27&page=3&bgbn=R,1,0.5564446449279785
