,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,28,휴양지에서 쉬다온 듯 한 유바스큘라 교환생활,경제학과,학부,2018,/partner/expReport.asp?id=14869&page=1&bgbn=R,0,0.615571916103363
1,27,여유로운 호수의 나라 핀란드,패키징학과,학부,2017,/partner/expReport.asp?id=14657&page=1&bgbn=R,1,0.8326748609542847
2,26,"잊지못할, 너무나도 여유로웠던 유바스큘라에서의 생활",언론홍보영상학,학부,2016,/partner/expReport.asp?id=13577&page=1&bgbn=R,1,0.9173245429992676
3,25,Jyvaskyla에서의 교환학생,행정학과,학부,2015,/partner/expReport.asp?id=12159&page=1&bgbn=R,1,0.731432318687439
4,24,Jyvaskyla의 교환생활,경제,학부,2014,/partner/expReport.asp?id=8657&page=1&bgbn=R,1,0.4847922921180725
5,23,즐거웠던 유바스큘라에서의 한학기 :),경영학과,학부,2014,/partner/expReport.asp?id=7218&page=1&bgbn=R,1,0.8654777407646179
6,22,University of Jyvaskyla 파견보고서,응용통계학과,학부,2012-2013,/partner/expReport.asp?id=6689&page=1&bgbn=R,1,0.6542438864707947
7,21,유바스큘라 대학,경영학과,학부,2013,/partner/expReport.asp?id=6645&page=1&bgbn=R,1,0.3774700164794922
8,20,2012 경험보고서(1년)(1~12월),경영학과,학부,2012,/partner/expReport.asp?id=5979&page=1&bgbn=R,0,0.6568360924720764
9,19,유바스킬라 2012년 봄학기,경제학과,학부,2012,/partner/expReport.asp?id=5965&page=1&bgbn=R,1,0.5440424084663391
10,18,값진 경험!,심리학/신문방송학,학부,2010,/partner/expReport.asp?id=5138&page=2&bgbn=R,1,0.8398754596710205
11,17,"잊지못할 추억을 만든 곳, Jyuvaskyla",주거환경학과,학부,2010,/partner/expReport.asp?id=4729&page=2&bgbn=R,1,0.9172661304473877
12,16,조용한 호수의 나라 핀란드에서의 교환학생,문헌정보학과,학부,2009,/partner/expReport.asp?id=4617&page=2&bgbn=R,0,0.8848749399185181
13,15,"멋진 자연과 좋은 사람들을 만날 수 있었던 곳,핀란드",중어중문학과/정치외교학과,학부,2009,/partner/expReport.asp?id=4094&page=2&bgbn=R,1,0.9722806215286255
14,14,조용하지만 강한 나라 핀란드,교육학과,학부,2009,/partner/expReport.asp?id=4078&page=2&bgbn=R,1,0.8272505402565002
15,13,"동화 속으로의 여행, Jyvaskyla",경제학과,학부,2009,/partner/expReport.asp?id=3665&page=2&bgbn=R,1,0.9051293730735779
16,12,Jyvaskyla에서의 한학기,기계공학과,학부,2008,/partner/expReport.asp?id=3443&page=2&bgbn=R,1,0.731432318687439
17,11,Jyvaskyla의 한학기,전기전자공학/심리학,학부,2008,/partner/expReport.asp?id=3431&page=2&bgbn=R,1,0.5230967998504639
18,10,잊지 못할 Jyvaskyla에서의 1년,의공학부,학부,2008,/partner/expReport.asp?id=3338&page=2&bgbn=R,0,0.8847562074661255
19,9,Jyvaskyla에서 보낸 한학기,응용통계학과,학부,2008,/partner/expReport.asp?id=3323&page=2&bgbn=R,1,0.5980356335639954
20,8,Jyvaskyla에서의 일년,경제학과,학부,2007-2008,/partner/expReport.asp?id=3098&page=3&bgbn=R,1,0.727751612663269
21,7,University of Jyvaskyla,경제,학부,2006-2007,/partner/expReport.asp?id=2772&page=3&bgbn=R,1,0.515648603439331
22,6,핀란드의 춥고도 따뜻한 3개월의 추억,신문방송학과,학부,2006,/partner/expReport.asp?id=2500&page=3&bgbn=R,1,0.9188200831413269
23,5,핀란드에서의 한 학기,주거환경학과/경영학과,학부,2006,/partner/expReport.asp?id=2403&page=3&bgbn=R,1,0.7701451778411865
24,4,잊을수 없는 한학기,경제학과,학부,2006,/partner/expReport.asp?id=2215&page=3&bgbn=R,0,0.8781890869140625
25,3,유베스퀼라에서의 한학기,경영학과,학부,2006,/partner/expReport.asp?id=2180&page=3&bgbn=R,1,0.7022072076797485
26,2,휘바휘바~,의류환경/경영,학부,2005,/partner/expReport.asp?id=1959&page=3&bgbn=R,0,0.5230967998504639
27,1,정직한 선진국 핀란드,신문방송학과/심리학이중전공,학부,2005,/partner/expReport.asp?id=1892&page=3&bgbn=R,1,0.3579767644405365
