,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,12,기대와는 조금 달랐던 바쓰에서의 교환 생활,UD 경제학과,학부,2019,/partner/expReport.asp?id=16224&page=1&bgbn=R,1,0.7326061725616455
1,11,너무나 행복했던 바스에서의 한 학기,영어영문학과,학부,2019,/partner/expReport.asp?id=16218&page=1&bgbn=R,1,0.9454500079154968
2,10,바스에서의 여유로운 생활,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=16156&page=1&bgbn=R,1,0.8587908744812012
3,9,Bath에서의 1년간의 교환생활,사회학과,학부,2018-2019,/partner/expReport.asp?id=15753&page=1&bgbn=R,0,0.7131485342979431
4,8,바쓰대학교 파견보고서,국제학과,학부,2018,/partner/expReport.asp?id=15017&page=1&bgbn=R,1,0.6290853023529053
5,7,University of Bath 경험보고서,체육교육학과,학부,2017,/partner/expReport.asp?id=14733&page=1&bgbn=R,1,0.6584348678588867
6,6,파견대학 경험보고서 - 영국 University of Bath,문과대학 영어영문학,학부,2017,/partner/expReport.asp?id=14703&page=1&bgbn=R,1,0.6031999588012695
7,5,University of Bath에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=14285&page=1&bgbn=R,1,0.6876720190048218
8,4,아름다운 도시 바스,영어영문학과,학부,2017,/partner/expReport.asp?id=14189&page=1&bgbn=R,1,0.6342481970787048
9,3,University of bath,대기과학과,학부,2016,/partner/expReport.asp?id=13695&page=1&bgbn=R,0,0.515648603439331
10,2,잊을 수 없는 바스대학교에서의 한 학기!!,응용통계학과,학부,2016,/partner/expReport.asp?id=13314&page=2&bgbn=R,1,0.8536102771759033
11,1,University of Bath,언더우드국제대학 경제학,학부,2016,/partner/expReport.asp?id=13300&page=2&bgbn=R,1,0.515648603439331
