,No,제목,학과,과정,년도,href,RNN_SCORE
0,63,유매스에서 꿈 같았던 3개월 !,경제학과,학부,2020-1,/partner/expReport.asp?id=16538&page=1&bgbn=R,0.7224523425102234
1,62,유매스에서의 1년,산업공학과,학부,2019,/partner/expReport.asp?id=16284&page=1&bgbn=R,0.6983520984649658
2,61,경험보고서,경영학과,학부,2019,/partner/expReport.asp?id=16158&page=1&bgbn=R,0.7555708289146423
3,60,UMASS AMHERST 교환후기 !,경영학과,학부,2019,/partner/expReport.asp?id=16152&page=1&bgbn=R,0.5721132755279541
4,59,UMass 에서의 한학기,의예과,학부,2019,/partner/expReport.asp?id=16120&page=1&bgbn=R,0.731432318687439
5,58,UMASS 에서의 한학기,화공생명공학과,학부,2017,/partner/expReport.asp?id=15794&page=1&bgbn=R,0.731432318687439
6,57,UMASS에서 보낸 한 학기의 추억,언더우드학부,학부,2019,/partner/expReport.asp?id=15542&page=1&bgbn=R,0.8211700916290283
7,56,메사추세츠 주립대학교,중어중문학과,학부,2019,/partner/expReport.asp?id=15538&page=1&bgbn=R,0.5609565377235413
8,55,UMass에서 두 학기 동안 지내면서 느낀점,경영학과,학부,2018-2019,/partner/expReport.asp?id=15532&page=1&bgbn=R,0.7400333285331726
9,54,Umass에서의 한 학기,신학과,학부,2018,/partner/expReport.asp?id=15284&page=1&bgbn=R,0.731432318687439
10,53,UMass 교환학생 경험보고서,계량위험관리,학부,2018,/partner/expReport.asp?id=15274&page=2&bgbn=R,0.6680845022201538
11,52,교환학생 파견 보고서,의예과,학부,2018,/partner/expReport.asp?id=15252&page=2&bgbn=R,0.681797981262207
12,51,Umass에서의 행복했던 한 학기,경영학과,학부,2017,/partner/expReport.asp?id=14991&page=2&bgbn=R,0.916967511177063
13,50,행복한 교환생활,경영학과,학부,2018,/partner/expReport.asp?id=14883&page=2&bgbn=R,0.8080487847328186
14,49,교환학생 파견 보고서,신학과,학부,2018,/partner/expReport.asp?id=14866&page=2&bgbn=R,0.681797981262207
15,48,유매스에서의 2017-1,언론홍보영상학과,학부,2017-1,/partner/expReport.asp?id=14813&page=2&bgbn=R,0.6983520984649658
16,47,UMass 교환학생 후기,문화인류학,학부,2017-2,/partner/expReport.asp?id=14619&page=2&bgbn=R,0.5652004480361938
17,46,유매스에서의 잊지 못할 한 학기,경제학과,학부,2017-2,/partner/expReport.asp?id=14453&page=2&bgbn=R,0.8712913990020752
18,45,유매스에서 보낸 봄학기,교육학과,학부,2017,/partner/expReport.asp?id=14010&page=2&bgbn=R,0.6320812702178955
19,44,UMass 교환학생 후기,화학과,학부,2017,/partner/expReport.asp?id=14005&page=2&bgbn=R,0.5652004480361938
20,43,잊혀지지 않는 UMass Amherst에서의 1년,경영학과,학부,2016,/partner/expReport.asp?id=13996&page=3&bgbn=R,0.9230021238327026
21,42,Umass에서의 1년,경영학과,학부,2016-2017,/partner/expReport.asp?id=13966&page=3&bgbn=R,0.731432318687439
22,41,UMASS 에서의 한학기,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13745&page=3&bgbn=R,0.731432318687439
23,40,소중한 친구들을 사귈 수 있었던 Umass에서의 한 학기,신문방송학과,학부,2015,/partner/expReport.asp?id=13215&page=3&bgbn=R,0.6936670541763306
24,39,UMass에서의 한 학기,심리학과,학부,2016,/partner/expReport.asp?id=12910&page=3&bgbn=R,0.731432318687439
25,38,유매스에서의 한학기,아동가족학과,학부,2016,/partner/expReport.asp?id=12878&page=3&bgbn=R,0.6983520984649658
26,37,한 학기 동안의 UMASS생활,심리학과,학부,2015,/partner/expReport.asp?id=12846&page=3&bgbn=R,0.547143280506134
27,36,더 넓은 세상을 배울 수 있어 감사했고 그리운 그 곳,경영학과,학부,2015,/partner/expReport.asp?id=12845&page=3&bgbn=R,0.900180459022522
28,35,"다시 가고싶은, 너무나 좋은 추억이 된 유매스",경영학과,학부,2015,/partner/expReport.asp?id=12722&page=3&bgbn=R,0.973167359828949
29,34,UMass Amherst에서의 한학기,응용통계,학부,2015,/partner/expReport.asp?id=11962&page=3&bgbn=R,0.7022072076797485
30,33,"눈부신 22살의 추억, UMASS",신문방송학과,학부,2015,/partner/expReport.asp?id=11931&page=4&bgbn=R,0.8543156981468201
