,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,68,잊지못할 파리에서의 반년,응용통계학과,학부,2018,/partner/expReport.asp?id=16081&page=1&bgbn=R,0,0.9057884216308594
1,67,시앙스포에서 일년,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=16019&page=1&bgbn=R,0,0.33282890915870667
2,66,파리에서 한학기,언더우드 국제대 지속개발협력,학부,2018,/partner/expReport.asp?id=16009&page=1&bgbn=R,1,0.5558530688285828
3,65,파리에 부친 편지,불어불문학과,학부,2019,/partner/expReport.asp?id=15986&page=1&bgbn=R,0,0.540306031703949
4,64,Sciences Po 파리 봄학기 후기,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=15898&page=1&bgbn=R,0,0.6215952634811401
5,63,꼭 파리에 안가도 돼요~,국제통상학,학부,2018,/partner/expReport.asp?id=15517&page=1&bgbn=R,0,0.5394768118858337
6,62,파리도 다 사람 사는 곳인데 그냥 사는거죠 뭐,정치외교학과,학부,2018,/partner/expReport.asp?id=15389&page=1&bgbn=R,1,0.4269072115421295
7,61,아는 만큼 보이는 파리. 적극적인 태도가 필요한 삶.,사학과,학부,2018,/partner/expReport.asp?id=15149&page=1&bgbn=R,1,0.9302703738212585
8,60,오랜 꿈을 이룰 수 있게 해준 시앙스포 파리에서의 한 학기,언더우드국제대 정치외교,학부,2017,/partner/expReport.asp?id=14801&page=1&bgbn=R,1,0.9692332148551941
9,59,프랑스 최고의 학교에서 보낸 값진 한 학기 교환생활,정치외교학과,학부,2017,/partner/expReport.asp?id=14793&page=1&bgbn=R,1,0.9591667652130127
10,58,하루하루 꿈 같던 파리에서의 한 학기,정치외교학과,학부,2017,/partner/expReport.asp?id=14557&page=2&bgbn=R,1,0.9347808957099915
11,57,파리에서의 한 학기,불어불문학과,학부,2017,/partner/expReport.asp?id=14495&page=2&bgbn=R,0,0.7179952263832092
12,56,"지중해 근처의 휴양도시, 남부 프로방스에 위치한 Sciences Po Aix에서의 한학기",행정학과,학부,2016,/partner/expReport.asp?id=13776&page=2&bgbn=R,1,0.8090561628341675
13,55,SciencesPo Paris,문헌정보학과,학부,2016,/partner/expReport.asp?id=13192&page=2&bgbn=R,1,0.48335328698158264
14,54,파리에서의 한 학기를 마치며,언더우드 국제대학 아시아학과,학부,2016,/partner/expReport.asp?id=13104&page=2&bgbn=R,1,0.9420031905174255
15,53,파리에서의 멋진 학기,언더우드 국제대학 국제학과,학부,2016,/partner/expReport.asp?id=13089&page=2&bgbn=R,0,0.9205417633056641
16,52,파리의 심장부에서의 잊지 못할 한 학기,정치외교학과,학부,2015,/partner/expReport.asp?id=12823&page=2&bgbn=R,1,0.9683874845504761
17,51,잊지 못할 시앙스포에서의 교환 생활,불어불문학과,학부,2015,/partner/expReport.asp?id=12822&page=2&bgbn=R,0,0.8044775128364563
18,50,"아름다운 도시 파리, 그리고 시앙스포에서의 소중한 한 학기",정치외교학과,학부,2016,/partner/expReport.asp?id=12814&page=2&bgbn=R,1,0.9549150466918945
19,49,파리의 사람들,영어영문학과,학부,2013,/partner/expReport.asp?id=12362&page=2&bgbn=R,1,0.4187454879283905
