,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,49,여유를 아는 도시 Kristianstad,문화인류학과,학부,2017,/partner/expReport.asp?id=14489&page=1&bgbn=R,1,0.7823057174682617
1,48,교환학생가기 좋은 나라 스웨덴,철학,학부,2016,/partner/expReport.asp?id=13127&page=1&bgbn=R,0,0.511026918888092
2,47,잊지 못 할 5개월,사회학과,학부,2015,/partner/expReport.asp?id=12696&page=1&bgbn=R,0,0.8438190817832947
3,46,여유를 즐길 수 있었던 한 학기,영어영문,학부,2015,/partner/expReport.asp?id=12657&page=1&bgbn=R,1,0.8632481694221497
4,45,한적하고 평화로운 kristianstad에서의 생활,심리학과,학부,2015,/partner/expReport.asp?id=12035&page=1&bgbn=R,1,0.7350862622261047
5,44,자유로웠던 한학기,문헌정보학,학부,2014,/partner/expReport.asp?id=11977&page=1&bgbn=R,0,0.7369853258132935
6,43,크리콴스타에서의 여유로웠던 한학기!,경제학과,학부,2014,/partner/expReport.asp?id=10748&page=1&bgbn=R,1,0.8800054788589478
7,42,행복했던 지난 봄학기,토목환경공학과,학부,2014,/partner/expReport.asp?id=7422&page=1&bgbn=R,1,0.9162428379058838
8,41,아름다웠던 Kristianstad에서의 한 학기,행정학과,학부,2014,/partner/expReport.asp?id=7317&page=1&bgbn=R,1,0.8807148337364197
9,40,행복을 찾는 법을 알게 해준 Kristianstad에서의 한 학기,정치외교학과,학부,2014,/partner/expReport.asp?id=7266&page=1&bgbn=R,1,0.9448553323745728
10,39,아름다운 자연을 가진 스웨덴,천문우주학과,학부,2013,/partner/expReport.asp?id=6863&page=2&bgbn=R,1,0.941356360912323
11,38,삶의 이상향을 제시해 준 6개월의 교환학기,문헌정보학과,학부,2013,/partner/expReport.asp?id=6585&page=2&bgbn=R,0,0.766268253326416
12,37,말할 수 없이 평온했던 시간,경영학과,학부,2011,/partner/expReport.asp?id=6521&page=2&bgbn=R,1,0.7462025880813599
13,36,누구보다 여유로웠던 스웨덴에서의1년,경제학과,학부,2012-2013,/partner/expReport.asp?id=6448&page=2&bgbn=R,1,0.8570141792297363
14,35,새로운 곳에서의 새로운 경험,정치외교학과,학부,2012,/partner/expReport.asp?id=6184&page=2&bgbn=R,1,0.9742096066474915
